INSTR_ID,SCT_ID,SCT_SEMESTER
4125,41058D,20232
3724,41154D,20232
4121,41167D,20232
4121,41237D,20232
4121,41170D,20232
4121,41173D,20232
4121,41178D,20232
4121,41180D,20232
4121,41182D,20232
4120,41122D,20232
4121,41236D,20232
4121,41186D,20232
4120,41128R,20232
4121,41189D,20232
4120,41132R,20232
4121,41197D,20232
4121,41135D,20232
4120,41136R,20232
4120,41140R,20232
4121,41195D,20232
4120,41144R,20232
4121,41196D,20232
4126,41266R,20232
4127,41278R,20232
4127,41285R,20232
4126,41289R,20232
4075,41646R,20232
4074,70095D,20232
4074,70069D,20232
4074,70071R,20232
4074,70076R,20232
4128,42460D,20232
4128,42461D,20232
4128,42462D,20232
4128,42465D,20232
4128,42466D,20232
4128,42467D,20232
4128,42485D,20232
4128,42486D,20232
4128,42487D,20232
4129,43473D,20232
4129,43474D,20232
4129,43475D,20232
4130,43485D,20232
4129,43486D,20232
4129,43492D,20232
4129,43493D,20232
4129,43494D,20232
4129,43497D,20232
4129,43498D,20232
4129,43499D,20232
4131,43570D,20232
4130,43055D,20232
4130,43056D,20232
4130,43057D,20232
4132,43070D,20232
4130,43136D,20232
4130,43137D,20232
4130,43138D,20232
4130,43185D,20232
4130,43186D,20232
4130,43187D,20232
4130,43190D,20232
4130,43192D,20232
4130,43194D,20232
4130,43196D,20232
4130,43198D,20232
4133,43244D,20232
4134,43285D,20232
4134,43365D,20232
4134,43366D,20232
4134,43367D,20232
4135,44031D,20232
4135,44032D,20232
4135,44033D,20232
4136,44109D,20232
4135,44115D,20232
4135,44116D,20232
4135,44117D,20232
4135,44123D,20232
4135,44126D,20232
4135,44129D,20232
4135,44180D,20232
4135,44181D,20232
4135,44182D,20232
4135,44186D,20232
4135,44189D,20232
4135,44192D,20232
4135,44195D,20232
4135,44198D,20232
4137,44306D,20232
4137,44307D,20232
4137,44308D,20232
4138,44326D,20232
4138,44329D,20232
4137,44386D,20232
4137,44387D,20232
4137,44388D,20232
4137,44397D,20232
4137,44398D,20232
4137,44399D,20232
4139,44495D,20232
4139,44501D,20232
4139,44509D,20232
4139,44512D,20232
4139,44520D,20232
4139,44528D,20232
4139,44652D,20232
4139,44653D,20232
4139,44654D,20232
4139,44663D,20232
4139,44675D,20232
4139,44686D,20232
4139,44758D,20232
4139,44759D,20232
4139,44760D,20232
4139,44797D,20232
4139,44798D,20232
4139,44799D,20232
4135,44948D,20232
4135,44949D,20232
4135,44950D,20232
4135,44960D,20232
4135,44961D,20232
4135,44962D,20232
4135,44995D,20232
4135,44996D,20232
4135,44997D,20232
4140,45200D,20232
4140,45201D,20232
4141,45205D,20232
4141,45206D,20232
4140,45210D,20232
4140,45211D,20232
4141,45215D,20232
4141,45216D,20232
4140,45305D,20232
4140,45306D,20232
4141,45310D,20232
4141,45311D,20232
4141,45312D,20232
4140,45345D,20232
4140,45346D,20232
4140,45347D,20232
4141,45350D,20232
4141,45351D,20232
4141,45352D,20232
4140,45387D,20232
4140,45388D,20232
4140,45389D,20232
4141,45390D,20232
4141,45391D,20232
4141,45392D,20232
4142,45560D,20232
4142,45561D,20232
4142,45562D,20232
4142,45585D,20232
4142,45586D,20232
4142,45587D,20232
4143,45735D,20232
4143,45736D,20232
4143,45737D,20232
4143,45800D,20232
4143,45801D,20232
4143,45802D,20232
4143,45875D,20232
4143,45876D,20232
4143,45877D,20232
4144,45955D,20232
4144,45956D,20232
4144,45957D,20232
4144,45965D,20232
4144,45966D,20232
4144,45967D,20232
4144,45970D,20232
4144,45971D,20232
4144,45972D,20232
4144,45975D,20232
4144,45976D,20232
4144,45977D,20232
4144,45980D,20232
4144,45981D,20232
4144,45982D,20232
4144,45990D,20232
4144,45991D,20232
4144,45992D,20232
4144,45995D,20232
4144,45996D,20232
4144,45997D,20232
4144,46000D,20232
4144,46001D,20232
4144,46002D,20232
4144,46127D,20232
4144,46135D,20232
4144,46136D,20232
4144,46137D,20232
4144,46145D,20232
4144,46146D,20232
4144,46147D,20232
4144,46150D,20232
4144,46151D,20232
4144,46152D,20232
4144,46155D,20232
4144,46156D,20232
4144,46157D,20232
4144,46210D,20232
4144,46211D,20232
4144,46212D,20232
4144,46260D,20232
4144,46261D,20232
4144,46262D,20232
4145,46378D,20232
4145,46379D,20232
4145,46380D,20232
4145,46388D,20232
4145,46389D,20232
4145,46390D,20232
4146,46486D,20232
4146,46487D,20232
4146,46488D,20232
4145,46498D,20232
4145,46499D,20232
4145,46500D,20232
4146,46548D,20232
4146,46549D,20232
4146,46550D,20232
4146,46595D,20232
4146,46596D,20232
4146,46597D,20232
4147,47245R,20232
4148,47280D,20232
4148,47281D,20232
4148,47282D,20232
4148,47286D,20232
4148,47287D,20232
4148,47288D,20232
4148,47294D,20232
4148,47295D,20232
4148,47296D,20232
4148,47297D,20232
4148,47298D,20232
4148,47299D,20232
3446,69000D,20232
4149,69001D,20232
4149,69002D,20232
4150,69003D,20232
4151,69004D,20232
4150,69006D,20232
4150,69007D,20232
4152,69018D,20232
4153,69022D,20232
4154,69023D,20232
4154,69024D,20232
3724,48001R,20232
4155,48002R,20232
4155,48003R,20232
4156,48004R,20232
4157,48005R,20232
4157,48006R,20232
3724,48007R,20232
4158,48008R,20232
4158,48009R,20232
3724,48010R,20232
4159,48011R,20232
4159,48012R,20232
4160,48013R,20232
4161,48014R,20232
4160,48015R,20232
4162,48016R,20232
4163,48017R,20232
4164,48018R,20232
4163,48019R,20232
4165,48020R,20232
4166,47840R,20232
4166,47841R,20232
4166,47842R,20232
4166,47843R,20232
4166,47844R,20232
4166,47845R,20232
4166,47846R,20232
4166,47847R,20232
4166,47848R,20232
4166,47849R,20232
4166,47850R,20232
4164,47852D,20232
4167,47853D,20232
4168,47854D,20232
4169,47856D,20232
4170,47857D,20232
4167,47858D,20232
4171,48021R,20232
4169,48022R,20232
4169,48023R,20232
4172,48024R,20232
4173,48046D,20232
4174,48041D,20232
3742,48042D,20232
4174,48043D,20232
4167,48044D,20232
4175,47893D,20232
4176,47894D,20232
4177,47895D,20232
4178,47896D,20232
4179,47897D,20232
4175,48050D,20232
4174,48051D,20232
4180,48052D,20232
4181,48053D,20232
4182,48054D,20232
4183,48055D,20232
4184,48056D,20232
4185,49279D,20232
4185,49289D,20232
4186,54123D,20232
4186,54124D,20232
4187,49196D,20232
4188,49202D,20232
4188,54001D,20232
4189,49205D,20232
4189,54003D,20232
4190,49221D,20232
4185,49217D,20232
4188,49224D,20232
4191,48811D,20232
4191,48812D,20232
4191,48813D,20232
4191,48814D,20232
4191,48815D,20232
4191,48817D,20232
4191,48828D,20232
4192,48830D,20232
4193,48627D,20232
4193,48629D,20232
4193,48631D,20232
4193,48633D,20232
4193,48635D,20232
4193,48637D,20232
4194,48731D,20232
4194,48732D,20232
4194,48741D,20232
4194,48742D,20232
4194,48751D,20232
4194,48752D,20232
4194,48791D,20232
4194,48792D,20232
4194,48761D,20232
4194,48762D,20232
4194,48765D,20232
4194,48721D,20232
4194,48722D,20232
4194,48763D,20232
4194,48764D,20232
4194,48711D,20232
4194,48712D,20232
4194,48771D,20232
4194,48772D,20232
4194,48781D,20232
4194,48782D,20232
4194,48783D,20232
4187,48996D,20232
4195,49010D,20232
4196,49018D,20232
4195,49096D,20232
4191,49122D,20232
4191,49132D,20232
4186,49115D,20232
4186,49116D,20232
4191,49100D,20232
4191,49101D,20232
4186,49118D,20232
4186,49145D,20232
4186,49146D,20232
4186,49147D,20232
4186,49148D,20232
4186,49149D,20232
4186,49144D,20232
4191,49225D,20232
4191,49226D,20232
4197,12406D,20232
4198,12421R,20232
4197,12432D,20232
4198,12407R,20232
4199,12420R,20232
4197,12433D,20232
4197,12456D,20232
4200,12566D,20232
4200,12567D,20232
4200,12568D,20232
4200,12569D,20232
4201,12539R,20232
4202,12542D,20232
4202,12540D,20232
4202,12541D,20232
4203,12593D,20232
4204,12598R,20232
4203,12595D,20232
4203,12596D,20232
4203,12597D,20232
4205,12527R,20232
4206,12528D,20232
4206,12529D,20232
4206,12530D,20232
4206,12531D,20232
4207,12550D,20232
4207,12551D,20232
4207,12552D,20232
4207,12553D,20232
4208,12500D,20232
4208,12501D,20232
4208,12502D,20232
4208,12503D,20232
4209,12594R,20232
4210,12548R,20232
4210,12549D,20232
4211,12512D,20232
4211,12554R,20232
4212,12508D,20232
4213,12544R,20232
4214,12504D,20232
4215,12505D,20232
4214,12506D,20232
4215,12507D,20232
4216,12570R,20232
4217,51710D,20232
4218,51719D,20232
4218,51712D,20232
4219,51714D,20232
4220,51715D,20232
4221,51716D,20232
4222,51717D,20232
4221,51718D,20232
4223,51720D,20232
4224,51393D,20232
4225,51100D,20232
4225,51101D,20232
4225,51107D,20232
4226,51396D,20232
4227,51460D,20232
4228,51394D,20232
4229,51463D,20232
4230,51304R,20232
4231,51775D,20232
4231,51776D,20232
4232,51307D,20232
4232,51308D,20232
4233,51305D,20232
4234,51306D,20232
4235,51473D,20232
4236,51466D,20232
4237,51301R,20232
4238,51468D,20232
4239,51462D,20232
4240,51302D,20232
4241,51470D,20232
4241,51471D,20232
4237,51404D,20232
4242,51472D,20232
4225,51204D,20232
4225,51209D,20232
4225,51213D,20232
4243,51212D,20232
4242,51402D,20232
4244,51309R,20232
4245,51464D,20232
4246,51303R,20232
4247,51465D,20232
4248,51105R,20232
4249,51200D,20232
4225,51297D,20232
4225,51298R,20232
4225,51299D,20232
4250,51072D,20232
4251,51074D,20232
4251,51075D,20232
4247,51076D,20232
4247,51077D,20232
4252,51052R,20232
4253,51555D,20232
4254,51556D,20232
4224,51651D,20232
4255,51650R,20232
4256,51601D,20232
4257,51600D,20232
4258,51602D,20232
4259,51603R,20232
3979,51604D,20232
4260,51606D,20232
4225,51610D,20232
4261,60779D,20232
4262,60778D,20232
4263,60450D,20232
4262,60436D,20232
4262,60448D,20232
4261,60447D,20232
4264,60467D,20232
4265,60654D,20232
4266,60655D,20232
4267,67000D,20232
4267,67001D,20232
4268,67002D,20232
4268,67003D,20232
4269,67004D,20232
4270,67005D,20232
4270,67006D,20232
4271,67007D,20232
4272,67008D,20232
4272,67009D,20232
4271,67010D,20232
4271,67011D,20232
4261,67131D,20232
4273,67012D,20232
4273,67013D,20232
4274,67014D,20232
4274,67015D,20232
4275,67016D,20232
4275,67017D,20232
4276,67018D,20232
4276,67019D,20232
4275,67020D,20232
4277,67021D,20232
4277,67022D,20232
4278,67023D,20232
4278,67024D,20232
4278,67025D,20232
4279,67026D,20232
4279,67027D,20232
4280,67056D,20232
4270,67050D,20232
4281,67051D,20232
4281,67052D,20232
4282,67121D,20232
4282,67122D,20232
4282,67123D,20232
4282,67124D,20232
4283,67125D,20232
4284,67091D,20232
4284,67092D,20232
4283,67126D,20232
4285,67127D,20232
4285,67128D,20232
4269,67093D,20232
4269,67094D,20232
4286,67095D,20232
4287,67066D,20232
4287,67067D,20232
4288,67068D,20232
4289,67069D,20232
4290,67129D,20232
4261,67053D,20232
4291,67054D,20232
4276,67070D,20232
4289,67130D,20232
4292,67071D,20232
4292,67072D,20232
4292,67073D,20232
4292,67074D,20232
4268,67075D,20232
4268,67076D,20232
4293,67096D,20232
4294,67097D,20232
4293,67098D,20232
4293,67099D,20232
4268,67100D,20232
4268,67101D,20232
4278,67055D,20232
4295,67077D,20232
4269,67132D,20232
4269,67133D,20232
4282,67134D,20232
4294,67135D,20232
4296,67086D,20232
4296,67087D,20232
4297,67088D,20232
4298,67111D,20232
4264,67112D,20232
4299,67113D,20232
4300,67114D,20232
4301,67115D,20232
4302,67700D,20232
4303,67703D,20232
4304,67701D,20232
4305,67712D,20232
4306,67702D,20232
4305,67708D,20232
4307,67713D,20232
4307,67714D,20232
4303,67704D,20232
4308,67705D,20232
4304,67710D,20232
4309,67711D,20232
4309,67715D,20232
4310,67716D,20232
4311,12254R,20232
4312,22701D,20232
4313,10103R,20233
4314,10112R,20233
4315,10113R,20233
4315,10115R,20233
4316,10123R,20233
4316,10124R,20233
4313,10125R,20233
4314,10126D,20233
4313,10127R,20233
4317,10133R,20233
4317,10134R,20233
4316,10138R,20233
4318,10144R,20233
4318,10145R,20233
4318,10147R,20233
4319,10149R,20233
4320,10153D,20233
4320,10155D,20233
4317,10157R,20233
4317,10158R,20233
4317,10162R,20233
4319,10163D,20233
4321,10165D,20233
4319,10166D,20233
4321,10167D,20233
4321,10170R,20233
4320,10171D,20233
4322,10173D,20233
4322,10174D,20233
4323,10176D,20233
4323,10177D,20233
4322,10182D,20233
4324,10183D,20233
4323,10184D,20233
4322,10185D,20233
4324,10189D,20233
4324,10190D,20233
4315,10191D,20233
4319,10192D,20233
4315,10193D,20233
4325,10310D,20233
4326,10311R,20233
4327,10312R,20233
4327,10313R,20233
4326,10314R,20233
4328,10315R,20233
4328,10316R,20233
4329,10318R,20233
4329,10319R,20233
4330,10320D,20233
4331,10321R,20233
4332,10322R,20233
4331,10323R,20233
4332,10324D,20233
4333,10326R,20233
4333,10328R,20233
4334,10345D,20233
4335,10348R,20233
4335,10349R,20233
4336,10360R,20233
4337,10361R,20233
4337,10362R,20233
4334,10358D,20233
4338,10357D,20233
4338,10359D,20233
4339,10381D,20233
4340,10382R,20233
4341,10383R,20233
4341,10384R,20233
4340,10385R,20233
4342,10386R,20233
4342,10387R,20233
4343,10390D,20233
4344,10391R,20233
4344,10393R,20233
4345,10399D,20233
4346,10400D,20233
4346,10401D,20233
4343,10408D,20233
4347,10409R,20233
4347,10410R,20233
4347,10411R,20233
4347,10412R,20233
4347,10413R,20233
4347,10414R,20233
4339,10418D,20233
4348,10419D,20233
4348,10421D,20233
4349,10346D,20233
4343,10424D,20233
4350,10429D,20233
4351,10426D,20233
4325,10433D,20233
4352,10443D,20233
4353,10441D,20233
4354,10442D,20233
4353,10450D,20233
4355,10462D,20233
4325,10464D,20233
4353,10478D,20233
4348,10479D,20233
4345,10481R,20233
4330,10484R,20233
4356,10485D,20233
4357,10488D,20233
4351,10491D,20233
4353,10493D,20233
4358,10601D,20233
4358,10602R,20233
4358,10603R,20233
4358,10604R,20233
4358,10605R,20233
4359,10610D,20233
4359,10611R,20233
4359,10612R,20233
4360,10613R,20233
4360,10614R,20233
4361,10615D,20233
4361,10616R,20233
4361,10617R,20233
4361,10718R,20233
4361,10719R,20233
4362,10902D,20233
4362,10618D,20233
4363,10619D,20233
4364,10660D,20233
4364,10661R,20233
4364,10662R,20233
4365,10663R,20233
4365,10664R,20233
4358,10665R,20233
4358,10666R,20233
4358,10667R,20233
4358,10668R,20233
4358,10669R,20233
4366,10680R,20233
4366,10681R,20233
4366,10682R,20233
4366,10683R,20233
4366,10684R,20233
4366,10628D,20233
4367,10687D,20233
4368,10732R,20233
4369,10632D,20233
4370,10833D,20233
4371,10634R,20233
4367,10635D,20233
4372,10640D,20233
4372,10641D,20233
4363,10652R,20233
4373,10672R,20233
4374,10647R,20233
4372,10651D,20233
4375,10653D,20233
4373,10903R,20233
4372,10750D,20233
4375,10760D,20233
4376,41504D,20233
4376,41506D,20233
4377,41514R,20233
4377,41520R,20233
4377,41536R,20233
4378,11800R,20233
4379,11801R,20233
4379,11802R,20233
4380,11803R,20233
4380,11804R,20233
4381,11814R,20233
4381,11815R,20233
4382,11805R,20233
4383,11806R,20233
4383,11807R,20233
4384,11808R,20233
4384,11809R,20233
4385,11810R,20233
4385,11811R,20233
4386,11851R,20233
4387,11868R,20233
4388,11869R,20233
4388,11870R,20233
4389,11874R,20233
4378,11883R,20233
4382,11911R,20233
4387,11923D,20233
4390,00371R,20233
4391,11962D,20233
4382,11966R,20233
4382,11988D,20233
4392,12033D,20233
4393,12037D,20233
4382,12041D,20233
4394,12045D,20233
4382,12047D,20233
4382,12048D,20233
4395,12055D,20233
4396,12066D,20233
4397,12101D,20233
4397,12105D,20233
4397,12180D,20233
4397,12190D,20233
4397,12191D,20233
4397,12192D,20233
4397,12193D,20233
4397,12194D,20233
4398,50800R,20233
4399,50810R,20233
4399,50842D,20233
4400,50820D,20233
4399,50830R,20233
4401,50849R,20233
4402,13102R,20233
4403,13103R,20233
4403,13105R,20233
4403,13117R,20233
4404,13000R,20233
4405,13101R,20233
4406,13104R,20233
4406,13106R,20233
4407,13107R,20233
4407,13108R,20233
4406,13109R,20233
4407,13111R,20233
4405,13112D,20233
4405,13113R,20233
4408,13001R,20233
4409,13120R,20233
4410,13121R,20233
4410,13122R,20233
4409,13126R,20233
4409,13127R,20233
4410,13128R,20233
4411,13002D,20233
4411,13027D,20233
4412,13003R,20233
4412,13004R,20233
4413,13005R,20233
4414,13006R,20233
4415,13140R,20233
4416,13141R,20233
4417,13142R,20233
4418,13143R,20233
4419,13144R,20233
4420,13145R,20233
4421,13146R,20233
4422,13147R,20233
4422,13148R,20233
4423,13149R,20233
4417,13150R,20233
4420,13151R,20233
4424,13152R,20233
4425,13153R,20233
4426,13154R,20233
4427,13155R,20233
4421,13156R,20233
4419,13157R,20233
4418,13158R,20233
4415,13159R,20233
4428,13160R,20233
4424,13161R,20233
4423,13162R,20233
4429,13163R,20233
4425,13164R,20233
4427,13165R,20233
4430,13166R,20233
4431,13167R,20233
4430,13170R,20233
4428,13171R,20233
4416,13173R,20233
4432,13174R,20233
4429,13175R,20233
4431,13176R,20233
4432,13177R,20233
4426,13183R,20233
4414,13012D,20233
4402,13191R,20233
4412,13192R,20233
4412,13193D,20233
4433,13194R,20233
4433,13195R,20233
4434,13007R,20233
4435,13212D,20233
4436,13213D,20233
4436,13214D,20233
4435,13215D,20233
4436,13216D,20233
4435,13220D,20233
4437,13008R,20233
4437,13022R,20233
4433,13023R,20233
4438,13024R,20233
4439,13025R,20233
4439,13026R,20233
4438,13030R,20233
4433,13031R,20233
4433,13178R,20233
4408,13250R,20233
4440,13253R,20233
4440,13254R,20233
4440,13256R,20233
4411,13015D,20233
4412,13299D,20233
4441,13300R,20233
4442,13019R,20233
4442,13020R,20233
4443,13314R,20233
4444,13315R,20233
4443,13316R,20233
4445,13318R,20233
4443,13319R,20233
4445,13320R,20233
4443,13322R,20233
4446,13323R,20233
4444,13324R,20233
4445,13328R,20233
4446,13333R,20233
4443,13334R,20233
4445,13335R,20233
4443,13336R,20233
4447,13340R,20233
4448,13341R,20233
4449,13342R,20233
4450,13344R,20233
4450,13345R,20233
4449,13346R,20233
4451,13347R,20233
4448,13349R,20233
4451,13350R,20233
4452,13326R,20233
4453,13327R,20233
4454,13330R,20233
4455,13332R,20233
4455,13338R,20233
4456,13339R,20233
4414,13365R,20233
4457,13028D,20233
4458,13370D,20233
4458,13371D,20233
4411,13029R,20233
4459,13375R,20233
4408,13033R,20233
4460,13395R,20233
4461,13396R,20233
4461,13397R,20233
4462,13398R,20233
4463,13399R,20233
4463,13400R,20233
4460,13401R,20233
4462,13402R,20233
4433,13428D,20233
4443,13438R,20233
4464,13443R,20233
4464,13444R,20233
4402,13450R,20233
4465,13451R,20233
4465,13452R,20233
4466,13056D,20233
4467,13551D,20233
4468,13553R,20233
4468,13554D,20233
4469,13487D,20233
4411,13490D,20233
4470,13493D,20233
4470,13494D,20233
4447,13499D,20233
4442,13504D,20233
4471,13515D,20233
4472,13529D,20233
4473,13508D,20233
4474,13549D,20233
4475,13550D,20233
4476,13580D,20233
4467,13588D,20233
4411,13590D,20233
4434,13593D,20233
4477,13594D,20233
4411,13596D,20233
4478,13599D,20233
4479,13600D,20233
4480,13601D,20233
4411,13790D,20233
4481,17201D,20233
4482,17204D,20233
4483,17208D,20233
4483,17211R,20233
4483,17212R,20233
4483,17213R,20233
4483,17214R,20233
4483,17215R,20233
4483,17216R,20233
4484,17218D,20233
4485,17220D,20233
4486,17222D,20233
4487,17226D,20233
4487,17228D,20233
4487,17230D,20233
4487,17236D,20233
4487,17238D,20233
4487,17240D,20233
4487,17242D,20233
4487,17244D,20233
4487,17246D,20233
4487,17248D,20233
4487,17250D,20233
4487,17252D,20233
4487,17254D,20233
4487,17256D,20233
4487,17258D,20233
4487,17260D,20233
4487,17262D,20233
4487,17264D,20233
4487,17266D,20233
4487,17268D,20233
4487,17270D,20233
4487,17272D,20233
4487,17274D,20233
4487,17276D,20233
4487,17278D,20233
4487,17280D,20233
4487,17282D,20233
4487,17284D,20233
4487,17286D,20233
4487,17288D,20233
4487,17290D,20233
4487,17292D,20233
4487,17294D,20233
4487,17296D,20233
4485,17300D,20233
4487,17304D,20233
4487,17306D,20233
4487,17308D,20233
4487,17310D,20233
4487,17312D,20233
4487,17314D,20233
4487,17316D,20233
4487,17318D,20233
4487,17320D,20233
4487,17322D,20233
4487,17324D,20233
4487,17326D,20233
4487,17328D,20233
4487,17330D,20233
4487,17331D,20233
4488,17332D,20233
4487,17335D,20233
4487,17337D,20233
4487,17338D,20233
4487,17339D,20233
4485,17340D,20233
4489,17347R,20233
4489,17349R,20233
4489,17351R,20233
4489,17353R,20233
4489,17354R,20233
4486,17356D,20233
4486,17371R,20233
4481,17372D,20233
4481,17374D,20233
4481,17376D,20233
4481,17380D,20233
4490,17382R,20233
4491,17385D,20233
4491,17386D,20233
4491,17388D,20233
4491,17390D,20233
4491,17392D,20233
4486,17394D,20233
4492,17396D,20233
4493,17402D,20233
4493,17403D,20233
4493,17408D,20233
4493,17410D,20233
4493,17412D,20233
4493,17414D,20233
4493,17418D,20233
4493,17420D,20233
4493,17424D,20233
4493,17426D,20233
4493,17427D,20233
4493,17428D,20233
4493,17429D,20233
4493,17430D,20233
4493,17434D,20233
4493,17436D,20233
4493,17438D,20233
4493,17445D,20233
4493,17446D,20233
4493,17447D,20233
4493,17448D,20233
4493,17449D,20233
4493,17451D,20233
4493,17452D,20233
4493,17454D,20233
4493,17455D,20233
4493,17456D,20233
4493,17457D,20233
4484,17460D,20233
4484,17466R,20233
4493,17468D,20233
4493,17469D,20233
4493,17476D,20233
4493,17478D,20233
4493,17480D,20233
4493,17482D,20233
4493,17484D,20233
4493,17486D,20233
4493,17488D,20233
4493,17491D,20233
4493,17492D,20233
4493,17493D,20233
4493,17494D,20233
4493,17495D,20233
4494,17500D,20233
4493,17510D,20233
4493,17513D,20233
4493,17514D,20233
4493,17518D,20233
4495,17520D,20233
4496,17526R,20233
4497,17530R,20233
4498,17542R,20233
4498,17544R,20233
4499,17548R,20233
4481,17552D,20233
4481,17554D,20233
4500,17558D,20233
4501,17562R,20233
4502,17564R,20233
4482,17570R,20233
4490,17572R,20233
4503,17573R,20233
4504,17574R,20233
4501,17575R,20233
4491,17576R,20233
4481,17580R,20233
4481,17586D,20233
4505,17588R,20233
4506,17592R,20233
4481,17593D,20233
4507,19800R,20233
4508,19804R,20233
4508,19805R,20233
4509,19810R,20233
4510,19812R,20233
4510,19813R,20233
4511,19814R,20233
4511,19816R,20233
4512,19830R,20233
4513,19831R,20233
4514,19832R,20233
4514,19834R,20233
4507,19833R,20233
4515,19846R,20233
4516,19844R,20233
4517,19843R,20233
4518,22000D,20233
4519,22001R,20233
4519,22002R,20233
4520,22003R,20233
4521,22004R,20233
4520,22005R,20233
4521,22006R,20233
4522,22018D,20233
4518,22009D,20233
4523,22039D,20233
4524,22047R,20233
4523,22048D,20233
4525,22069D,20233
4526,22070D,20233
4526,22071D,20233
4527,22101D,20233
4528,22084D,20233
4529,63500D,20233
4530,63501D,20233
4531,63503D,20233
4532,63504D,20233
4394,63505D,20233
4533,63506D,20233
4534,63509D,20233
4512,63510D,20233
4535,63511D,20233
4535,63512D,20233
4536,63513D,20233
4536,63514D,20233
4513,63515D,20233
4537,63539D,20233
4538,63541D,20233
4539,63523D,20233
4540,63525D,20233
4541,63526D,20233
4542,63520D,20233
4543,63521D,20233
4543,63522D,20233
4544,63527D,20233
4545,63566D,20233
4545,63567D,20233
4540,63532D,20233
4546,63533D,20233
4547,63534D,20233
4548,63529D,20233
4549,63538D,20233
4549,63540D,20233
4550,63542D,20233
4550,63544D,20233
4551,63546D,20233
4552,63548D,20233
4553,63550D,20233
4554,63552D,20233
4555,63554D,20233
4556,63556D,20233
4557,63558D,20233
4558,63560D,20233
4557,63562D,20233
4557,63576D,20233
4559,63578D,20233
4555,63570D,20233
4532,22074D,20233
4528,22075D,20233
4527,22085D,20233
4527,22078D,20233
4560,22089D,20233
4527,22094D,20233
4527,22095D,20233
4527,22096D,20233
4527,22097D,20233
4527,22098D,20233
4527,22099D,20233
4561,25601D,20233
4562,25694D,20233
4562,25696D,20233
4563,25698D,20233
4564,25690D,20233
4564,25693D,20233
4563,25403D,20233
4564,25636D,20233
4565,25373D,20233
4563,25416D,20233
4563,25417D,20233
4566,25430D,20233
4566,25431D,20233
4566,25432D,20233
4567,25434D,20233
4568,25435D,20233
4568,25440D,20233
4569,25436D,20233
4569,25437D,20233
4570,25438D,20233
4570,25321D,20233
4571,25526D,20233
4570,25443D,20233
4572,25444D,20233
4572,25445D,20233
4573,25500R,20233
4574,25501R,20233
4575,25502R,20233
4576,25503R,20233
4574,25504R,20233
4575,25505R,20233
4576,25506R,20233
4561,25456D,20233
4561,25457D,20233
4561,25561D,20233
4565,25670D,20233
4577,25461D,20233
4578,25359D,20233
4578,25360D,20233
4578,25362D,20233
4568,25356D,20233
4579,25470D,20233
4579,25471D,20233
4572,25472D,20233
4580,25474D,20233
4580,25475D,20233
4573,25483R,20233
4581,25484R,20233
4581,25486R,20233
4577,25476D,20233
4562,25478D,20233
4567,25480D,20233
4569,25682D,20233
4571,25488D,20233
4582,25307D,20233
4583,25308R,20233
4583,25310D,20233
4577,25663D,20233
4584,25618R,20233
4565,25519D,20233
4564,25392D,20233
4577,25549D,20233
4567,25482D,20233
4579,25525D,20233
4580,25469D,20233
4585,25535R,20233
4586,25697R,20233
4587,25689D,20233
4582,25669D,20233
4573,25614D,20233
4573,25616D,20233
4587,25562D,20233
4585,25800R,20233
4588,25802R,20233
4588,25804R,20233
4589,25807R,20233
4590,25810R,20233
4590,25812R,20233
4589,25816R,20233
4591,25820R,20233
4591,25821R,20233
4592,25842R,20233
4392,25822R,20233
4593,26022R,20233
4593,26320R,20233
4594,26001R,20233
4593,26044R,20233
4595,26062R,20233
4594,26082R,20233
4596,26083R,20233
4596,26085R,20233
4594,26328R,20233
4595,26087R,20233
4597,26089R,20233
4598,26090R,20233
4599,26092R,20233
4598,26093R,20233
4600,26094R,20233
4600,26096R,20233
4598,26334R,20233
4601,26136R,20233
4601,26336R,20233
4602,26338R,20233
4603,26108R,20233
4604,26110R,20233
4595,26111R,20233
4605,26000R,20233
4606,26004R,20233
4605,26007R,20233
4606,26008R,20233
4607,26307R,20233
4608,26308R,20233
4608,26310R,20233
4608,26345R,20233
4606,26348R,20233
4606,26349R,20233
4607,26375R,20233
4607,26379R,20233
4609,26051R,20233
4610,26052R,20233
4610,26053R,20233
4610,26055R,20233
4610,26057R,20233
4610,26060R,20233
4610,26346R,20233
4611,26347R,20233
4612,26119R,20233
4613,26122R,20233
4614,26126R,20233
4615,26132R,20233
4615,26139R,20233
4616,26148R,20233
4616,26149R,20233
4617,26152R,20233
4612,26154R,20233
4618,26155R,20233
4619,26157D,20233
4620,26257R,20233
4621,26161R,20233
4622,26162R,20233
4623,26168D,20233
4623,26170D,20233
4624,26173D,20233
4625,26174D,20233
4596,26175D,20233
4596,26179D,20233
4595,26109D,20233
4595,26177D,20233
4612,26178D,20233
4625,26181D,20233
4626,26183D,20233
4600,26169D,20233
4627,26184D,20233
4600,26185D,20233
4627,26186D,20233
4628,26187D,20233
4629,26223D,20233
4630,26209D,20233
4619,26201D,20233
4622,26251D,20233
4618,26202D,20233
4621,26205D,20233
4621,26204D,20233
4596,26207D,20233
4631,26305D,20233
4632,26216D,20233
4614,26217D,20233
4626,26227D,20233
4627,26231D,20233
4633,26246D,20233
4634,26249D,20233
4635,26250D,20233
4636,26256D,20233
4637,26266D,20233
4638,26274D,20233
4639,26281D,20233
4640,26277D,20233
