SCT_ID,SCH_ID,SCH_DAY,SCH_STTIME,SCH_ENTIME
10686D,215,THU,12:30,13:50
10659D,216,MON,14:00,16:50
10633R,217,TUE,23:00,12:20
10633R,218,THU,23:00,12:20
10634R,219,TUE,9:00,9:50
10635R,220,TUE,10:00,10:50
10636R,221,THU,9:00,9:50
10637R,222,THU,10:00,10:50
10629R,223,TUE,14:00,15:20
10629R,224,THU,14:00,15:20
10653D,225,TUE,14:00,15:20
10653D,226,THU,14:00,15:20
10632D,227,,,
38535R,228,MON,14:00,16:50
10641R,229,TUE,14:00,16:50
10743D,230,MON,14:00,16:50
10643D,231,,,
10644D,232,,,
10768D,233,TUE,15:30,18:20
34976D,234,THU,17:00,19:50
37473D,235,THU,22:00,12:50
10647R,236,TUE,14:00,16:50
10649D,237,,,
10650D,238,,,
10685R,239,TUE,17:00,18:20
10685R,240,THU,17:00,18:20
10669R,241,THU,14:00,16:50
10700D,242,,,
33015D,243,WED,17:00,17:50
33016R,244,WED,18:00,19:50
11924R,245,TUE,23:00,12:20
11924R,246,THU,23:00,12:20
38225R,247,TUE,23:00,12:20
38225R,248,THU,23:00,12:20
59998D,249,,,
59999D,250,,,
41504D,251,MON,11:00,11:50
41504D,252,TUE,11:00,11:50
41504D,253,WED,11:00,11:50
41504D,254,THU,11:00,11:50
41514R,255,MON,9:00,9:50
41514R,256,TUE,9:00,9:50
41514R,257,WED,9:00,9:50
41514R,258,THU,9:00,9:50
41520R,259,MON,13:00,13:50
41520R,260,TUE,13:00,13:50
41520R,261,WED,13:00,13:50
41520R,262,THU,13:00,13:50
41528R,263,MON,12:00,12:50
41528R,264,TUE,12:00,12:50
41528R,265,WED,12:00,12:50
41528R,266,THU,12:00,12:50
41544R,267,MON,14:00,14:50
41544R,268,TUE,14:00,14:50
41544R,269,WED,14:00,14:50
41544R,270,THU,14:00,14:50
11818R,271,TUE,23:00,12:20
11818R,272,THU,23:00,12:20
11819R,273,FRI,9:00,9:50
11820R,274,FRI,10:00,10:50
11821R,275,MON,14:00,14:50
11822R,276,MON,15:00,15:50
11838R,277,TUE,12:30,13:50
11838R,278,THU,12:30,13:50
11839R,279,FRI,9:00,9:50
11840R,280,FRI,10:00,10:50
11873R,281,TUE,12:30,13:50
11873R,282,THU,12:30,13:50
11900R,283,MON,10:00,11:20
11900R,284,WED,10:00,11:20
11912R,285,TUE,14:00,15:20
11912R,286,THU,14:00,15:20
11959R,287,TUE,23:00,12:20
11959R,288,THU,23:00,12:20
11967R,289,TUE,14:00,15:20
11967R,290,THU,14:00,15:20
11968R,291,TUE,9:30,10:50
11968R,292,THU,9:30,10:50
11969R,293,FRI,9:00,9:50
11970R,294,FRI,10:00,10:50
11974R,295,TUE,12:30,13:50
11974R,296,THU,12:30,13:50
11972D,297,FRI,9:00,9:50
11977R,298,MON,14:00,15:20
11977R,299,WED,14:00,15:20
11988D,300,,,
11995D,301,THU,14:00,16:50
12008D,302,MON,14:00,16:50
00371R,303,,,
12025D,304,,,
12042D,305,,,
12043D,306,,,
12045D,307,TUE,14:00,16:50
12047D,308,,,
12048D,309,,,
00372R,310,,,
12064D,311,MON,21:30,12:20
12065D,312,THU,14:00,16:50
12068D,313,TUE,14:00,16:50
12100D,314,,,
12180D,315,,,
12190D,316,,,
12191D,317,,,
12192D,318,,,
12193D,319,,,
12194D,320,,,
50800R,321,TUE,12:00,13:50
50800R,322,THU,12:00,13:50
50802R,323,WED,10:00,11:50
50803R,324,THU,10:00,11:50
50804R,325,TUE,16:00,17:50
50805R,326,TUE,14:00,15:50
50806R,327,WED,14:00,15:50
50807R,328,THU,14:00,15:50
50808R,329,WED,16:00,17:50
50809R,330,THU,16:00,17:50
50801R,331,,,
50810R,332,MON,14:00,15:20
50810R,333,WED,14:00,15:20
50810R,334,FRI,14:00,15:20
50812R,335,WED,10:00,11:50
50813R,336,THU,10:00,11:50
50815R,337,THU,12:00,13:50
50816R,338,TUE,14:00,15:50
50811R,339,,,
50840D,340,MON,,
50840D,341,TUE,,
50840D,342,WED,,
50840D,343,THU,,
50840D,344,FRI,,
50842R,345,,,
50841R,346,,,
50825R,347,TUE,8:00,9:20
50825R,348,THU,8:00,9:20
50827R,349,,,
50826R,350,,,
50820D,351,,,
50830R,352,MON,14:00,15:50
50830R,353,WED,14:00,15:50
50832R,354,FRI,10:00,11:50
50833R,355,FRI,12:00,13:50
50834R,356,THU,12:00,13:50
50835R,357,THU,10:00,11:50
50836R,358,THU,14:00,15:50
50837R,359,FRI,14:00,15:50
50844R,360,MON,12:00,12:50
50844R,361,WED,12:00,12:50
50844R,362,FRI,12:00,12:50
50850R,363,,,
50855D,364,,,
13000R,365,TUE,9:30,10:50
13000R,366,THU,9:30,10:50
13102R,367,TUE,23:00,12:50
13103R,368,TUE,14:00,15:50
13105R,369,WED,23:00,12:50
13200R,370,TUE,9:30,10:50
13200R,371,THU,9:30,10:50
13201R,372,TUE,23:00,13:50
13202R,373,WED,9:00,11:50
13203R,374,WED,12:30,15:20
13204R,375,THU,23:00,13:50
13108D,376,,,
13109D,377,,,
13001R,378,MON,12:00,13:50
13001R,379,WED,12:00,13:50
13002R,380,TUE,9:00,9:50
13428R,381,WED,9:00,9:50
13429R,382,TUE,10:00,10:50
13437R,383,WED,10:00,10:50
13438R,384,TUE,11:00,11:50
13439R,385,TUE,14:00,14:50
13115R,386,TUE,14:00,15:20
13115R,387,THU,14:00,15:20
13116R,388,TUE,10:00,11:50
13118R,389,TUE,16:00,17:50
13119R,390,THU,10:00,11:50
13122R,391,THU,16:00,17:50
13123R,392,WED,10:00,11:50
13124R,393,WED,12:00,13:50
13003R,394,TUE,14:00,15:20
13003R,395,THU,14:00,15:20
13004R,396,THU,17:00,19:50
13005R,397,FRI,8:00,10:50
13006R,398,FRI,23:00,13:50
13008R,399,THU,23:00,13:50
13010R,400,THU,8:00,10:50
13027R,401,FRI,14:00,16:50
13400R,402,MON,10:00,10:50
13400R,403,WED,10:00,10:50
13400R,404,FRI,10:00,10:50
13401R,405,MON,12:00,13:50
13402R,406,WED,12:00,13:50
13403R,407,FRI,12:00,13:50
13009R,408,TUE,11:00,11:50
13199R,409,MON,16:00,16:50
13011R,410,MON,9:00,9:50
13011R,411,WED,9:00,9:50
13011R,412,FRI,9:00,9:50
13012R,413,MON,10:00,10:50
13012R,414,WED,10:00,10:50
13012R,415,FRI,10:00,10:50
13022R,416,TUE,9:30,10:50
13022R,417,THU,9:30,10:50
13028R,418,TUE,8:00,9:20
13028R,419,THU,8:00,9:20
13120R,420,FRI,14:00,15:20
13140R,421,TUE,8:00,10:50
13141R,422,TUE,8:00,10:50
13142R,423,TUE,8:00,10:50
13143R,424,THU,8:00,10:50
13144R,425,THU,8:00,10:50
13146R,426,TUE,23:00,13:50
13147R,427,TUE,23:00,13:50
13148R,428,TUE,23:00,13:50
13149R,429,WED,23:00,13:50
13150R,430,WED,23:00,13:50
13151R,431,WED,23:00,13:50
13152R,432,THU,23:00,13:50
13153R,433,THU,23:00,13:50
13154R,434,FRI,23:00,13:50
13155R,435,FRI,23:00,13:50
13156R,436,FRI,23:00,13:50
13157R,437,FRI,23:00,13:50
13158R,438,TUE,14:00,16:50
13159R,439,TUE,14:00,16:50
13160R,440,TUE,14:00,16:50
13161R,441,WED,14:00,16:50
13162R,442,WED,14:00,16:50
13163R,443,WED,14:00,16:50
13164R,444,THU,14:00,16:50
13165R,445,THU,14:00,16:50
13168R,446,TUE,17:00,19:50
13169R,447,TUE,17:00,19:50
13170R,448,TUE,17:00,19:50
13171R,449,WED,17:00,19:50
13172R,450,WED,17:00,19:50
13173R,451,WED,17:00,19:50
13174R,452,THU,17:00,19:50
13175R,453,THU,17:00,19:50
13176R,454,THU,17:00,19:50
13177R,455,FRI,16:00,18:50
13178R,456,FRI,16:00,18:50
13179R,457,FRI,16:00,18:50
13013D,458,MON,10:00,10:50
13013D,459,WED,10:00,10:50
13013D,460,FRI,10:00,10:50
13191R,461,THU,9:00,11:50
13192D,462,TUE,23:00,13:50
13193R,463,THU,12:00,14:50
13194R,464,TUE,14:00,16:50
13195R,465,WED,14:00,16:50
13014R,466,MON,12:00,13:50
13014R,467,WED,12:00,13:50
13254R,468,THU,10:00,11:50
13256R,469,FRI,10:00,11:50
13258R,470,FRI,14:00,15:50
13016D,471,,,
13018R,472,MON,13:00,13:50
13018R,473,WED,13:00,13:50
13018R,474,FRI,13:00,13:50
13281R,475,WED,8:00,10:50
13284R,476,TUE,23:00,13:50
13286R,477,WED,14:00,16:50
13289R,478,THU,15:00,17:50
12955R,479,MON,14:00,15:20
12955R,480,WED,14:00,15:20
12956R,481,TUE,14:00,14:50
12974R,482,TUE,12:30,13:20
13522R,483,MON,9:00,9:50
13522R,484,WED,9:00,9:50
13522R,485,FRI,9:00,9:50
13523R,486,MON,10:00,10:50
13523R,487,WED,10:00,10:50
13523R,488,FRI,10:00,10:50
13524R,489,MON,11:00,11:50
13524R,490,WED,11:00,11:50
13524R,491,FRI,11:00,11:50
13034R,492,MON,11:00,11:50
13034R,493,WED,11:00,11:50
13034R,494,FRI,11:00,11:50
13326R,495,THU,23:00,12:50
13328R,496,THU,14:00,15:50
13021R,497,MON,15:30,16:50
13023R,498,MON,11:00,11:50
13023R,499,WED,11:00,11:50
13023R,500,FRI,11:00,11:50
13024R,501,MON,12:00,12:50
13024R,502,WED,12:00,12:50
13024R,503,FRI,12:00,12:50
13310R,504,TUE,9:00,11:50
13313R,505,TUE,13:00,15:50
13317R,506,WED,13:00,15:50
13319R,507,WED,17:00,19:50
13321R,508,THU,13:00,15:50
13329R,509,FRI,13:00,15:50
13331R,510,THU,17:00,19:50
13121R,511,TUE,16:00,16:50
33025R,512,MON,14:00,15:20
33025R,513,WED,14:00,15:20
13363R,514,MON,10:00,11:20
13363R,515,WED,10:00,11:20
13364R,516,FRI,10:00,11:50
13372R,517,MON,9:30,10:50
13372R,518,WED,9:30,10:50
13373R,519,THU,13:00,13:50
12987R,520,TUE,9:30,10:50
12987R,521,THU,9:30,10:50
12989R,522,WED,10:00,10:50
13422R,523,TUE,14:00,15:50
13422R,524,THU,14:00,15:50
13404R,525,MON,14:00,15:20
13404R,526,WED,14:00,15:20
13405R,527,MON,15:30,18:20
13407D,528,TUE,23:00,12:20
13407D,529,THU,23:00,12:20
13413R,530,WED,14:00,15:20
13415R,531,WED,10:00,11:20
13416R,532,TUE,14:00,15:20
13417R,533,THU,9:30,10:50
13418D,534,WED,12:00,13:20
13419R,535,THU,14:00,15:20
13408R,536,MON,14:00,15:20
13408R,537,WED,14:00,15:20
13409R,538,MON,16:00,17:20
13030R,539,MON,12:00,13:50
13030R,540,WED,12:00,13:50
13423D,541,TUE,12:30,13:50
13423D,542,THU,12:30,13:50
13424R,543,TUE,9:00,10:50
13424R,544,THU,9:00,10:50
13425R,545,TUE,23:00,13:50
13430R,546,WED,14:00,15:20
13430R,547,FRI,14:00,15:20
13431D,548,,,
13432R,549,,,
13440R,550,THU,16:00,17:50
13435D,551,TUE,9:30,10:50
13435D,552,THU,9:30,10:50
13436R,553,THU,16:00,17:50
36265R,554,THU,15:00,17:50
13445D,555,,,
13446R,556,,,
13451R,557,TUE,22:00,12:00
13451R,558,THU,22:00,12:00
13457D,559,,,
13458R,560,,,
13464D,561,TUE,16:00,17:50
13462D,562,TUE,15:00,16:50
13466R,563,WED,23:00,13:50
13025R,564,MON,14:00,15:20
13025R,565,WED,14:00,15:20
13354R,566,WED,15:30,18:20
13355R,567,WED,23:00,13:50
13480R,568,TUE,14:00,15:20
13480R,569,THU,14:00,15:20
13481R,570,TUE,15:30,18:20
12968R,571,TUE,23:00,12:20
12968R,572,THU,23:00,12:20
12977R,573,FRI,13:00,13:50
13490D,574,,,
13491D,575,FRI,12:00,12:50
13492R,576,,,
13493D,577,WED,12:00,12:50
13494D,578,WED,12:00,12:50
13496D,579,,,
13500D,580,MON,14:00,16:00
13500D,581,WED,14:00,16:00
13504D,582,,,
13521D,583,TUE,22:30,12:20
13521D,584,THU,22:30,12:20
13529D,585,TUE,12:00,12:50
13532D,586,THU,14:00,16:00
13542D,587,THU,16:00,16:50
13543D,588,TUE,14:00,15:50
13508D,589,TUE,16:00,16:50
13549D,590,MON,,
13584D,591,TUE,9:00,11:00
13590D,592,,,
13593D,593,TUE,12:00,14:00
13596D,594,,,
13790D,595,,,
13792D,596,,,
13794D,597,,,
13796D,598,,,
13798D,599,,,
13799D,600,,,
52652D,601,,,
52660D,602,,,
17200D,603,MON,16:00,17:20
17205D,604,MON,12:00,13:50
17205D,605,WED,12:00,13:50
17218D,606,MON,9:00,9:50
17218D,607,WED,9:00,9:50
17218D,608,FRI,9:00,9:50
17220R,609,TUE,15:30,16:50
17222D,610,THU,23:00,13:50
17224D,611,THU,23:00,13:50
17226D,612,THU,23:00,13:50
17228D,613,THU,23:00,13:50
17230D,614,THU,23:00,13:50
17232D,615,THU,14:00,16:50
17234D,616,WED,13:00,15:50
17236D,617,WED,13:00,15:50
17238D,618,THU,14:00,16:50
17240D,619,THU,14:00,16:50
17242D,620,THU,14:00,16:50
17244D,621,THU,14:00,16:50
17246D,622,THU,14:00,16:50
17248D,623,THU,14:00,16:50
17250D,624,WED,16:00,18:50
17252D,625,WED,16:00,18:50
17256D,626,MON,9:00,9:50
17256D,627,WED,9:00,9:50
17256D,628,FRI,9:00,9:50
17257R,629,THU,15:30,16:50
17258D,630,MON,10:00,10:50
17258D,631,WED,10:00,10:50
17258D,632,FRI,10:00,10:50
17259R,633,THU,15:30,16:50
17260D,634,MON,11:00,11:50
17260D,635,WED,11:00,11:50
17260D,636,FRI,11:00,11:50
17262R,637,THU,15:30,16:50
17270D,638,TUE,23:00,13:50
17272D,639,TUE,23:00,13:50
17274D,640,TUE,23:00,13:50
17276D,641,TUE,23:00,13:50
17278D,642,MON,12:00,14:50
17280D,643,MON,12:00,14:50
17282D,644,WED,12:00,14:50
17284D,645,WED,12:00,14:50
17286D,646,MON,13:00,15:50
17288D,647,MON,13:00,15:50
17290D,648,MON,13:00,15:50
17292D,649,MON,13:00,15:50
17294D,650,MON,13:00,15:50
17296D,651,WED,13:00,15:50
17298D,652,WED,13:00,15:50
17300D,653,TUE,14:00,16:50
17302D,654,TUE,14:00,16:50
17304D,655,TUE,14:00,16:50
17306D,656,TUE,14:00,16:50
17308D,657,TUE,14:00,16:50
17310D,658,MON,15:00,17:50
17312D,659,MON,15:00,17:50
17314D,660,WED,15:00,17:50
17316D,661,WED,15:00,17:50
17318D,662,MON,16:00,18:50
17320D,663,MON,16:00,18:50
17322D,664,MON,16:00,18:50
17324D,665,MON,16:00,18:50
17326D,666,MON,16:00,18:50
17328D,667,WED,16:00,18:50
17330D,668,WED,16:00,18:50
17208D,669,MON,13:00,13:50
17208D,670,WED,13:00,13:50
17208D,671,FRI,13:00,13:50
17210R,672,THU,15:30,16:50
17212R,673,THU,23:00,13:50
17213D,674,TUE,12:30,15:20
17215R,675,TUE,15:30,18:20
17334D,676,MON,9:00,9:50
17334D,677,WED,9:00,9:50
17334D,678,FRI,9:00,9:50
17336R,679,THU,15:30,16:50
17340D,680,TUE,12:30,15:20
17342D,681,WED,12:30,15:20
17344D,682,TUE,16:00,18:50
17346D,683,WED,16:00,18:50
17348D,684,MON,12:00,12:50
17348D,685,WED,12:00,12:50
17348D,686,FRI,12:00,12:50
17350R,687,TUE,12:00,13:50
17352R,688,THU,12:00,13:50
17354R,689,TUE,14:00,15:50
17356R,690,WED,14:00,15:50
17358R,691,THU,14:00,15:50
17360R,692,FRI,14:00,15:50
17362R,693,TUE,16:00,17:50
17364R,694,WED,16:00,17:50
17366R,695,THU,16:00,17:50
17367R,696,MON,15:30,16:50
17368D,697,,,
17370D,698,,,
17372D,699,,,
17374D,700,,,
17376D,701,,,
17390R,702,MON,11:00,11:50
17390R,703,WED,11:00,11:50
17390R,704,FRI,11:00,11:50
17392R,705,THU,12:00,12:50
17394R,706,THU,13:00,13:50
17396R,707,MON,15:30,16:50
17398D,708,TUE,21:30,12:20
17400D,709,TUE,21:30,12:20
17402D,710,TUE,21:30,12:20
17406D,711,TUE,12:30,15:20
17407D,712,TUE,12:30,15:20
17408D,713,TUE,12:30,15:20
17410D,714,TUE,12:30,15:20
17412D,715,WED,13:00,15:50
17414D,716,WED,13:00,15:50
17416D,717,WED,13:00,15:50
17417D,718,WED,13:00,15:50
17426D,719,WED,16:00,18:50
17428D,720,WED,16:00,18:50
17429D,721,WED,16:00,18:50
17430R,722,MON,10:00,10:50
17430R,723,WED,10:00,10:50
17430R,724,FRI,10:00,10:50
17432R,725,MON,13:00,13:50
17432R,726,WED,13:00,13:50
17432R,727,FRI,13:00,13:50
17434R,728,TUE,12:00,12:50
17436R,729,TUE,13:00,13:50
17438R,730,WED,15:30,16:50
17440D,731,TUE,21:30,12:20
17442D,732,TUE,21:30,12:20
17445D,733,THU,21:30,12:20
17446D,734,THU,21:30,12:20
17448D,735,THU,21:30,12:20
17450D,736,THU,21:30,12:20
17452D,737,MON,22:00,12:50
17454D,738,MON,22:00,12:50
17458D,739,WED,22:00,12:50
17459D,740,WED,22:00,12:50
17460D,741,MON,23:00,13:50
17462D,742,MON,23:00,13:50
17464D,743,THU,12:30,15:20
17466D,744,THU,12:30,15:20
17468D,745,THU,12:30,15:20
17470D,746,THU,12:30,15:20
17474D,747,MON,13:00,15:50
17476D,748,MON,13:00,15:50
17480D,749,MON,14:00,16:50
17483D,750,TUE,15:30,18:20
17484D,751,TUE,15:30,18:20
17489D,752,MON,16:00,18:50
17490D,753,MON,16:00,18:50
17492D,754,MON,13:00,13:50
17492D,755,WED,13:00,13:50
17492D,756,FRI,13:00,13:50
17494R,757,,,
17498R,758,WED,15:30,16:50
17497D,759,THU,21:30,12:20
17500D,760,THU,12:30,15:20
17502D,761,MON,14:00,16:50
17506R,762,TUE,9:00,9:50
17508R,763,TUE,10:00,11:50
17516R,764,THU,14:00,15:20
17518R,765,,,
17520R,766,THU,15:30,19:20
17522R,767,MON,11:00,11:50
17522R,768,WED,11:00,11:50
17522R,769,FRI,11:00,11:50
17524R,770,FRI,13:00,14:50
17526R,771,FRI,13:00,14:50
17527R,772,MON,10:00,10:50
17527R,773,WED,10:00,10:50
17527R,774,FRI,10:00,10:50
17529R,775,FRI,13:00,13:50
17528R,776,MON,10:00,10:50
17528R,777,WED,10:00,10:50
17528R,778,FRI,10:00,10:50
17530R,779,FRI,12:00,12:50
17513R,780,MON,11:00,11:50
17513R,781,WED,11:00,11:50
17513R,782,FRI,11:00,11:50
17514R,783,,,
17521R,784,FRI,9:30,10:50
17523R,785,THU,13:00,15:50
17536D,786,,,
17538D,787,,,
17540D,788,,,
17543R,789,TUE,9:30,10:50
17543R,790,THU,9:30,10:50
17545R,791,MON,9:00,10:20
17545R,792,FRI,9:00,10:20
17548R,793,TUE,23:00,12:20
17548R,794,THU,23:00,12:20
17550R,795,MON,11:00,11:50
17550R,796,WED,11:00,11:50
17550R,797,FRI,11:00,11:50
17554R,798,TUE,23:00,12:20
17554R,799,THU,23:00,12:20
17556R,800,,,
17558R,801,FRI,22:00,12:50
17560R,802,MON,12:00,12:50
17562R,803,MON,23:00,12:20
17562R,804,WED,23:00,12:20
17563R,805,,,
17564D,806,,,
17566R,807,,,
17568R,808,,,
17570R,809,,,
17575D,810,,,
17576R,811,MON,14:00,15:20
17576R,812,WED,14:00,15:20
17578R,813,MON,12:30,13:50
17578R,814,WED,12:30,13:50
17579R,815,MON,22:30,12:20
17579R,816,WED,22:30,12:20
17582R,817,TUE,9:30,10:50
17582R,818,THU,9:30,10:50
17584R,819,WED,9:00,9:50
17584R,820,FRI,9:00,9:50
17593D,821,,,
17594D,822,,,
17595D,823,,,
17596D,824,,,
17597D,825,,,
17598D,826,,,
37008D,827,MON,15:30,16:50
37008D,828,WED,15:30,16:50
37011R,829,FRI,10:00,10:50
37012R,830,FRI,11:00,11:50
19880R,831,TUE,12:30,13:50
19880R,832,THU,12:30,13:50
19881R,833,FRI,8:00,8:50
19882R,834,FRI,9:00,9:50
19883R,835,FRI,9:00,9:50
19884R,836,FRI,10:00,10:50
19885R,837,FRI,11:00,11:50
19886R,838,FRI,12:00,12:50
19820R,839,TUE,23:00,12:20
19820R,840,THU,23:00,12:20
19821R,841,FRI,9:00,9:50
19822R,842,FRI,10:00,10:50
19823R,843,FRI,11:00,11:50
19824R,844,FRI,12:00,12:50
19890R,845,TUE,17:00,18:20
