CRS_ID,SCT_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS,SCT_SEMESTER
THTE-300,63307D,Lecture,9,20,MCC,112,,,20233
THTE-300,63309R,Lab,9,18,TBA,,,,20233
THTE-306,63312D,Lecture,12,20,PED,207,,,20233
THTE-306,63314R,Lab,12,20,OFFICE,,,,20233
THTE-354,63317D,Lecture,32,40,OFFICE,,,,20233
THTE-403,63303D,Lecture,11,18,MCC,109,,,20233
THTE-403,63304R,Lab,11,18,TBA,,,,20233
THTE-408,63310D,Lecture,10,20,MCC,109,,,20233
THTE-408,63311R,Lab,10,20,TBA,,,,20233
THTE-420,63315D,Lecture,11,20,MCC,109,,,20233
THTE-498,63313D,Lecture,112,140,THH,201,"Principles, Pedagogies and Practice: The SDA Playbook",2,20233
THTR-101,62602R,Lecture,20,20,DRC,120,,,20233
THTR-101,62607D,Lecture,0,0,,,,,20233
THTR-101,62610D,Lecture,17,21,MCC,109,,,20233
THTR-101,62601D,Lecture,21,21,PED,205,,,20233
THTR-101,62603R,Lecture,20,20,PED,202,,,20233
THTR-101,62604R,Lecture,20,20,DRC,120,,,20233
THTR-101,62605R,Lecture,18,20,PED,206,,,20233
THTR-101,62608D,Lecture,20,20,MCC,112,,,20233
THTR-105,62609R,Lecture,9,18,SHR,105,,,20233
THTR-105,62650R,Lecture,12,18,SHR,105,,,20233
THTR-115A,62621D,Lecture,16,18,PED,204,,,20233
THTR-115A,62622R,Lab,16,18,MCC,111,,,20233
THTR-120A,62625D,Lecture,16,18,PED,206,,,20233
THTR-120A,62627D,Lecture,17,18,PED,204,,,20233
THTR-120A,62626D,Lab,16,18,PED,205,,,20233
THTR-120A,62629D,Lab,17,18,MCC,111,,,20233
THTR-122,62636R,Lecture,17,20,MCC,109,,,20233
THTR-122,62637R,Lecture,13,20,DRC,120,,,20233
THTR-122,62638R,Lecture,19,20,PED,202,,,20233
THTR-122,62631R,Lecture,11,20,PED,205,,,20233
THTR-122,62632R,Lecture,19,20,PED,205,,,20233
THTR-122,62633R,Lecture,17,20,PED,204,,,20233
THTR-122,62634R,Lecture,10,20,DRC,120,,,20233
THTR-125,62639R,Lecture,15,25,SOS,B37,,,20233
THTR-125,62640D,Lecture,21,25,SOS,B47,,,20233
THTR-125,62641R,Lecture,22,25,WPH,107,,,20233
THTR-125,62642D,Lecture,25,25,KAP,164,,,20233
THTR-125,62643R,Lecture,19,25,GFS,107,,,20233
THTR-125,62645R,Lecture,21,25,SOS,B41,,,20233
THTR-125,62646R,Lecture,23,25,DMC,158,,,20233
THTR-125,62647D,Lecture,15,25,VHE,214,,,20233
THTR-125,62644R,Lecture,15,25,DMC,206,,,20233
THTR-130,62657R,Lecture,40,60,THH,210,,,20233
THTR-130,62662R,Lab,40,60,TBA,,,,20233
THTR-131A,62670D,Lecture,20,25,PED,114E,,,20233
THTR-131A,62671R,Lab,20,25,TTL,,,,20233
THTR-132A,62672D,Lecture,19,25,KAP,164,,,20233
THTR-192,63238R,Lecture,47,48,DMC,100,,,20233
THTR-197,62752D,Lecture,50,51,DMC,150,,,20233
THTR-214A,62613D,Lecture,15,18,PED,204,,,20233
THTR-216,62767D,Lecture,16,20,PED,207,,,20233
THTR-216,62768D,Lecture,15,20,MCC,107,,,20233
THTR-216,62770R,Lecture,20,20,PED,205,,,20233
THTR-216,62769D,Lecture,16,20,PED,204,,,20233
THTR-220A,62772D,Lecture,15,18,DRC,120,,,20233
THTR-222,62781R,Lecture,11,15,BIT,,,,20233
THTR-230,62789D,Lecture-Lab,0,0,,,,,20233
THTR-231,62792D,Lecture,12,12,PED,114E,,,20233
THTR-232,62797R,Lecture,12,25,MCC,106,,,20233
THTR-232,62796R,Lecture-Lab,13,25,MCC,106,,,20233
THTR-233,62795R,Lecture,25,25,GFS,107,,,20233
THTR-236,62800R,Lecture,6,14,MCC,110,,,20233
THTR-250,62782R,Lecture,8,18,SHR,105,,,20233
THTR-250,63234R,Lecture,16,18,SHR,105,,,20233
THTR-252A,62811R,Lecture,15,20,MCC,111,,,20233
THTR-252A,62815R,Lecture,0,0,,,,,20233
THTR-252A,62819R,Lecture,17,20,MCC,112,,,20233
THTR-252A,62820R,Lecture,17,20,PED,207,,,20233
THTR-252A,62812R,Lecture,16,20,PED,208,,,20233
THTR-252A,62814D,Lecture,17,20,PED,206,,,20233
THTR-252A,62816R,Lecture,10,20,PED,208,,,20233
THTR-252B,62817D,Lecture,16,20,MCC,107,,,20233
THTR-290,62830R,Lecture,18,18,MCC,109,,,20233
THTR-295,62840R,Lecture,17,18,DMC,260,,,20233
THTR-301,62845D,Lecture,0,0,,,,,20233
THTR-305A,62855R,Lecture,17,20,DRC,120,,,20233
THTR-305A,62858R,Lecture,20,20,PED,204,,,20233
THTR-305A,62857D,Lecture,13,20,PED,202,,,20233
THTR-305A,62859R,Lecture,10,17,PED,205,,,20233
THTR-307,62860D,Lecture,0,0,,,,,20233
THTR-309,63285D,Lecture,0,0,,,,,20233
THTR-312,62874R,Lecture,12,12,SOS,B50,,,20233
THTR-314,62876R,Lecture,0,0,,,,,20233
THTR-315A,62880D,Lecture,9,18,PED,207,,,20233
THTR-318,63161R,Lecture,13,30,THH,213,,,20233
THTR-320A,62886D,Lecture,15,18,PED,205,,,20233
THTR-322,62890R,Lecture,16,18,MCC,111,,,20233
THTR-330,62905D,Lecture,16,16,KAP,164,,,20233
THTR-331,62908D,Lecture-Lab,13,15,PED,114E,,,20233
THTR-332,62909R,Lecture,12,14,MCC,106,,,20233
THTR-333,62914D,Lecture,18,18,KAP,113,,,20233
THTR-335,62920R,Lecture,10,14,TTL,,,,20233
THTR-335,62921R,Lab,10,15,TBA,,,,20233
THTR-339A,62936D,Lecture,15,18,MCC,112,,,20233
THTR-340A,62927D,Lecture,9,18,MCC,112,,,20233
THTR-342A,62934R,Lecture,20,20,DRC,120,,,20233
THTR-342A,62935R,Lecture,19,20,PED,208,,,20233
THTR-342A,63265R,Lecture,18,20,MCC,112,,,20233
THTR-342A,62932D,Lecture,9,9,MCC,107,,,20233
THTR-342A,62933R,Lecture,19,20,MCC,107,,,20233
THTR-342B,62939R,Lecture,5,20,DRC,120,,,20233
THTR-343,62940D,Lecture-Lab,17,18,MCC,109,,,20233
THTR-352A,62950R,Lecture,19,20,PED,206,,,20233
THTR-352A,62951D,Lecture,11,20,PED,208,,,20233
THTR-352A,62952R,Lecture,19,20,PED,205,,,20233
THTR-352A,62953D,Lecture,20,20,MCC,112,,,20233
THTR-352A,62954D,Lecture,22,22,MCC,107,,,20233
THTR-352B,62955R,Lecture,5,20,MCC,109,,,20233
THTR-354,62957D,Lecture,11,20,PED,206,,,20233
THTR-354,62958R,Lecture,18,20,DRC,120,,,20233
THTR-355,62959R,Lecture,0,0,,,,,20233
THTR-365,62963D,Lecture,11,20,DMC,111,,,20233
THTR-365,62964D,Lecture,20,20,KAP,137,,,20233
THTR-395,62990D,Lecture,28,28,WPH,206,,,20233
THTR-397,62993D,Lecture,6,12,PED,114E,,,20233
THTR-397,63001D,Lecture,10,20,MCC,111,,,20233
THTR-397,63002D,Lecture,18,50,TBA,,,,20233
THTR-397,62994D,Lecture,6,50,OFFICE,,,,20233
THTR-397,62995D,Lecture,13,50,TBA,,,,20233
THTR-397,62996D,Lecture,31,50,TBA,,,,20233
THTR-397,62997D,Lecture,16,50,PED,207,,,20233
THTR-397,62998D,Lecture,13,50,TBA,,,,20233
THTR-397,62999D,Lecture,7,50,OFFICE,,,,20233
THTR-397,63000D,Lecture,0,50,TBA,,,,20233
THTR-401,63004D,Lecture,0,0,,,,,20233
THTR-402,63012R,Lecture,3,15,MCC,108,,,20233
THTR-402,63011R,Lab,3,15,TBA,,,,20233
THTR-404,63005D,Lecture,15,22,DRC,120,,,20233
THTR-405,63003R,Lecture,25,27,SOS,B52,,,20233
THTR-406,63008D,Lecture,25,28,DMC,256,,,20233
THTR-407A,63010R,Lecture,12,18,PED,114E,,,20233
THTR-408A,63013D,Lecture,18,20,MCC,109,,,20233
THTR-408A,63014D,Lecture,17,20,MCC,109,,,20233
THTR-409,63015D,Lecture,10,11,BIT,,,,20233
THTR-409,63016R,Lab,10,11,TBA,,,,20233
THTR-410,63020R,Lecture,18,18,SHR,105,,,20233
THTR-410,63201D,Lecture,0,0,,,,,20233
THTR-410,63019R,Lab,18,36,TBA,,,,20233
THTR-411,63017D,Lecture,20,21,MCC,102,,,20233
THTR-415,63021D,Lecture,0,0,,,,,20233
THTR-416,63245D,Lecture,0,0,,,,,20233
THTR-420,63027D,Lecture,11,18,MCC,107,,,20233
THTR-421,63029R,Lecture,0,0,,,,,20233
THTR-421,63031R,Lecture,6,18,MCC,102,,,20233
THTR-423,63033D,Lecture,14,20,KDC,241,,,20233
THTR-424,63034D,Lecture,28,40,KAP,158,,,20233
THTR-424,63236D,Lecture,15,40,THH,119,,,20233
THTR-426,63035D,Lecture,0,0,,,,,20233
THTR-426,63036R,Lecture,0,0,,,,,20233
THTR-427,63038D,Lecture,18,19,PED,204,,,20233
THTR-432A,63040R,Lecture,6,18,KAP,164,,,20233
THTR-433A,63043R,Lecture,4,18,PED,114E,,,20233
THTR-434A,63046D,Lecture,0,0,,,,,20233
THTR-436,63050D,Lecture,3,14,MCC,110,,,20233
THTR-438,62922R,Lecture,0,0,,,,,20233
THTR-439,63052R,Lecture,14,20,PED,114E,,,20233
THTR-442,63055D,Lecture,12,12,MCC,110,,,20233
THTR-442,63056D,Lecture,12,12,MCC,110,,,20233
THTR-442,63237D,Lecture,12,12,MCC,110,,,20233
THTR-443,63058R,Lecture,10,18,DRC,105,,,20233
THTR-445,63060R,Lecture,0,0,,,,,20233
THTR-446,63202D,Lecture,12,12,MCC,110,,,20233
THTR-452,63064R,Lecture,0,0,,,,,20233
THTR-456,63210R,Lecture,28,28,WPH,207,,,20233
THTR-460,63069D,Lecture,0,0,,,,,20233
THTR-464,63070R,Lecture,11,12,MCC,112,,,20233
THTR-467,63075D,Lecture,0,0,,,,,20233
THTR-467,63158R,Lecture,16,18,SHR,105,,,20233
THTR-470,63081R,Lecture,12,18,PED,204,,,20233
THTR-472,63077R,Lecture,0,0,,,,,20233
THTR-474,63087D,Lecture,10,14,MCC,109,,,20233
THTR-474,63088D,Lecture,14,14,MCC,109,,,20233
THTR-474,63089D,Lecture,14,14,MCC,112,,,20233
THTR-474,63122D,Lecture,13,14,MCC,111,,,20233
THTR-474,63159D,Lecture,14,15,MCC,109,,,20233
THTR-475,63090R,Lecture,12,12,TBA,,,,20233
THTR-479,63106R,Lecture,12,18,PED,206,,,20233
THTR-480A,63108R,Lecture,12,12,SHR,105,,,20233
THTR-480A,63119R,Lecture,4,12,SHR,105,,,20233
THTR-480A,63120R,Lecture,0,0,,,,,20233
THTR-480A,63123R,Lecture,11,12,SHR,105,,,20233
THTR-480A,63124R,Lecture,9,12,SHR,105,,,20233
THTR-480B,63109R,Lecture,0,0,,,,,20233
THTR-480B,63110D,Lecture,0,0,,,,,20233
THTR-480B,63125D,Lecture,0,0,,,,,20233
THTR-480B,63126R,Lecture,10,10,SHR,105 & ONLINE,,,20233
THTR-482,63115R,Lecture,10,18,PED,205,,,20233
THTR-484,63121R,Lecture,16,18,SHR,105,,,20233
THTR-489,63133D,Lecture-Lab,3,18,OFFICE,,,,20233
THTR-490,63139D,Lecture,2,18,TBA,,,,20233
THTR-490,63141D,Lecture,1,18,TBA,,,,20233
THTR-490,63142R,Lecture,1,1,TBA,,,,20233
THTR-491,63140D,Lecture,0,0,,,,,20233
THTR-493A,63144R,Lecture,13,18,KAP,164,,,20233
THTR-495,63148R,Lecture,18,20,DRC,120,,,20233
THTR-497,63154D,Lecture,3,20,TBA,,,,20233
THTR-497,63155D,Lecture,11,25,TBA,,,,20233
THTR-497,63156D,Lecture,17,25,OFFICE,,,,20233
THTR-497,63157D,Lecture,0,25,,,,,20233
THTR-497,63153D,Lecture,13,25,TBA,,,,20233
THTR-499,62600R,Lecture,20,20,MCC,107,Casting for Stage and Screen,2,20233
THTR-500,63170D,Lecture,8,12,DRC,105,,,20233
THTR-507,63172D,Lecture,8,12,MCC,102,,,20233
THTR-515A,63175D,Lecture,8,12,MCC,111,,,20233
THTR-515A,63176D,Lab,8,12,MCC,107,,,20233
THTR-515C,63177D,Lecture,9,12,PED,202,,,20233
THTR-515C,63178R,Lab,9,12,PED,202,,,20233
THTR-520A,63182D,Lecture,8,12,PED,205,,,20233
THTR-520A,63181D,Lab,8,12,MCC,107,,,20233
THTR-520C,63184D,Lecture,9,12,PED,202,,,20233
THTR-520C,63185D,Lab,9,12,DRC,120,,,20233
THTR-527,63186D,Lecture,3,12,DRC,105,,,20233
THTR-529A,63188D,Lecture,10,10,THH,219,,,20233
THTR-540A,63190D,Lecture,8,12,PED,208,,,20233
THTR-540C,63192D,Lecture,9,12,PED,202,,,20233
THTR-540C,63193D,Lab,9,12,PED,204,,,20233
THTR-540E,63196D,Lecture,8,12,MCC,108,,,20233
THTR-541,63194D,Lecture,9,12,PED,202,,,20233
THTR-542,63197D,Lecture,9,12,PED,202,,,20233
THTR-566,63213D,Lecture,8,12,WPH,200,,,20233
THTR-574A,63239D,Lecture,2,12,THH,219,,,20233
THTR-574B,63240D,Lecture,3,12,MCC,102,,,20233
THTR-575,63215D,Lecture,8,12,PED,202,,6,20233
THTR-580A,63216D,Lecture,8,12,SHR,105,,,20233
THTR-590,63221D,Lecture,0,12,TBA,,,,20233
THTR-596,63231D,Lecture,3,12,TBA,,,,20233
THTR-597,63241D,Lecture,9,12,OFFICE,,,2,20233
EDCO-503,27044D,Lecture,21,21,WPH,207,,,20233
EDCO-503,27098D,Lecture,17,19,ONLINE,,,,20233
EDCO-503,27099D,Lecture,18,19,ONLINE,,,,20233
EDCO-503,27173D,Lecture,16,19,ONLINE,,,,20233
EDCO-503,27196D,Lecture,23,23,WPH,205,,,20233
EDCO-541,27000D,Lecture,16,16,WPH,107,,,20233
EDCO-541,27001D,Lecture,16,16,SOS,B49,,,20233
EDCO-541,27100D,Lecture,15,16,WPH,107,,,20233
EDCO-541,27101D,Lecture,6,22,ONLINE,,,,20233
EDCO-541,27171D,Lecture,15,16,SOS,B49,,,20233
EDCO-541,27182D,Lecture,10,22,ONLINE,,,,20233
EDCO-574,27110D,Lecture,10,11,ONLINE,,,,20233
EDCO-574,27174D,Lecture,0,0,,,,,20233
EDCO-574,27188D,Lecture,8,11,ONLINE,,,,20233
EDCO-575A,27130D,Lecture,10,11,ONLINE,,,,20233
EDCO-575A,27132D,Lecture,7,11,ONLINE,,,,20233
EDCO-575A,27147D,Lecture,9,11,ONLINE,,,,20233
EDCO-575A,27159D,Lecture,5,11,ONLINE,,,,20233
EDCO-575A,27160D,Lecture,7,11,ONLINE,,,,20233
EDCO-575A,27162D,Lecture,11,11,ONLINE,,,,20233
EDCO-575A,27169D,Lecture,11,12,ONLINE,,,,20233
EDCO-575A,27180D,Lecture,11,11,ONLINE,,,,20233
EDCO-575A,27184D,Lecture,13,11,ONLINE,,,,20233
EDCO-575A,27185D,Lecture,11,11,ONLINE,,,,20233
EDCO-575B,27117D,Lecture,3,11,ONLINE,,,,20233
EDCO-575B,27133D,Lecture,9,11,ONLINE,,,,20233
EDCO-575B,27134D,Lecture,12,12,ONLINE,,,,20233
EDHP-500,27042D,Lecture,24,24,WPH,B28,,,20233
EDHP-500,27045D,Lecture,24,24,WPH,107,,,20233
EDHP-503,27163D,Lecture,9,23,WPH,203,,,20233
EDHP-587,27029D,Lecture,10,27,WPH,205,,1,20233
EDHP-593A,27047D,Lecture,19,20,WPH,103,,,20233
EDHP-593A,27193D,Lecture,11,22,WPH,101,,,20233
EDHP-594A,27079D,Lecture,11,11,OFFICE,,,,20233
EDHP-594B,27158D,Lecture,1,1,OFFICE,,,,20233
EDHP-594Z,27088D,Lecture,1,2,,,,,20233
EDHP-679,27152D,Lecture,16,20,WPH,107,,,20233
EDHP-679,27153D,Lecture,6,20,WPH,107,,,20233
EDHP-679,27170D,Lecture,19,20,WPH,107,,,20233
EDHP-687,27026D,Lecture,21,23,WPH,203,,,20233
EDHP-687,27027D,Lecture,13,23,WPH,206,,,20233
EDHP-687,27046D,Lecture,18,20,THH,121,,,20233
EDHP-687,27083D,Lecture,22,22,WPH,203,,,20233
EDPT-502,27104D,Lecture,5,22,ONLINE,,,,20233
EDPT-502,27105D,Lecture,15,22,ONLINE,,,,20233
EDUC-421,27315D,Lecture,12,20,WPH,207,,,20233
EDUC-422,27309D,Lecture,19,20,WPH,B26,,,20233
EDUC-426,27307D,Lecture,16,20,DMC,161,,,20233
EDUC-490,27312D,Lecture,0,1,OFFICE,,,4,20233
EDUC-490,27333D,Lecture,1,1,OFFICE,,,4,20233
EDUC-500,27041D,Lecture,8,9,WPH,202,,,20233
EDUC-500,27089D,Lecture,12,15,WPH,206,,,20233
EDUC-500,27091D,Lecture,11,11,ONLINE,,,,20233
EDUC-500,27092D,Lecture,12,11,ONLINE,,,,20233
EDUC-500,27093D,Lecture,8,11,ONLINE,,,,20233
EDUC-500,27111D,Lecture,16,16,WPH,203,,,20233
EDUC-500,27121D,Lecture,13,15,WPH,104,,,20233
EDUC-500,27157D,Lecture,11,11,ONLINE,,,,20233
EDUC-503,27061D,Lecture,15,27,ONLINE,,,,20233
EDUC-503,27074D,Lecture,12,20,ONLINE,,,,20233
EDUC-508,27040D,Lecture,23,24,WPH,205,,,20233
EDUC-508,27060D,Lecture,14,27,ONLINE,,,,20233
EDUC-508,27077D,Lecture,25,25,WPH,106,,,20233
EDUC-508,27090D,Lecture,15,19,ONLINE,,,,20233
EDUC-508,27168D,Lecture,13,20,ONLINE,,,,20233
EDUC-508,27175D,Lecture,17,19,ONLINE,,,,20233
EDUC-508,27189D,Lecture,17,19,ONLINE,,,,20233
EDUC-511,27094R,Lecture,17,19,ONLINE,,,,20233
EDUC-511,27095D,Lecture,17,19,ONLINE,,,,20233
EDUC-511,27096D,Lecture,18,19,ONLINE,,,,20233
EDUC-520,27137D,Lecture,18,22,ONLINE,,,,20233
EDUC-520,27138D,Lecture,22,22,ONLINE,,,,20233
EDUC-520,27176D,Lecture,11,22,ONLINE,,,,20233
EDUC-521,27820D,Lecture,3,25,ONLINE,,,,20233
EDUC-522,27500D,Lecture,14,17,ONLINE,,,,20233
EDUC-522,27501D,Lecture,16,17,ONLINE,,,,20233
EDUC-522,27502D,Lecture,17,17,ONLINE,,,,20233
EDUC-523,27480D,Lecture,12,12,ONLINE,,,,20233
EDUC-523,27481D,Lecture,13,13,ONLINE,,,,20233
EDUC-524,27490D,Lecture,12,12,ONLINE,,,,20233
EDUC-524,27491D,Lecture,12,13,ONLINE,,,,20233
EDUC-532,27520D,Lecture,14,17,ONLINE,,,,20233
EDUC-532,27521D,Lecture,16,17,ONLINE,,,,20233
EDUC-532,27522D,Lecture,17,18,ONLINE,,,,20233
EDUC-536,27540D,Lecture,15,17,ONLINE,,,,20233
EDUC-536,27541D,Lecture,16,17,ONLINE,,,,20233
EDUC-536,27542D,Lecture,17,17,ONLINE,,,,20233
EDUC-540,27116D,Lecture,21,22,ONLINE,,,,20233
EDUC-540,27179D,Lecture,8,22,ONLINE,,,,20233
EDUC-540,27183D,Lecture,20,22,ONLINE,,,,20233
EDUC-542,27186D,Lecture,18,22,ONLINE,,,,20233
EDUC-543,27140D,Lecture,11,22,ONLINE,,,,20233
EDUC-543,27167D,Lecture,16,22,ONLINE,,,,20233
EDUC-546,27002D,Lecture,21,21,THH,B10,,,20233
EDUC-546,27003D,Lecture,21,21,WPH,102,,,20233
EDUC-546,27172D,Lecture,19,21,SOS,B49,,,20233
EDUC-570,27004D,Lecture,21,21,SOS,B49,,,20233
EDUC-570,27005D,Lecture,21,22,DMC,158,,,20233
EDUC-570,27126D,Lecture,20,22,ONLINE,,,,20233
EDUC-570,27127D,Lecture,22,22,ONLINE,,,,20233
EDUC-570,27192D,Lecture,20,21,WPH,403,,,20233
EDUC-583,27006D,Lecture,15,16,WPH,203,,,20233
EDUC-583,27007D,Lecture,15,16,WPH,206,,,20233
EDUC-583,27103D,Lecture,15,16,WPH,106,,,20233
EDUC-583,27190D,Lecture,16,16,WPH,206,,,20233
EDUC-586,27065D,Lecture,10,25,ONLINE,,,,20233
EDUC-587,27069D,Lecture,16,25,ONLINE,,,,20233
EDUC-590,27106D,Lecture,1,1,OFFICE,,,1,20233
EDUC-590,27836D,Lecture,1,1,OFFICE,,,1,20233
EDUC-596,27821D,Lecture,11,25,ONLINE,,,,20233
EDUC-596,27822D,Lecture,21,21,DMC,109,,,20233
EDUC-596,27823D,Lecture,17,20,DMC,206,,,20233
EDUC-599,26824D,Lecture,8,25,ONLINE,,Applied Linguistics for Language Teachers,4,20233
EDUC-599,27825D,Lecture,13,25,DMC,201,Applied Linguistics for Language Teachers,4,20233
EDUC-599,27826D,Lecture,19,25,GFS,107,Applied Linguistics for Language Teachers,4,20233
EDUC-599,27827D,Lecture,8,25,ONLINE,,"Language Teaching: Planning, Instruction, and Assessment",4,20233
EDUC-599,27828D,Lecture,20,25,TCC,232,"Language Teaching: Planning, Instruction, and Assessment",4,20233
EDUC-599,27829D,Lecture,12,25,SOS,B49,"Language Teaching: Planning, Instruction, and Assessment",4,20233
EDUC-603,27460D,Lecture,15,21,ONLINE,,,,20233
EDUC-603,27461D,Lecture,23,24,ONLINE,,,,20233
EDUC-603,27462D,Lecture,20,21,ONLINE,,,,20233
EDUC-608,27181D,Lecture,12,20,ONLINE,,,,20233
EDUC-609,27043D,Lecture,26,26,WPH,107,,,20233
EDUC-609,27062D,Lecture,26,26,WPH,103,,,20233
EDUC-612,27102D,Lecture,10,22,ONLINE,,,,20233
EDUC-612,27131D,Lecture,9,22,ONLINE,,,,20233
EDUC-617,27034D,Lecture,16,23,WPH,107,,,20233
EDUC-620,27470D,Lecture,16,21,ONLINE,,,,20233
EDUC-620,27471D,Lecture,20,21,ONLINE,,,,20233
EDUC-620,27472D,Lecture,22,22,ONLINE,,,,20233
EDUC-624,26606D,Lecture,23,25,ONLINE,,,,20233
EDUC-627,27511D,Lecture,25,25,ONLINE,,,,20233
EDUC-627,27510D,Lecture,21,25,ONLINE,,,,20233
EDUC-628,26605D,Lecture,23,25,ONLINE,,,,20233
EDUC-636,27008D,Lecture,23,23,SOS,B47,,,20233
EDUC-636,27009D,Lecture,23,23,WPH,106,,,20233
EDUC-636,27025D,Lecture,23,23,WPH,106,,,20233
EDUC-637,27010D,Lecture,17,18,WPH,203,,,20233
EDUC-637,27011D,Lecture,17,18,WPH,202,,,20233
EDUC-637,27017D,Lecture,18,18,WPH,201,,,20233
EDUC-637,27076D,Lecture,18,18,WPH,106,,,20233
EDUC-637,27113D,Lecture,13,13,ONLINE,,,,20233
EDUC-637,27114D,Lecture,10,13,ONLINE,,,,20233
EDUC-637,27115D,Lecture,13,13,ONLINE,,,,20233
EDUC-638,27050D,Lecture,23,23,WPH,103,,,20233
EDUC-638,27128D,Lecture,23,23,ONLINE,,,,20233
EDUC-638,27129D,Lecture,16,22,ONLINE,,,,20233
EDUC-638,27155D,Lecture,22,23,WPH,103,,,20233
EDUC-638,27156D,Lecture,23,23,WPH,101,,,20233
EDUC-645A,27012D,Lecture,12,12,WPH,203,,,20233
EDUC-645A,27013D,Lecture,11,11,WPH,201,,,20233
EDUC-645A,27014D,Lecture,10,11,WPH,206,,,20233
EDUC-645A,27015D,Lecture,9,11,WPH,104,,,20233
EDUC-645A,27016D,Lecture,10,11,WPH,603,,,20233
EDUC-645A,27087D,Lecture,8,11,WPH,400,,,20233
EDUC-645A,27177D,Lecture,11,11,MRF,206,,,20233
EDUC-645A,27187D,Lecture,1,1,OFFICE,,,,20233
EDUC-649,27830D,Lecture,11,20,ONLINE,,,,20233
EDUC-649,27831D,Lecture,21,21,WPH,403,,,20233
EDUC-649,27832D,Lecture,16,20,WPH,201,,,20233
EDUC-652,27560D,Lecture,24,24,ONLINE,,,,20233
EDUC-652,27561D,Lecture,21,22,ONLINE,,,,20233
EDUC-652,27562D,Lecture,20,22,ONLINE,,,,20233
EDUC-652,27563D,Lecture,21,22,ONLINE,,,,20233
EDUC-658,26656D,Lecture,10,20,SOS,B49,,,20233
EDUC-658,26675D,Lecture,0,0,,,,,20233
EDUC-660A,27833D,Lecture,1,1,ONLINE,,,,20233
EDUC-660A,27834D,Lecture,1,2,WPH,200,,,20233
EDUC-661,27064D,Lecture,18,20,WPH,101,,,20233
EDUC-661,27080D,Lecture,21,23,WPH,205,,,20233
EDUC-663,26769D,Lecture,17,23,WPH,207,,,20233
EDUC-665,26661D,Lecture,9,20,WPH,403,,,20233
EDUC-667,26688D,Lecture,16,20,WPH,403,,,20233
EDUC-670,27910D,Lecture,15,25,ONLINE,,,,20233
EDUC-670,27911D,Lecture,17,25,ONLINE,,,,20233
EDUC-671,27912D,Lecture,15,25,ONLINE,,,,20233
EDUC-671,27913D,Lecture,17,25,ONLINE,,,,20233
EDUC-672,27914D,Lecture,14,18,ONLINE,,,,20233
EDUC-672,27915D,Lecture,18,18,ONLINE,,,,20233
EDUC-673,27800D,Lecture,7,7,WPH,400,,,20233
EDUC-673,27801D,Lecture,6,7,WPH,603,,,20233
EDUC-673,27802D,Lecture,5,9,WPH,104,,,20233
EDUC-673,27803D,Lecture,2,9,DMC,103,,,20233
EDUC-673,27804D,Lecture,8,9,WPH,201,,,20233
EDUC-673,27806D,Lecture,7,7,DMC,153,,,20233
EDUC-673,27807D,Lecture,7,7,THH,109,,,20233
EDUC-673,27808D,Lecture,4,5,SOS,B38,,,20233
EDUC-673,27809D,Lecture,5,5,THH,219,,,20233
EDUC-673,27916D,Lecture,8,9,ONLINE,,,,20233
EDUC-673,27917D,Lecture,5,9,ONLINE,,,,20233
EDUC-673,27918D,Lecture,4,9,ONLINE,,,,20233
EDUC-673,27919D,Lecture,5,9,ONLINE,,,,20233
EDUC-673,27920D,Lecture,9,9,ONLINE,,,,20233
EDUC-673,27921D,Lecture,5,9,ONLINE,,,,20233
EDUC-673,27922D,Lecture,9,9,ONLINE,,,,20233
EDUC-674,27810D,Lecture,17,18,DMC,207,,,20233
EDUC-674,27811D,Lecture,18,18,WPH,106,,,20233
EDUC-674,27812D,Lecture,16,18,DMC,210,,,20233
EDUC-674,27923D,Lecture,21,24,ONLINE,,,,20233
EDUC-674,27924D,Lecture,24,24,ONLINE,,,,20233
EDUC-675,27813D,Lecture,23,25,THH,110,,,20233
EDUC-675,27925D,Lecture,23,25,ONLINE,,,,20233
EDUC-676,27815D,Lecture,15,15,DMC,155,,,20233
EDUC-676,27816D,Lecture,13,15,THH,112,,,20233
EDUC-676,27927D,Lecture,22,25,ONLINE,,,,20233
EDUC-677,27928D,Lecture,4,9,ONLINE,,,,20233
EDUC-677,27929D,Lecture,1,9,ONLINE,,,,20233
EDUC-677,27930D,Lecture,2,9,ONLINE,,,,20233
EDUC-677,27931D,Lecture,3,9,ONLINE,,,,20233
EDUC-677,27932D,Lecture,9,9,ONLINE,,,,20233
EDUC-677,27933D,Lecture,5,8,ONLINE,,,,20233
EDUC-677,27934D,Lecture,5,7,,,,,20233
EDUC-678,27935D,Lecture,12,16,ONLINE,,,,20233
EDUC-678,27936D,Lecture,17,17,ONLINE,,,,20233
EDUC-679,27937D,Lecture,12,16,ONLINE,,,,20233
EDUC-679,27938D,Lecture,17,17,ONLINE,,,,20233
EDUC-682,26674D,Lecture,6,20,WPH,403,,,20233
EDUC-683,26671D,Lecture,9,20,WPH,403,,,20233
EDUC-690,27108D,Lecture,9,20,ONLINE,,,,20233
EDUC-691,27109D,Lecture,9,20,ONLINE,,,,20233
EDUC-697,27148D,Lecture,8,20,ONLINE,,,,20233
