SCT_ID,SCH_ID,SCH_DAY,SCH_STTIME,SCH_ENTIME
10106R,1,MON,14:00,15:20
10106R,2,WED,14:00,15:20
10107R,3,TUE,14:00,15:20
10107R,4,THU,14:00,15:20
10111R,5,TUE,23:00,12:20
10111R,6,THU,23:00,12:20
10113D,7,TUE,12:30,13:50
10113D,8,THU,12:30,13:50
10114R,9,MON,14:00,15:20
10114R,10,WED,14:00,15:20
10116R,11,MON,12:30,13:50
10116R,12,WED,12:30,13:50
10119R,13,TUE,23:00,12:20
10119R,14,THU,23:00,12:20
10122R,15,TUE,12:30,13:50
10122R,16,THU,12:30,13:50
10123R,17,TUE,23:00,12:20
10123R,18,THU,23:00,12:20
10127R,19,TUE,17:00,18:20
10127R,20,THU,17:00,18:20
10131R,21,TUE,8:00,9:20
10131R,22,THU,8:00,9:20
10132R,23,TUE,10:00,11:20
10132R,24,THU,10:00,11:20
10133R,25,TUE,10:00,11:20
10133R,26,THU,10:00,11:20
10134R,27,TUE,12:00,13:20
10134R,28,THU,12:00,13:20
10137R,29,MON,15:30,16:50
10137R,30,WED,15:30,16:50
10143R,31,MON,14:00,15:20
10143R,32,WED,14:00,15:20
10144R,33,TUE,12:30,13:50
10144R,34,THU,12:30,13:50
10145R,35,TUE,14:00,15:20
10145R,36,THU,14:00,15:20
10146R,37,MON,15:30,16:50
10146R,38,WED,15:30,16:50
10150R,39,MON,17:00,18:20
10150R,40,WED,17:00,18:20
10151R,41,TUE,15:30,16:50
10151R,42,THU,15:30,16:50
10152D,43,TUE,10:00,11:50
10152D,44,THU,10:00,11:50
10153D,45,MON,10:00,11:50
10153D,46,WED,10:00,11:50
10154D,47,MON,10:00,11:50
10154D,48,WED,10:00,11:50
10155D,49,TUE,10:00,11:50
10155D,50,THU,10:00,11:50
10157D,51,MON,12:00,13:50
10157D,52,WED,12:00,13:50
10159D,53,FRI,8:00,9:50
10160D,54,FRI,14:00,15:50
10162D,55,FRI,16:00,17:50
10165D,56,TUE,12:30,13:50
10165D,57,THU,12:30,13:50
10166D,58,TUE,17:00,18:20
10166D,59,THU,17:00,18:20
10170D,60,FRI,17:00,19:50
10171D,61,MON,15:30,16:50
10171D,62,WED,15:30,16:50
10172D,63,TUE,15:30,16:50
10172D,64,THU,15:30,16:50
10173D,65,MON,16:00,17:20
10173D,66,WED,16:00,17:20
10310D,67,TUE,9:30,10:50
10310D,68,THU,9:30,10:50
10311R,69,FRI,10:00,10:50
10312R,70,FRI,11:00,11:50
10313R,71,TUE,12:00,12:50
10314R,72,THU,12:00,12:50
10315R,73,MON,13:00,13:50
10316R,74,WED,13:00,13:50
10320D,75,TUE,23:00,12:20
10320D,76,THU,23:00,12:20
10321R,77,FRI,10:00,10:50
10322R,78,FRI,11:00,11:50
10323R,79,WED,10:00,10:50
10324R,80,MON,10:00,10:50
10325R,81,WED,13:00,13:50
10327R,82,MON,13:00,13:50
10338D,83,TUE,23:00,12:20
10338D,84,THU,23:00,12:20
10339R,85,WED,10:00,10:50
10340R,86,FRI,12:00,12:50
10341R,87,WED,11:00,11:50
10342R,88,WED,13:00,13:50
10343R,89,FRI,13:00,13:50
10344R,90,FRI,11:00,11:50
10347D,91,TUE,12:30,13:50
10347D,92,THU,12:30,13:50
10348D,93,WED,12:00,12:50
10349D,94,FRI,12:00,12:50
10359R,95,MON,10:00,11:50
10359R,96,WED,10:00,11:50
10360R,97,TUE,12:30,13:50
10360R,98,THU,12:30,13:50
10364R,99,FRI,11:00,11:50
10365R,100,FRI,13:00,13:50
10361R,101,TUE,14:00,15:20
10361R,102,THU,14:00,15:20
10362R,103,WED,15:00,15:50
10363R,104,FRI,11:00,11:50
10369R,105,WED,14:00,14:50
10370R,106,FRI,12:00,12:50
10371D,107,TUE,23:00,12:20
10371D,108,THU,23:00,12:20
10372D,109,TUE,9:30,10:50
10372D,110,THU,9:30,10:50
10373R,111,FRI,10:00,10:50
10375R,112,FRI,11:00,11:50
10376R,113,WED,12:00,12:50
10377R,114,MON,12:00,12:50
10378R,115,MON,13:00,13:50
10380R,116,WED,13:00,13:50
10390D,117,MON,12:00,13:50
10390D,118,WED,12:00,13:50
10392R,119,FRI,10:00,10:50
10393R,120,FRI,11:00,11:50
10395R,121,WED,16:00,16:50
10396R,122,WED,15:00,15:50
10399D,123,TUE,9:30,10:50
10399D,124,THU,9:30,10:50
10402R,125,FRI,10:00,10:50
10403R,126,FRI,11:00,11:50
10408D,127,MON,14:00,15:50
10408D,128,WED,14:00,15:50
10409R,129,WED,13:00,13:50
10410R,130,FRI,13:00,13:50
10411R,131,MON,16:00,16:50
10412R,132,WED,16:00,16:50
10413R,133,FRI,10:00,10:50
10415D,134,FRI,9:00,9:50
10420D,135,TUE,12:30,13:50
10420D,136,THU,12:30,13:50
10831R,137,WED,14:00,16:50
10423D,138,TUE,23:00,12:20
10423D,139,THU,23:00,12:20
10425R,140,FRI,10:00,10:50
10427R,141,FRI,11:00,11:50
10414D,142,TUE,12:30,13:50
10414D,143,THU,12:30,13:50
10424D,144,TUE,14:00,16:50
10426D,145,MON,14:00,16:50
10428D,146,MON,14:00,15:20
10428D,147,WED,14:00,15:20
61499D,148,TUE,15:30,16:50
61499D,149,THU,15:30,16:50
10430D,150,MON,14:00,15:20
10430D,151,WED,14:00,15:20
10434D,152,MON,17:00,18:20
10434D,153,WED,17:00,18:20
10433D,154,TUE,12:30,13:50
52080R,155,MON,12:00,13:50
52080R,156,WED,12:00,13:50
10744D,157,MON,14:00,16:50
10438D,158,TUE,12:30,13:50
10438D,159,THU,12:30,13:50
10439D,160,MON,14:00,16:50
10441D,161,,,
10442D,162,,,
10443D,163,WED,14:00,16:50
10672R,164,THU,14:00,16:50
10466D,165,TUE,14:00,16:50
10468D,166,THU,17:00,19:50
10478D,167,,,
10476D,168,TUE,14:00,16:50
10489D,169,WED,14:00,16:50
10492D,170,TUE,14:00,16:50
10493D,171,,,
10495D,172,,,
10496D,173,,,
10497D,174,,,
10498D,175,,,
10499D,176,,,
38511R,177,TUE,12:30,13:50
38511R,178,THU,12:30,13:50
38515R,179,WED,9:00,10:50
38517R,180,TUE,10:00,11:50
38518R,181,FRI,9:00,10:50
38528R,182,FRI,23:00,12:50
10719R,183,MON,8:00,8:50
10835R,184,MON,9:00,9:50
10704R,185,MON,17:00,18:20
10704R,186,WED,17:00,18:20
10705R,187,WED,8:00,8:50
10706R,188,WED,9:00,9:50
10707R,189,WED,10:00,10:50
10708R,190,MON,11:00,11:50
10805R,191,TUE,15:30,16:50
10805R,192,THU,15:30,16:50
10608R,193,MON,8:30,9:50
10608R,194,WED,8:30,9:50
10609R,195,MON,10:00,10:50
10611R,196,WED,10:00,10:50
10710R,197,TUE,9:30,10:50
10710R,198,THU,9:30,10:50
10711D,199,TUE,16:00,16:50
10712R,200,THU,16:00,16:50
10713R,201,MON,11:00,11:50
10714D,202,MON,15:00,15:50
10613D,203,FRI,16:00,18:50
38531R,204,TUE,12:30,13:50
38531R,205,THU,12:30,13:50
59985D,206,TUE,,
59985D,207,WED,,
59985D,208,THU,,
59986R,209,WED,,
10617R,210,TUE,12:30,13:50
10617R,211,THU,12:30,13:50
10619R,212,MON,9:00,9:50
10620R,213,MON,10:00,10:50
10621R,214,MON,14:00,14:50
10622R,215,MON,8:00,8:50
10624R,216,TUE,14:00,15:20
10624R,217,THU,14:00,15:20
10623R,218,WED,14:00,16:50
10626R,219,TUE,14:00,15:20
10626R,220,THU,14:00,15:20
10827R,221,TUE,10:00,10:50
10828R,222,TUE,11:00,11:50
10829R,223,THU,10:00,10:50
10830R,224,THU,11:00,11:50
10732R,225,TUE,9:30,10:50
10732R,226,THU,9:30,10:50
10633R,227,TUE,23:00,12:20
10633R,228,THU,23:00,12:20
10634R,229,MON,8:00,8:50
10635R,230,MON,9:00,9:50
10636R,231,MON,10:00,10:50
10637R,232,MON,14:00,14:50
10629R,233,TUE,14:00,15:20
10629R,234,THU,14:00,15:20
34947D,235,MON,14:00,15:20
34947D,236,WED,14:00,15:20
10632D,237,MON,8:30,9:50
10632D,238,WED,8:30,9:50
41535R,239,TUE,23:00,12:20
41535R,240,THU,23:00,12:20
38535R,241,MON,14:00,16:50
10641D,242,TUE,16:00,18:50
10761R,243,MON,12:00,13:20
10761R,244,WED,12:00,13:20
19843D,245,MON,14:00,16:50
10640D,246,MON,16:00,18:50
10743D,247,TUE,14:00,16:50
10643D,248,,,
10644D,249,,,
10901R,250,WED,14:00,16:50
10903R,251,TUE,9:00,11:50
34976D,252,THU,17:00,19:50
10649D,253,,,
10650D,254,,,
10671R,255,MON,16:00,18:50
10700D,256,,,
33013D,257,WED,16:00,16:50
33014R,258,WED,17:00,18:50
33015D,259,WED,16:00,16:50
33016R,260,WED,17:00,18:50
11924R,261,TUE,23:00,12:20
11924R,262,THU,23:00,12:20
38225R,263,TUE,14:00,15:20
38225R,264,THU,14:00,15:20
59998D,265,,,
59999D,266,,,
41504D,267,MON,9:00,9:50
41504D,268,TUE,9:00,9:50
41504D,269,WED,9:00,9:50
41504D,270,THU,9:00,9:50
41515R,271,MON,13:00,13:50
41515R,272,TUE,13:00,13:50
41515R,273,WED,13:00,13:50
41515R,274,THU,13:00,13:50
41514R,275,MON,11:00,11:50
41514R,276,TUE,11:00,11:50
41514R,277,WED,11:00,11:50
41514R,278,THU,11:00,11:50
41528R,279,TUE,10:00,11:50
41528R,280,THU,10:00,11:50
41544R,281,MON,14:00,14:50
41544R,282,TUE,14:00,14:50
41544R,283,WED,14:00,14:50
41544R,284,THU,14:00,14:50
11800R,285,TUE,9:30,10:50
11800R,286,THU,9:30,10:50
11801R,287,FRI,9:00,9:50
11802R,288,FRI,10:00,10:50
11803R,289,FRI,11:00,11:50
11804R,290,FRI,12:00,12:50
11818R,291,MON,10:00,11:20
11818R,292,WED,10:00,11:20
11819R,293,FRI,9:00,9:50
11820R,294,FRI,10:00,10:50
11821R,295,FRI,11:00,11:50
11822R,296,FRI,12:00,12:50
11838R,297,MON,10:00,11:20
11838R,298,WED,10:00,11:20
11839R,299,FRI,9:00,9:50
11840R,300,FRI,10:00,10:50
11841R,301,FRI,11:00,11:50
11842R,302,FRI,12:00,12:50
11863R,303,TUE,23:00,12:20
11863R,304,THU,23:00,12:20
11864R,305,FRI,9:00,9:50
11865R,306,FRI,10:00,10:50
11883D,307,MON,14:00,15:20
11883D,308,WED,14:00,15:20
11908D,309,TUE,9:30,10:50
11908D,310,THU,9:30,10:50
11953D,311,MON,10:00,11:20
11953D,312,WED,10:00,11:20
11966R,313,TUE,14:00,15:20
11966R,314,THU,14:00,15:20
11971R,315,TUE,12:30,13:50
11971R,316,THU,12:30,13:50
11972R,317,FRI,9:00,9:50
11973R,318,FRI,10:00,10:50
11988D,319,,,
11995D,320,THU,14:00,16:50
00371R,321,,,
12025D,322,,,
12040D,323,,,
12042D,324,,,
12043D,325,,,
12045D,326,TUE,14:00,16:50
12047D,327,,,
12048D,328,,,
00372R,329,,,
12069D,330,TUE,14:00,16:50
12087D,331,MON,14:00,16:50
12094D,332,THU,14:00,16:50
12100D,333,,,
12101D,334,,,
12180D,335,,,
12190D,336,,,
12191D,337,,,
12192D,338,,,
12193D,339,,,
12194D,340,,,
50800R,341,TUE,12:00,13:50
50800R,342,THU,12:00,13:50
50802R,343,WED,10:00,11:50
50803R,344,THU,10:00,11:50
50804R,345,TUE,16:00,17:50
50805R,346,TUE,14:00,15:50
50806R,347,WED,14:00,15:50
50807R,348,THU,14:00,15:50
50808R,349,WED,16:00,17:50
50809R,350,THU,16:00,17:50
50801R,351,,,
50810R,352,MON,14:00,15:20
50810R,353,WED,14:00,15:20
50810R,354,FRI,14:00,15:20
50812R,355,WED,10:00,11:50
50816R,356,TUE,14:00,15:50
50811R,357,,,
50820D,358,,,
50830R,359,MON,14:00,15:50
50830R,360,WED,14:00,15:50
50832R,361,FRI,10:00,11:50
50833R,362,FRI,12:00,13:50
50834R,363,THU,12:00,13:50
50835R,364,THU,10:00,11:50
50836R,365,THU,14:00,15:50
50837R,366,FRI,14:00,15:50
50844R,367,TUE,12:00,13:50
50844R,368,THU,12:00,13:50
50850D,369,,,
50855D,370,,,
13000R,371,TUE,9:30,10:50
13000R,372,THU,9:30,10:50
13102R,373,TUE,23:00,12:50
13103R,374,TUE,14:00,15:50
13105R,375,THU,23:00,12:50
13200R,376,TUE,9:30,10:50
13200R,377,THU,9:30,10:50
13201R,378,TUE,23:00,13:50
13202R,379,WED,9:00,11:50
13203R,380,WED,12:30,15:20
13204R,381,THU,23:00,13:50
13108D,382,,,
13109D,383,,,
13001R,384,MON,12:00,13:50
13001R,385,WED,12:00,13:50
13002R,386,TUE,9:00,9:50
13428R,387,WED,9:00,9:50
13429R,388,TUE,10:00,10:50
13437R,389,WED,10:00,10:50
13438R,390,TUE,11:00,11:50
13439R,391,TUE,14:00,14:50
13115R,392,TUE,14:00,15:20
13115R,393,THU,14:00,15:20
13116R,394,TUE,10:00,11:50
13118R,395,TUE,16:00,17:50
13119R,396,THU,10:00,11:50
13122R,397,THU,16:00,17:50
13123R,398,FRI,10:00,11:50
13124R,399,FRI,12:00,13:50
13003R,400,TUE,14:00,15:20
13003R,401,THU,14:00,15:20
13004R,402,THU,17:00,19:50
13005R,403,FRI,8:00,10:50
13006R,404,FRI,23:00,13:50
13008R,405,THU,23:00,13:50
13010R,406,THU,8:00,10:50
13027R,407,FRI,14:00,16:50
13007R,408,TUE,9:30,10:50
13007R,409,THU,9:30,10:50
13215D,410,TUE,12:00,13:50
13217D,411,WED,10:00,11:50
13218D,412,WED,12:00,13:50
13400R,413,MON,10:00,10:50
13400R,414,WED,10:00,10:50
13400R,415,FRI,10:00,10:50
13401R,416,MON,12:00,13:50
13402R,417,WED,12:00,13:50
13403R,418,FRI,12:00,13:50
13009R,419,TUE,11:00,11:50
13199R,420,MON,16:00,16:50
13011R,421,MON,9:00,9:50
13011R,422,WED,9:00,9:50
13011R,423,FRI,9:00,9:50
13012R,424,MON,10:00,10:50
13012R,425,WED,10:00,10:50
13012R,426,FRI,10:00,10:50
13022R,427,TUE,9:30,10:50
13022R,428,THU,9:30,10:50
13028R,429,TUE,8:00,9:20
13028R,430,THU,8:00,9:20
13120R,431,FRI,14:00,15:20
13140R,432,TUE,8:00,10:50
13141R,433,TUE,8:00,10:50
13142R,434,TUE,8:00,10:50
13143D,435,THU,8:00,10:50
13144R,436,THU,8:00,10:50
13146R,437,TUE,23:00,13:50
13147R,438,TUE,23:00,13:50
13148R,439,TUE,23:00,13:50
13149R,440,WED,23:00,13:50
13150R,441,WED,23:00,13:50
13151R,442,WED,23:00,13:50
13152R,443,THU,23:00,13:50
13153R,444,THU,23:00,13:50
13155R,445,FRI,23:00,13:50
13156R,446,FRI,23:00,13:50
13157R,447,FRI,23:00,13:50
13158R,448,TUE,14:00,16:50
13159R,449,TUE,14:00,16:50
13160R,450,TUE,14:00,16:50
13161R,451,WED,14:00,16:50
13162R,452,WED,14:00,16:50
13163R,453,WED,14:00,16:50
13164R,454,THU,14:00,16:50
13165R,455,THU,14:00,16:50
13168R,456,TUE,17:00,19:50
13169R,457,TUE,17:00,19:50
13170R,458,TUE,17:00,19:50
13171R,459,WED,17:00,19:50
13172R,460,WED,17:00,19:50
13173R,461,WED,17:00,19:50
13174R,462,THU,17:00,19:50
13175R,463,THU,17:00,19:50
13176R,464,THU,17:00,19:50
13177R,465,FRI,16:00,18:50
13178R,466,FRI,16:00,18:50
13179R,467,FRI,16:00,18:50
13013D,468,MON,10:00,10:50
13013D,469,WED,10:00,10:50
13013D,470,FRI,10:00,10:50
13191R,471,TUE,17:00,19:50
13192R,472,TUE,23:00,13:50
13193R,473,WED,23:00,13:50
13194R,474,TUE,14:00,16:50
13195R,475,WED,14:00,16:50
13014R,476,MON,12:00,13:50
13014R,477,WED,12:00,13:50
13251R,478,TUE,12:00,13:50
13253R,479,WED,10:00,11:50
13257R,480,WED,16:00,17:50
13016D,481,,,
13017R,482,TUE,12:30,13:50
13017R,483,THU,12:30,13:50
13272D,484,WED,9:00,11:50
13273D,485,WED,13:00,15:50
13018R,486,MON,13:00,13:50
13018R,487,WED,13:00,13:50
13018R,488,FRI,13:00,13:50
13281R,489,WED,8:00,10:50
13284R,490,TUE,23:00,13:50
13286R,491,WED,14:00,16:50
13289R,492,THU,15:00,17:50
12956R,493,TUE,14:00,14:50
12974R,494,TUE,12:30,13:20
12955R,495,MON,14:00,15:20
12955R,496,WED,14:00,15:20
13522R,497,MON,9:00,9:50
13522R,498,WED,9:00,9:50
13522R,499,FRI,9:00,9:50
13523R,500,MON,10:00,10:50
13523R,501,WED,10:00,10:50
13523R,502,FRI,10:00,10:50
13034R,503,MON,11:00,11:50
13034R,504,WED,11:00,11:50
13034R,505,FRI,11:00,11:50
13326R,506,THU,23:00,12:50
13328R,507,THU,14:00,15:50
13021R,508,MON,15:30,16:50
13023R,509,MON,11:00,11:50
13023R,510,WED,11:00,11:50
13023R,511,FRI,11:00,11:50
13024R,512,MON,12:00,12:50
13024R,513,WED,12:00,12:50
13024R,514,FRI,12:00,12:50
13310R,515,TUE,9:00,11:50
13313R,516,TUE,13:00,15:50
13317R,517,WED,13:00,15:50
13319R,518,WED,17:00,19:50
13321R,519,THU,13:00,15:50
13329R,520,FRI,13:00,15:50
13121R,521,TUE,16:00,16:50
33025D,522,MON,14:00,15:20
33025D,523,WED,14:00,15:20
13363R,524,MON,10:00,11:20
13363R,525,WED,10:00,11:20
13364R,526,FRI,10:00,11:50
13372R,527,MON,9:30,10:50
13372R,528,WED,9:30,10:50
13373R,529,THU,13:00,13:50
13407R,530,TUE,23:00,12:20
13407R,531,THU,23:00,12:20
13413R,532,WED,14:00,15:20
13415R,533,WED,10:00,11:20
13416R,534,TUE,14:00,15:20
13417R,535,THU,9:30,10:50
13418R,536,WED,12:00,13:20
13419R,537,THU,14:00,15:20
13408R,538,MON,14:00,15:20
13408R,539,WED,14:00,15:20
13409R,540,MON,16:00,17:20
13030R,541,MON,12:00,13:50
13030R,542,WED,12:00,13:50
24979R,543,MON,10:00,11:20
24979R,544,WED,10:00,11:20
13414D,545,THU,23:00,13:50
13423D,546,TUE,12:30,13:50
13423D,547,THU,12:30,13:50
13424R,548,TUE,9:00,10:50
13424R,549,THU,9:00,10:50
13427R,550,TUE,23:00,12:20
13427R,551,THU,23:00,12:20
13435R,552,TUE,9:30,10:50
13435R,553,THU,9:30,10:50
13436R,554,THU,16:00,17:50
36265R,555,MON,14:00,16:50
13445D,556,,,
13446R,557,,,
13457D,558,,,
13458R,559,,,
13463D,560,TUE,16:00,17:50
13464D,561,TUE,16:00,17:50
13025R,562,MON,14:00,15:20
13025R,563,WED,14:00,15:20
13354D,564,WED,15:30,18:20
13355R,565,WED,23:00,13:50
12968R,566,TUE,23:00,12:20
12968R,567,THU,23:00,12:20
12977R,568,FRI,13:00,13:50
13483R,569,TUE,14:00,15:50
13483R,570,THU,14:00,15:50
13485R,571,TUE,13:00,15:50
13490D,572,,,
13491D,573,FRI,12:00,12:50
13492R,574,,,
13493D,575,WED,12:00,12:50
13494D,576,WED,12:00,12:50
13498R,577,MON,14:00,15:20
13498R,578,WED,14:00,15:20
13499R,579,MON,15:30,18:20
13500D,580,MON,14:00,16:00
13500D,581,WED,14:00,16:00
13504D,582,,,
13529D,583,TUE,12:00,12:50
13530D,584,MON,10:00,11:50
13542D,585,THU,16:00,16:50
13505D,586,,,
13506D,587,,,
13549D,588,MON,,
13584D,589,,,
13585D,590,MON,8:00,9:50
13590D,591,,,
13593D,592,TUE,12:00,14:00
13596D,593,,,
13599D,594,WED,12:00,13:50
13790D,595,,,
13792D,596,,,
13794D,597,,,
13796D,598,,,
13798D,599,,,
13799D,600,,,
17200D,601,MON,16:00,17:20
17204D,602,MON,10:00,10:50
17204D,603,WED,10:00,10:50
17204D,604,FRI,10:00,10:50
17206R,605,TUE,16:00,17:20
17218R,606,MON,9:00,9:50
17218R,607,WED,9:00,9:50
17218R,608,FRI,9:00,9:50
17220R,609,TUE,15:30,16:50
17224D,610,THU,23:00,13:50
17226D,611,THU,23:00,13:50
17228D,612,THU,23:00,13:50
17230D,613,THU,23:00,13:50
17234D,614,WED,13:00,15:50
17236D,615,WED,13:00,15:50
17238D,616,THU,14:00,16:50
17240D,617,THU,14:00,16:50
17242D,618,THU,14:00,16:50
17244D,619,THU,14:00,16:50
17246D,620,THU,14:00,16:50
17248D,621,THU,14:00,16:50
17250D,622,WED,16:00,18:50
17252D,623,WED,16:00,18:50
17257R,624,THU,15:30,16:50
17262R,625,THU,15:30,16:50
17258D,626,MON,10:00,10:50
17258D,627,WED,10:00,10:50
17258D,628,FRI,10:00,10:50
17259R,629,THU,15:30,16:50
17256R,630,MON,9:00,9:50
17256R,631,WED,9:00,9:50
17256R,632,FRI,9:00,9:50
17260R,633,MON,11:00,11:50
17260R,634,WED,11:00,11:50
17260R,635,FRI,11:00,11:50
17272D,636,TUE,23:00,13:50
17274D,637,TUE,23:00,13:50
17278D,638,MON,12:00,14:50
17280D,639,MON,12:00,14:50
17282D,640,WED,12:00,14:50
17284D,641,WED,12:00,14:50
17286D,642,MON,13:00,15:50
17288D,643,MON,13:00,15:50
17290D,644,MON,13:00,15:50
17292D,645,MON,13:00,15:50
17294D,646,MON,13:00,15:50
17296D,647,WED,13:00,15:50
17298D,648,WED,13:00,15:50
17300D,649,TUE,14:00,16:50
17302D,650,TUE,14:00,16:50
17304D,651,TUE,14:00,16:50
17306D,652,TUE,14:00,16:50
17308D,653,TUE,14:00,16:50
17310D,654,MON,15:00,17:50
17312D,655,MON,15:00,17:50
17314D,656,WED,15:00,17:50
17316D,657,WED,15:00,17:50
17318D,658,MON,16:00,18:50
17320D,659,MON,16:00,18:50
17322D,660,MON,16:00,18:50
17328D,661,WED,16:00,18:50
17330D,662,WED,16:00,18:50
17208D,663,MON,13:00,13:50
17208D,664,WED,13:00,13:50
17208D,665,FRI,13:00,13:50
17210R,666,THU,15:30,16:50
17212R,667,THU,21:30,12:20
17213R,668,TUE,12:30,15:20
17214R,669,THU,12:30,15:20
17215R,670,TUE,15:30,18:20
17334D,671,MON,9:00,9:50
17334D,672,WED,9:00,9:50
17334D,673,FRI,9:00,9:50
17336R,674,THU,15:30,16:50
17340D,675,TUE,12:30,15:20
17342D,676,WED,12:30,15:20
17344R,677,TUE,16:00,18:50
17346R,678,WED,16:00,18:50
17348D,679,MON,12:00,12:50
17348D,680,WED,12:00,12:50
17348D,681,FRI,12:00,12:50
17350R,682,TUE,12:00,13:50
17352R,683,THU,12:00,13:50
17354R,684,TUE,14:00,15:50
17356R,685,WED,14:00,15:50
17358R,686,THU,14:00,15:50
17360R,687,FRI,14:00,15:50
17362R,688,TUE,16:00,17:50
17364R,689,WED,16:00,17:50
17366R,690,THU,16:00,17:50
17367D,691,FRI,17:30,19:20
17368D,692,,,
17370D,693,,,
17372D,694,,,
17374D,695,,,
17380D,696,MON,10:00,10:50
17380D,697,WED,10:00,10:50
17380D,698,FRI,10:00,10:50
17382D,699,MON,14:00,17:50
17388D,700,THU,14:00,17:50
17390R,701,MON,11:00,11:50
17390R,702,WED,11:00,11:50
17390R,703,FRI,11:00,11:50
17392R,704,THU,12:00,12:50
17394R,705,THU,13:00,13:50
17396R,706,MON,15:30,16:50
17398D,707,TUE,21:30,12:20
17400D,708,TUE,21:30,12:20
17402D,709,TUE,21:30,12:20
17406D,710,TUE,12:30,15:20
17407D,711,TUE,12:30,15:20
17408D,712,TUE,12:30,15:20
17410D,713,TUE,12:30,15:20
17412D,714,WED,13:00,15:50
17414D,715,WED,13:00,15:50
17416D,716,WED,13:00,15:50
17417D,717,WED,13:00,15:50
17426D,718,WED,16:00,18:50
17430D,719,MON,10:00,10:50
17430D,720,WED,10:00,10:50
17430D,721,FRI,10:00,10:50
17432D,722,MON,13:00,13:50
17432D,723,WED,13:00,13:50
17432D,724,FRI,13:00,13:50
17434R,725,TUE,12:00,12:50
17436R,726,TUE,13:00,13:50
17438R,727,WED,15:30,16:50
17442D,728,TUE,21:30,12:20
17444D,729,TUE,21:30,12:20
17446D,730,THU,21:30,12:20
17448D,731,THU,21:30,12:20
17450D,732,THU,21:30,12:20
17452D,733,MON,22:00,12:50
17454D,734,MON,22:00,12:50
17456D,735,MON,22:00,12:50
17458D,736,WED,22:00,12:50
17459D,737,WED,22:00,12:50
17460D,738,MON,23:00,13:50
17462D,739,MON,23:00,13:50
17463D,740,MON,23:00,13:50
17464D,741,THU,12:30,15:20
17466D,742,THU,12:30,15:20
17468D,743,THU,12:30,15:20
17470D,744,THU,12:30,15:20
17474D,745,MON,13:00,15:50
17476D,746,MON,13:00,15:50
17478D,747,MON,13:00,15:50
17480D,748,MON,14:00,16:50
17481D,749,MON,14:00,16:50
17483D,750,TUE,15:30,17:20
17484D,751,TUE,15:30,17:20
17489D,752,MON,16:00,18:50
17490D,753,MON,16:00,18:50
17492D,754,MON,13:00,13:50
17492D,755,WED,13:00,13:50
17492D,756,FRI,13:00,13:50
17494R,757,,,
17498R,758,WED,15:30,16:50
17496R,759,TUE,21:30,12:20
17497R,760,THU,21:30,12:20
17500R,761,THU,12:30,15:20
17502R,762,MON,14:00,16:50
17503R,763,TUE,15:30,18:20
17506R,764,TUE,9:00,9:50
17508R,765,TUE,10:00,11:50
17516R,766,THU,14:00,15:20
17518R,767,,,
17519R,768,THU,15:30,19:20
17522R,769,MON,11:00,11:50
17522R,770,WED,11:00,11:50
17522R,771,FRI,11:00,11:50
17524R,772,FRI,13:00,14:50
17526R,773,FRI,13:00,14:50
17527R,774,MON,10:00,10:50
17527R,775,WED,10:00,10:50
17527R,776,FRI,10:00,10:50
17529R,777,FRI,13:00,13:50
17528R,778,MON,10:00,10:50
17528R,779,WED,10:00,10:50
17528R,780,FRI,10:00,10:50
17530R,781,FRI,12:00,12:50
17513R,782,MON,12:00,12:50
17513R,783,WED,12:00,12:50
17513R,784,FRI,12:00,12:50
17514R,785,,,
17532D,786,WED,13:00,13:50
17533D,787,WED,14:00,17:50
17535R,788,TUE,9:30,10:50
17535R,789,THU,9:30,10:50
17536D,790,,,
17538D,791,,,
17540D,792,,,
17541R,793,,,
17542R,794,MON,9:00,10:50
17543R,795,TUE,9:30,10:50
17543R,796,THU,9:30,10:50
17548R,797,TUE,23:00,12:20
17548R,798,THU,23:00,12:20
17550R,799,MON,11:00,11:50
17550R,800,WED,11:00,11:50
17550R,801,FRI,11:00,11:50
17554R,802,TUE,23:00,12:20
17554R,803,THU,23:00,12:20
17556R,804,,,
50623R,805,TUE,16:00,17:50
50623R,806,THU,16:00,17:50
17558R,807,FRI,22:00,12:50
17560R,808,MON,12:00,12:50
17562R,809,MON,23:00,12:20
17562R,810,WED,23:00,12:20
17563R,811,,,
17564D,812,,,
17566R,813,,,
17568R,814,,,
17570R,815,,,
17575D,816,,,
17576R,817,MON,14:00,15:20
17576R,818,WED,14:00,15:20
17577R,819,MON,13:00,14:20
17577R,820,WED,13:00,14:20
17578R,821,TUE,14:00,15:20
17578R,822,THU,14:00,15:20
17579R,823,WED,9:30,10:50
17579R,824,FRI,9:30,10:50
17580R,825,TUE,9:30,10:50
17580R,826,THU,9:30,10:50
17582R,827,TUE,9:30,10:50
17582R,828,THU,9:30,10:50
17584R,829,TUE,15:30,16:50
17586R,830,THU,15:30,16:50
17593D,831,,,
17594D,832,,,
17595D,833,,,
17596D,834,,,
17597D,835,,,
17598D,836,,,
37008D,837,TUE,14:00,15:20
37008D,838,THU,14:00,15:20
37009R,839,FRI,8:00,8:50
37010R,840,FRI,9:00,9:50
37011R,841,FRI,10:00,10:50
37012R,842,FRI,11:00,11:50
19800R,843,TUE,23:00,12:20
19800R,844,THU,23:00,12:20
19801R,845,FRI,9:00,9:50
