DEP_ID,CRS_NUM,SCT_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS,SCT_SEMESTER
MATH,226,39587D,Lecture,45,49,SOS,B4,,,20241
MATH,226,39588D,Discussion,23,25,KAP,165,,,20241
MATH,226,39589D,Discussion,22,24,KAP,140,,,20241
MATH,226,39591D,Lecture,28,49,SOS,B4,,,20241
MATH,226,39592D,Discussion,23,25,DMC,157,,,20241
MATH,226,39593D,Discussion,5,24,DMC,157,,,20241
MATH,226,39560D,Lecture,47,49,KAP,146,,,20241
MATH,226,39561D,Discussion,25,25,GFS,229,,,20241
MATH,226,39562D,Discussion,22,24,GFS,229,,,20241
MATH,229,39564D,Lecture,25,49,DMC,150,,,20241
MATH,229,39565D,Discussion,12,25,THH,112,,,20241
MATH,229,39566D,Discussion,13,24,THH,112,,,20241
MATH,229,39595D,Lecture,47,49,DMC,102,,,20241
MATH,229,39596D,Discussion,24,24,DMC,211,,,20241
MATH,229,39597D,Discussion,23,25,DMC,105,,,20241
MATH,229,39598D,Lecture,47,49,DMC,102,,,20241
MATH,229,39599D,Discussion,23,25,DMC,155,,,20241
MATH,229,39600D,Discussion,24,24,DMC,155,,,20241
MATH,245,39601D,Lecture,29,49,THH,114,,,20241
MATH,245,39602D,Discussion,21,25,THH,B10,,,20241
MATH,245,39603D,Discussion,8,24,THH,B10,,,20241
MATH,245,39605D,Lecture,49,49,SOS,B4,,,20241
MATH,245,39606D,Discussion,24,24,DMC,209,,,20241
MATH,245,39607D,Discussion,25,25,DMC,200,,,20241
MATH,245,39609D,Lecture,49,49,WPH,B28,,,20241
MATH,245,39610D,Discussion,25,25,KAP,113,,,20241
MATH,245,39611D,Discussion,24,24,KAP,113,,,20241
MATH,245,39613D,Lecture,28,49,THH,116,,,20241
MATH,245,39614D,Discussion,16,25,THH,108,,,20241
MATH,245,39615D,Discussion,12,24,THH,108,,,20241
MATH,290,39639D,Lecture,15,25,DMC,157,,,20241
MATH,290,39640D,Discussion,15,25,DMC,161,,,20241
MATH,308,39620D,Lecture,15,30,KAP,140,,,20241
MATH,308,39621D,Discussion,15,30,GFS,223,,,20241
MATH,395,39623D,Lecture,5,20,KAP,427,,,20241
MATH,408,39631D,Lecture,36,49,ZHS,163,,,20241
MATH,408,39632D,Discussion,22,25,GFS,213,,,20241
MATH,408,39633D,Discussion,14,24,GFS,213,,,20241
MATH,408,39635D,Lecture,33,49,LVL,16,,,20241
MATH,408,39636D,Discussion,13,25,DMC,252,,,20241
MATH,408,39637D,Discussion,20,24,DMC,252,,,20241
MATH,410,39641D,Lecture,16,30,KAP,148,,,20241
MATH,410,39642D,Discussion,16,30,SGM,601,,,20241
MATH,425A,39644D,Lecture,35,35,KAP,147,,,20241
MATH,425A,39645D,Discussion,35,35,KAP,147,,,20241
MATH,425A,39649D,Lecture,26,35,DMC,157,,,20241
MATH,425A,39650D,Discussion,26,35,KAP,147,,,20241
MATH,425B,39647D,Lecture,20,30,KAP,148,,,20241
MATH,430,39648D,Lecture,13,36,KAP,159,,,20241
MATH,430,39651D,Lecture,27,36,KAP,145,,,20241
MATH,432,39653D,Lecture,35,35,KAP,148,,,20241
MATH,432,39654D,Lecture,27,35,KAP,147,,,20241
MATH,445,39665D,Lecture,14,40,KAP,414,,,20241
MATH,445,39666D,Discussion,13,20,SOS,B41,,,20241
MATH,450,39670D,Lecture,23,35,KAP,147,,,20241
MATH,458,39659D,Lecture,27,31,GFS,222,,,20241
MATH,458,39660D,Discussion,4,25,KAP,158,,,20241
MATH,458,39661D,Discussion,21,24,KAP,158,,,20241
MATH,458,39656D,Lecture,36,49,WPH,103,,,20241
MATH,458,39657D,Discussion,23,25,GFS,223,,,20241
MATH,458,39658D,Discussion,15,24,GFS,223,,,20241
MATH,466,39675D,Lecture,18,35,KAP,147,,,20241
MATH,466,39676D,Discussion,18,35,KAP,148,,,20241
MATH,467,39679D,Lecture,9,25,KAP,113,,,20241
MATH,467,39678D,Discussion,9,25,,,,,20241
MATH,471,39680D,Lecture,26,30,KAP,140,,,20241
MATH,475,39682D,Lecture,22,30,KAP,140,,,20241
MATH,490,39687D,Lecture,1,15,OFFICE,,,,20241
MATH,500,39692R,Lecture,13,25,TBA,,,,20241
MATH,501,39694R,Lecture,16,35,KAP,147,,,20241
MATH,502A,39698R,Lecture,10,20,KAP,167,,,20241
MATH,505B,39708R,Lecture,5,20,KAP,138,,,20241
MATH,507B,39716R,Lecture,4,15,KAP,427,,,20241
MATH,510B,39724R,Lecture,12,20,KAP,138,,,20241
MATH,511A,41084D,Lecture,13,25,ONLINE,,,,20241
MATH,511A,41209D,Lecture,18,25,ONLINE,,,,20241
MATH,511A,41082D,Lecture,28,46,SSB,115AB,,,20241
MATH,511A,41059D,Lab,28,46,SSB,115AB,,,20241
MATH,511A,41085D,Lab,13,25,ONLINE,,,,20241
MATH,511A,41210D,Lab,18,25,ONLINE,,,,20241
MATH,511B,41086D,Lecture,33,33,ONLINE,,,,20241
MATH,511B,41063D,Lecture,17,35,SSB,115AB,,,20241
MATH,511B,41065D,Lab,17,35,SSB,115AB,,,20241
MATH,511B,41087D,Lab,33,33,ONLINE,,,,20241
MATH,512,39726R,Lecture,19,40,KAP,158,,,20241
MATH,512,39727R,Discussion,19,20,TBA,,,,20241
MATH,512,39728R,Discussion,0,20,TBA,,,,20241
MATH,520,39734R,Lecture,8,20,KAP,134,,,20241
MATH,525B,39740R,Lecture,9,30,KAP,163,,,20241
MATH,530B,39741R,Lecture,16,40,KAP,158,,,20241
MATH,533,39757R,Lecture,8,30,KAP,140,,,20241
MATH,535A,39756R,Lecture,9,20,KAP,134,,,20241
MATH,541A,39760R,Lecture,26,50,SOS,B4,,,20241
MATH,545,39769R,Lecture-Lab,10,30,KAP,158,,,20241
MATH,555B,39790R,Lecture,7,15,KAP,134,,,20241
MATH,565A,39795R,Lecture,8,15,HED,103,,,20241
MATH,590,39834D,Lecture,5,20,OFFICE,,,1,20241
MATH,590,39835D,Lecture,11,20,KAP,166,,1,20241
MATH,590,39836R,Lecture,5,10,OFFICE & ONLINE,,,2,20241
MATH,594A,39838R,Lecture,0,10,OFFICE,,,,20241
MATH,594B,39839R,Lecture,8,10,OFFICE,,,,20241
MATH,594Z,39940R,Lecture,5,10,OFFICE,,,,20241
MATH,596,39941D,Lecture,0,5,OFFICE,,,1,20241
MATH,599,39943D,Lecture,19,25,GFS,220,Machine Learning in Quantitative Finance,3,20241
MATH,635,39944R,Lecture,7,20,VPD,107,,,20241
MATH,655,39947R,Lecture,8,10,OFFICE,,,,20241
MATH,705,39948R,Lecture,9,10,GFS,105,,,20241
MATH,710,39949R,Lecture,5,10,TBA,,,,20241
MATH,725,39950R,Lecture,2,10,TBA,,,,20241
MATH,735,39952D,Lecture,0,10,TBA,,,,20241
MATH,740,39951D,Lecture,0,10,OFFICE,,,,20241
MATH,790,39960D,Lecture,14,20,OFFICE,,,,20241
MATH,794A,39961D,Lecture,5,10,OFFICE,,,,20241
MATH,794B,39962D,Lecture,8,10,OFFICE,,,,20241
MATH,794C,39963D,Lecture,3,20,OFFICE,,,,20241
MATH,794D,39964D,Lecture,1,10,OFFICE,,,,20241
MATH,794Z,39965D,Lecture,5,10,OFFICE,,,,20241
MDA,250,42288D,Lecture,27,40,ONLINE,,,2,20241
MDA,250,42290D,Lecture,2,3,OFFCAMPUS,,,2,20241
MDA,250,42295D,Lecture,1,3,OFFCAMPUS,,,2,20241
MDA,300,42209D,Lecture,14,25,GFS,229,Doing Good--How to Start and Run a Successful Nonprofit Organization,,20241
MDA,300,42210D,Lecture,22,25,GFS,228,Managing the Work/Life Balance - A Blueprint for Vitality,,20241
MDA,300,42212D,Lecture,22,25,DMC,211,Basics of Investing Venture Capital,,20241
MDA,300,42213D,Lecture,25,25,DMC,160,Careers in Contemporary Health Care,,20241
MDA,300,42214D,Lecture,7,25,SOS,B48,Images of Los Angeles-Visualizing Data,,20241
MDA,300,42222D,Lecture,21,25,DMC,161,Introduction to American Sign Language,,20241
MDA,300,42223D,Lecture,19,25,DMC,257,Personal Economics,,20241
MDA,300,42224D,Lecture,23,25,DMC,257,How to Advocate for Diversity and Inclusion in the Workplace,,20241
MDA,325,42225D,Lecture,82,80,TBA,,,2,20241
MDA,330,42291R,Lecture,21,25,KAP,163,,,20241
MDA,340,42235R,Lecture,13,20,LVL,3V,,,20241
MDES,301,41500D,Lecture,9,19,THH,118,,,20241
MDES,313,41532D,Lecture,9,19,THH,117,,,20241
MDES,325,41526D,Lecture,16,20,THH,211,,,20241
MDES,340,41563R,Lecture,19,19,DMC,211,,,20241
MDES,362,37869R,Lecture,46,48,DMC,152,,,20241
MDES,378,19832R,Lecture,12,12,OFFICE,,,,20241
MDES,490,41549D,Lecture,0,1,TBA,,,2,20241
NEUR,199,13199R,Lecture,166,170,THH,301,,,20241
NEUR,407,13407D,Lecture,119,121,ZHS,159,,,20241
NEUR,407,13413R,Discussion,20,20,THH,B10,,,20241
NEUR,407,13415R,Discussion,19,20,HNB,100,,,20241
NEUR,407,13416R,Discussion,20,20,HNB,100,,,20241
NEUR,407,13417R,Discussion,19,20,HNB,107,,,20241
NEUR,407,13418D,Discussion,21,21,GFS,222,,,20241
NEUR,407,13419R,Discussion,20,20,SOS,B48,,,20241
NEUR,408,13408R,Lecture,16,40,HNB,100,,,20241
NEUR,408,13409R,Discussion,16,25,HNB,100,,,20241
NEUR,423,13423D,Lecture,24,25,RRI,101,,,20241
NEUR,424,13424R,Lecture,40,41,HNB,100,,,20241
NEUR,427,52590R,Lecture,17,25,DMC,210,,,20241
NEUR,462,13462D,Lecture,6,19,HNB,107,The Neurobiology of Dopamine: From Reward Learning to Motor Control,,20241
NEUR,490,47600D,Lecture,21,40,OFFICE,,,2,20241
NEUR,493,47643D,Lecture,15,16,HNB,120,,,20241
NEUR,494,47644D,Lecture,13,15,HNB,120,,,20241
NSCI,521,13521D,Lecture,6,15,HNB,120,,,20241
NSCI,525,47655D,Lecture,17,50,,,,,20241
NSCI,539,47659D,Lecture,31,35,,,,,20241
NSCI,596,47668D,Lecture,0,5,OFFICE,,,1,20241
NSCI,596,47669D,Lecture,0,5,OFFICE,,,1,20241
NSCI,790,47660D,Lecture,46,100,OFFICE,,,,20241
NSCI,794A,47670D,Lecture,1,45,OFFICE,,,,20241
NSCI,794B,47671D,Lecture,17,45,OFFICE,,,,20241
NSCI,794C,47672D,Lecture,3,45,OFFICE,,,,20241
NSCI,794D,47673D,Lecture,11,45,OFFICE,,,,20241
NSCI,794Z,47674D,Lecture,14,30,OFFICE,,,,20241
OS,590,48304D,Lecture,0,20,OFFICE,,,,20241
OS,594A,48306D,Lecture,0,15,OFFICE,,,,20241
OS,594B,48308D,Lecture,0,15,OFFICE,,,,20241
OS,594Z,48310D,Lecture,0,15,OFFICE,,,,20241
OS,790,48312D,Lecture,6,20,OFFICE,,,,20241
OS,794A,48314D,Lecture,0,15,OFFICE,,,,20241
OS,794B,48316D,Lecture,0,15,OFFICE,,,,20241
OS,794C,48318D,Lecture,0,15,OFFICE,,,,20241
OS,794D,48320D,Lecture,0,15,OFFICE,,,,20241
OS,794Z,48322D,Lecture,0,15,OFFICE,,,,20241
PHED,102A,49700R,Lecture,17,19,PED,210,,,20241
PHED,102A,49701R,Lecture,15,19,PED,210,,,20241
PHED,102A,49702R,Lecture,18,19,PED,210,,,20241
PHED,102A,49703R,Lecture,15,19,PED,210,,,20241
PHED,102A,49704R,Lecture,17,19,PED,210,,,20241
PHED,102A,49705R,Lecture,17,19,PED,210,,,20241
PHED,102A,49706R,Lecture,19,19,PED,210,,,20241
PHED,102A,49707R,Lecture,18,19,PED,210,,,20241
PHED,102A,49708R,Lecture,15,19,PED,210,,,20241
PHED,102A,49709R,Lecture,17,19,PED,210,,,20241
PHED,102A,49710R,Lecture,15,19,PED,210,,,20241
PHED,102A,49711R,Lecture,17,19,PED,210,,,20241
PHED,102A,49712R,Lecture,18,19,PED,210,,,20241
PHED,102A,49713R,Lecture,18,19,PED,210,,,20241
PHED,102A,49908R,Lecture,17,19,PED,210,,,20241
PHED,102A,49910R,Lecture,18,19,PED,210,,,20241
PHED,104A,49716R,Lecture,13,19,PED,201,,,20241
PHED,104A,49717R,Lecture,14,19,PED,201,,,20241
PHED,104A,49718R,Lecture,13,19,PED,201,,,20241
PHED,104A,49719R,Lecture,12,19,PED,201,,,20241
PHED,104A,49720R,Lecture,14,19,PED,201,,,20241
PHED,104A,49721R,Lecture,11,19,PED,201,,,20241
PHED,104A,49722R,Lecture,5,19,PED,201,,,20241
PHED,104A,49723R,Lecture,16,19,PED,201,,,20241
PHED,104A,49921R,Lecture,15,19,PED,201,,,20241
PHED,104B,49920R,Lecture,0,0,,,,,20241
PHED,105,49923R,Lecture,19,19,PED,201,,,20241
PHED,106A,49728R,Lecture,15,19,PED,210,,,20241
PHED,106A,49729R,Lecture,16,19,PED,210,,,20241
PHED,106A,49732R,Lecture,15,19,PED,210,,,20241
PHED,106A,49734R,Lecture,11,19,PED,210,,,20241
PHED,106A,49735R,Lecture,0,0,,,,,20241
PHED,110A,49737R,Lecture,15,19,PED,210,,,20241
PHED,110A,49739R,Lecture,17,19,PED,210,,,20241
PHED,110A,49740R,Lecture,15,19,PED,210,,,20241
PHED,110A,49742R,Lecture,17,19,PED,210,,,20241
PHED,110A,49744R,Lecture,18,19,PED,210,,,20241
PHED,110A,49746R,Lecture,17,19,PED,210,,,20241
PHED,115,49950D,Lecture,18,19,PED,210,,,20241
PHED,115,49951D,Lecture,19,19,PED,210,,,20241
PHED,117,49755R,Lecture,28,29,KDC,241,,,20241
PHED,118,50020R,Lecture,24,25,DMC,257,,,20241
PHED,118,50021R,Lecture,23,25,THH,112,,,20241
PHED,118,50023R,Lecture,25,25,THH,213,,,20241
PHED,119,50019R,Lecture,18,19,VHE,214,,,20241
PHED,119,50025R,Lecture,19,19,WPH,201,,,20241
PHED,119,50026R,Lecture,19,19,THH,115,,,20241
PHED,119,50027R,Lecture,19,19,THH,211,,,20241
PHED,119,50030R,Lecture,19,19,THH,113,,,20241
PHED,119,50031R,Lecture,19,19,WPH,202,,,20241
PHED,119,50032R,Lecture,19,19,SOS,B47,,,20241
PHED,119,50033R,Lecture,19,19,DMC,204,,,20241
PHED,119,50034R,Lecture,18,19,WPH,201,,,20241
PHED,119,50035R,Lecture,19,19,KAP,165,,,20241
PHED,119,50036R,Lecture,19,19,KAP,134,,,20241
PHED,119,50037R,Lecture,19,19,LVL,3V,,,20241
PHED,120A,49760R,Lecture,16,19,PED,210,,,20241
PHED,120A,49761R,Lecture,17,19,PED,210,,,20241
PHED,120A,49762R,Lecture,18,19,PED,210,,,20241
PHED,120A,49763R,Lecture,18,19,PED,210,,,20241
PHED,120A,49764R,Lecture,15,19,PED,210,,,20241
PHED,120A,49765R,Lecture,14,19,PED,210,,,20241
PHED,120A,49766R,Lecture,19,19,PED,210,,,20241
PHED,120A,49767R,Lecture,19,19,PED,210,,,20241
PHED,120A,49768R,Lecture,19,19,PED,210,,,20241
PHED,120A,49769R,Lecture,18,19,PED,210,,,20241
PHED,120A,49770R,Lecture,14,19,PED,210,,,20241
PHED,120A,49771R,Lecture,15,19,PED,210,,,20241
PHED,120A,49772R,Lecture,14,19,PED,210,,,20241
PHED,120A,49773R,Lecture,15,19,PED,210,,,20241
PHED,120A,49965R,Lecture,17,19,PED,210,,,20241
PHED,120A,49967R,Lecture,16,19,PED,210,,,20241
PHED,120B,49970R,Lecture,14,16,PED,210,,,20241
PHED,120B,49971R,Lecture,15,16,PED,210,,,20241
PHED,122,49979R,Lecture,19,25,PED,210,,,20241
PHED,122,49980R,Lecture,23,25,PED,210,,,20241
PHED,122,49981R,Lecture,21,25,PED,210,,,20241
PHED,122,49982R,Lecture,22,25,PED,210,,,20241
PHED,123,50050R,Lecture,19,19,PED,210,,,20241
PHED,123,50051R,Lecture,19,19,PED,210,,,20241
PHED,123,50052R,Lecture,19,19,PED,210,,,20241
PHED,123,50053R,Lecture,19,19,PED,210,,,20241
PHED,123,50054R,Lecture,19,19,PED,210,,,20241
PHED,123,50055R,Lecture,18,19,PED,210,,,20241
PHED,123,50056R,Lecture,19,19,PED,210,,,20241
PHED,123,50057R,Lecture,19,19,PED,210,,,20241
PHED,124,49776R,Lecture,18,19,PED,210,,,20241
PHED,124,49777R,Lecture,16,19,PED,210,,,20241
PHED,126,49750R,Lecture,19,25,PED,201,,,20241
PHED,127,49983R,Lecture,15,15,PED,210,,,20241
PHED,127,49984R,Lecture,10,16,PED,210,,,20241
PHED,129A,49780R,Lecture,13,19,PED,210,,,20241
PHED,129A,49781R,Lecture,9,19,PED,210,,,20241
PHED,132,49782R,Lecture,13,19,PED,210,,,20241
PHED,134,49811R,Lecture,10,16,GFS,213,,,20241
PHED,135,49812R,Lecture,12,16,DMC,155,,,20241
PHED,135,49813R,Lecture,15,16,GFS,213,,,20241
PHED,138,49988R,Lecture,18,19,PED,210,,,20241
PHED,138,49989R,Lecture,18,19,PED,210,,,20241
PHED,139A,49790R,Lecture,19,19,PED,210,,,20241
PHED,139A,49792R,Lecture,20,19,PED,210,,,20241
PHED,139A,49793R,Lecture,20,19,PED,210,,,20241
PHED,139B,49991R,Lecture,17,19,PED,210,,,20241
PHED,140A,49800R,Lecture,18,19,PED,210,,,20241
PHED,140A,49801R,Lecture,18,19,PED,210,,,20241
PHED,140A,49802R,Lecture,18,19,PED,210,,,20241
PHED,140A,49803R,Lecture,18,19,PED,210,,,20241
PHED,140A,49804R,Lecture,19,19,PED,210,,,20241
PHED,140A,49805R,Lecture,19,19,PED,210,,,20241
PHED,140A,49806R,Lecture,19,19,PED,210,,,20241
PHED,140A,49881R,Lecture,18,19,PED,210,,,20241
PHED,140A,49882R,Lecture,16,19,PED,210,,,20241
PHED,140A,49883R,Lecture,17,19,PED,210,,,20241
PHED,140A,49884R,Lecture,14,19,PED,210,,,20241
PHED,144,49886R,Lecture,17,19,PED,210,,,20241
PHED,144,49887R,Lecture,19,19,PED,210,,,20241
PHED,144,49888R,Lecture,18,19,PED,210,,,20241
PHED,144,49889R,Lecture,18,19,PED,210,,,20241
PHED,144,49986R,Lecture,18,19,PED,210,,,20241
PHED,144,49987D,Lecture,20,20,PED,210,,,20241
PHED,144,49990R,Lecture,17,19,PED,210,,,20241
PHED,144,49992R,Lecture,19,19,PED,210,,,20241
PHED,148A,49924R,Lecture,17,19,PED,210,,,20241
PHED,148A,49925R,Lecture,16,19,PED,210,,,20241
PHED,148A,49926R,Lecture,18,19,PED,210,,,20241
PHED,148A,49927R,Lecture,17,19,PED,210,,,20241
PHED,150A,49821R,Lecture,17,19,PED,200,,,20241
PHED,150A,49823R,Lecture,17,19,PED,200,,,20241
PHED,150A,49825R,Lecture,18,19,PED,200,,,20241
PHED,150A,49826R,Lecture,18,19,PED,200,,,20241
PHED,150A,49828R,Lecture,19,19,PED,200,,,20241
PHED,150B,49931R,Lecture,16,16,PED,200,,,20241
PHED,151A,50010R,Lecture,18,19,PED,210,,,20241
PHED,151A,50011R,Lecture,19,19,PED,210,,,20241
PHED,155A,49848R,Lecture,17,18,PED,210,,,20241
PHED,155A,49849R,Lecture,17,18,PED,210,,,20241
PHED,155A,49850R,Lecture,17,18,PED,210,,,20241
PHED,155A,49851R,Lecture,17,18,PED,210,,,20241
PHED,155A,49852R,Lecture,17,18,PED,210,,,20241
PHED,155A,49948R,Lecture,16,18,PED,210,,,20241
PHED,156A,49859R,Lecture,17,19,PED,210,,,20241
PHED,156A,49861R,Lecture,18,20,PED,210,,,20241
PHED,156A,49958R,Lecture,18,19,PED,210,,,20241
PHED,160,49863R,Lecture,14,25,DMC,155,,,20241
PHED,160,49864R,Lecture,24,25,DMC,158,,,20241
PHED,160,49865R,Lecture,25,25,DMC,201,,,20241
PHED,160,49866R,Lecture,25,25,DMC,261,,,20241
PHED,160,49867R,Lecture,23,25,DMC,155,,,20241
PHED,160,49868R,Lecture,23,25,THH,213,,,20241
PHED,160,49869R,Lecture,23,25,DMC,258,,,20241
PHED,160,49870R,Lecture,23,25,THH,106,,,20241
PHED,160,49871R,Lecture,24,25,DMC,206,,,20241
PHED,160,49972R,Lecture,24,25,DMC,161,,,20241
PHED,160,49974R,Lecture,24,25,THH,215,,,20241
PHED,160,49975R,Lecture,22,25,DMC,260,,,20241
PHED,160,49976R,Lecture,14,25,THH,110,,,20241
PHED,160,49973R,Lecture,24,25,DMC,206,,,20241
PHED,161,49814R,Lecture,16,16,PED,210,,,20241
PHED,161,49815D,Lecture,14,17,PED,210,,,20241
PHED,162,49890R,Lecture,10,19,THH,113,,,20241
PHED,162,49892R,Lecture,16,19,DMC,151,,,20241
PHED,163,49929R,Lecture,13,16,DMC,204,,,20241
PHED,163,49930R,Lecture,12,16,LVL,3B,,,20241
PHED,165,50070D,Lecture,15,100,JMC,103,,,20241
PHED,165,50071D,Lecture,11,100,JMC,103,,,20241
PHED,165,50072D,Lecture,8,100,JMC,103,,,20241
PHED,165,50073D,Lecture,4,50,JMC,103,,,20241
PHED,165,50074D,Lecture,8,100,JMC,103,,,20241
PHED,165,50075D,Lecture,2,51,JMC,103,,,20241
PHED,165,50076D,Lecture,24,100,JMC,103,,,20241
PHED,165,50077D,Lecture,10,100,JMC,103,,,20241
PHED,165,50078D,Lecture,3,50,JMC,103,,,20241
PHED,165,50079D,Lecture,2,100,JMC,103,,,20241
PHED,165,50080D,Lecture,15,102,JMC,103,,,20241
PHED,165,50081D,Lecture,5,50,JMC,103,,,20241
PHED,165,50082D,Lecture,6,50,JMC,103,,,20241
PHED,165,50083D,Lecture,1,30,JMC,103,,,20241
PHED,165,50084D,Lecture,4,100,JMC,103,,,20241
PHED,165,50086D,Lecture,0,30,JMC,103,,,20241
PHED,165,50088D,Lecture,5,50,JMC,103,,,20241
PHED,165,50089D,Lecture,5,50,JMC,103,,,20241
PHED,165,50090D,Lecture,6,30,OFFICE,,,,20241
PHED,165,50091D,Lecture,0,30,STU,B6,,,20241
PHED,165,50092D,Lecture,5,30,JMC,103,,,20241
PHIL,100,49300R,Lecture,41,41,VHE,217,,,20241
PHIL,100,49301R,Discussion,16,25,THH,112,,,20241
PHIL,100,49302R,Discussion,25,25,VPDLL101,,,,20241
PHIL,101,49365R,Lecture-Discussion,29,31,WPH,B30,,,20241
PHIL,102,49309R,Lecture-Discussion,27,30,DMC,200,,,20241
PHIL,122A,49345R,Lecture,15,25,GFS,105,,,20241
PHIL,122B,49346D,Lecture,5,25,GFS,108,,,20241
PHIL,141,49337R,Lecture,29,30,MHP,102,,,20241
PHIL,220,49419R,Lecture,143,150,MHP,101,,,20241
PHIL,220,49420R,Discussion,24,25,MHP,102,,,20241
PHIL,220,49421R,Discussion,25,25,SOS,B47,,,20241
PHIL,220,49422R,Discussion,25,25,DMC,109,,,20241
PHIL,220,49423R,Discussion,25,25,MHP,102,,,20241
PHIL,220,49424R,Discussion,22,25,SOS,B41,,,20241
PHIL,220,49425R,Discussion,22,25,MHP,102,,,20241
PHIL,236,49428R,Lecture,17,50,GFS,101,,,20241
PHIL,236,49431R,Discussion,4,25,MHP,102,,,20241
PHIL,236,49432R,Discussion,13,25,MHP,102,,,20241
PHIL,240,49437R,Lecture,95,100,MHP,101,,,20241
PHIL,240,49438R,Discussion,24,26,MHP,B7B,,,20241
PHIL,240,49439R,Discussion,24,25,MHP,B7B,,,20241
PHIL,240,49440R,Discussion,22,25,MHP,102,,,20241
PHIL,240,49441R,Discussion,25,25,WPH,102,,,20241
PHIL,246,49680R,Lecture,172,200,SAL,101,,,20241
PHIL,246,49681R,Lab,22,25,MHP,102,,,20241
PHIL,246,49682R,Lab,24,25,THH,B10,,,20241
PHIL,246,49683R,Lab,24,25,MHP,102,,,20241
PHIL,246,49684R,Lab,25,25,THH,B10,,,20241
PHIL,246,49685R,Lab,24,25,DMC,200,,,20241
PHIL,246,49686R,Lab,20,25,MRF,229,,,20241
PHIL,246,49687R,Lab,20,25,DMC,200,,,20241
PHIL,246,49688R,Lab,13,25,MRF,229,,,20241
PHIL,256,49455R,Lecture-Discussion,28,30,DMC,200,,,20241
PHIL,265,49474R,Lecture,49,50,DMC,100,,,20241
PHIL,265,49477R,Discussion,25,25,MHP,102,,,20241
PHIL,265,49480R,Discussion,24,25,MHP,102,,,20241
PHIL,270,49469R,Lecture,42,98,GFS,101,,,20241
PHIL,270,49470D,Discussion,0,0,,,,,20241
PHIL,270,49471R,Discussion,17,25,MHP,102,,,20241
PHIL,270,49472R,Discussion,24,25,MHP,B7B,,,20241
PHIL,270,49473D,Discussion,0,0,,,,,20241
PHIL,315,49502R,Lecture,30,30,MRF,229,,,20241
PHIL,336,49511R,Lecture,30,31,MRF,229,,,20241
PHIL,363,49528R,Lecture,28,30,LVL,13,,,20241
PHIL,416,49541R,Lecture,31,32,DMC,154,,,20241
PHIL,423,49544R,Lecture,29,30,KAP,140,,,20241
PHIL,430,49551R,Lecture,46,50,GFS,101,,,20241
PHIL,430,49556R,Discussion,22,25,MHP,102,,,20241
PHIL,430,49557R,Discussion,24,25,MHP,B7B,,,20241
PHIL,452,49572R,Lecture,9,30,DMC,203,,,20241
PHIL,455,49571R,Lecture,19,20,THH,217,,,20241
PHIL,490,49593D,Lecture,1,6,OFFICE,,,,20241
PHIL,490,49594D,Lecture,0,5,OFFICE,,,,20241
PHIL,490,49595D,Lecture,0,5,OFFICE,,,,20241
PHIL,490,49596D,Lecture,0,5,OFFICE,,,,20241
PHIL,494,49597D,Lecture,0,5,OFFICE,,,,20241
PHIL,494,49598D,Lecture,0,5,OFFICE,,,,20241
PHIL,494,49599D,Lecture,0,5,OFFICE,,,,20241
PHIL,495,49600D,Lecture,13,20,DMC,252,,,20241
PHIL,500,49602R,Lecture,8,20,MHP,102,,,20241
PHIL,501,49603R,Lecture,3,20,MHP,102,,,20241
PHIL,530,49617R,Lecture,8,20,MHP,102,,,20241
PHIL,540,49621R,Lecture,6,15,MHP,102,,,20241
PHIL,560,49628R,Lecture,3,20,MHP,102,,,20241
PHIL,585,49634R,Lecture,4,20,MHP,102,,,20241
PHIL,590,49637D,Lecture,1,5,OFFICE,,,1,20241
PHIL,590,49638D,Lecture,2,5,OFFICE,,,1,20241
PHIL,590,49639D,Lecture,1,5,OFFICE,,,1,20241
PHIL,590,49640D,Lecture,0,5,OFFICE,,,1,20241
PHIL,590,49641D,Lecture,0,5,OFFICE,,,1,20241
PHIL,590,49642D,Lecture,0,5,OFFICE,,,1,20241
PHIL,590,49643D,Lecture,0,5,OFFICE,,,1,20241
PHIL,590,49644D,Lecture,0,5,OFFICE,,,1,20241
PHIL,590,49655D,Lecture,0,10,OFFICE,,,1,20241
PHIL,590,49656D,Lecture,0,10,OFFICE,,,1,20241
PHIL,590,49657D,Lecture,0,10,OFFICE,,,1,20241
PHIL,590,49658D,Lecture,0,10,OFFICE,,,1,20241
PHIL,593,49649R,Lecture,0,5,THH,219,,,20241
PHIL,594A,49650D,Lecture,0,5,OFFICE,,,,20241
PHIL,594B,49651D,Lecture,1,5,OFFICE,,,,20241
PHIL,594Z,49652D,Lecture,0,5,OFFICE,,,,20241
PHIL,595,49653R,Lecture,4,10,MHP,102,,,20241
PHIL,596,49671D,Lecture,0,1,OFFICE,,,,20241
PHIL,636,38985D,Lecture,1,15,OFFICE,,,,20241
PHIL,700,49672R,Lecture,5,20,MHP,102,,,20241
PHIL,790,49645D,Lecture,0,5,OFFICE,,,,20241
PHIL,790,49646D,Lecture,0,5,OFFICE,,,,20241
PHIL,790,49659D,Lecture,0,5,OFFICE,,,,20241
PHIL,790,49660D,Lecture,0,5,OFFICE,,,,20241
PHIL,790,49661D,Lecture,0,5,OFFICE,,,,20241
