DEP_ID,CRS_NUM,SCT_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS,SCT_SEMESTER
ALI,234,10106R,Lecture,11,12,THH,117,,,20241
ALI,234,10107R,Lecture,11,12,THH,113,,,20241
ALI,235,10111R,Lecture,4,10,WPH,104,,,20241
ALI,235,10113R,Lecture,7,10,DMC,104,,,20241
ALI,235,10114R,Lecture,9,10,DMC,104,,,20241
ALI,235,10116R,Lecture,10,10,SOS,B43,,,20241
ALI,242,10119R,Lecture,6,10,DMC,107,,,20241
ALI,244,10122R,Lecture,8,10,SOS,B45,,,20241
ALI,244,10123R,Lecture,9,10,SOS,B38,,,20241
ALI,244,10127R,Lecture,6,10,THH,111,,,20241
ALI,245,10131R,Lecture,8,12,THH,111,,,20241
ALI,245,10133R,Lecture,9,12,DMC,104,,,20241
ALI,245,10134R,Lecture,12,12,DMC,153,,,20241
ALI,245,10137R,Lecture,14,14,THH,117,,,20241
ALI,252,10144R,Lecture,12,14,LVL,3B,,,20241
ALI,254,10147R,Lecture,5,12,THH,109,,,20241
ALI,255,10150R,Lecture,12,12,SOS,B43,,,20241
ALI,256,10152D,Lecture,7,8,SOS,B43,,,20241
ALI,256,10153D,Lecture,6,8,THH,107,,,20241
ALI,270,10155D,Lecture,5,8,THH,109,,,20241
ALI,270,10157D,Lecture,6,8,DMC,153,,,20241
ALI,271,10159D,Lecture,3,3,OFFICE,,,,20241
ALI,271,10160D,Lecture,2,2,OFFICE,,,,20241
ALI,271,10161D,Lecture,3,3,OFFICE,,,,20241
ALI,271,10162D,Lecture,2,2,OFFICE,,,,20241
ALI,271,10163D,Lecture,2,2,THH,115,,,20241
ALI,274,10164D,Lecture,5,8,SOS,B51,,,20241
ALI,274,10165D,Lecture,8,8,WPH,204,,,20241
ALI,274,10166D,Lecture,8,8,WPH,104,,,20241
ALI,275,10170D,Lecture,10,10,DMC,153,,,20241
ALI,275,10172D,Lecture,6,8,DMC,153,,,20241
ALI,275,10173D,Lecture,6,8,THH,213,,,20241
AMST,101,10310D,Lecture,142,144,MHP,101,,,20241
AMST,101,10311R,Discussion,26,25,DMC,252,,,20241
AMST,101,10312R,Discussion,21,24,DMC,252,,,20241
AMST,101,10313R,Discussion,25,25,SOS,B47,,,20241
AMST,101,10314R,Discussion,23,25,KAP,147,,,20241
AMST,101,10315R,Discussion,23,25,GFS,105,,,20241
AMST,101,10316R,Discussion,24,25,VHE,206,,,20241
AMST,135,10320D,Lecture,97,98,SGM,101,,,20241
AMST,135,10323D,Discussion,24,26,KAP,140,,,20241
AMST,135,10324D,Discussion,23,24,GFS,229,,,20241
AMST,135,10325D,Discussion,24,25,GFS,221,,,20241
AMST,135,10327D,Discussion,26,26,DMC,206,,,20241
AMST,140,10329D,Lecture-Discussion,30,31,GFS,222,,,20241
AMST,150,10338D,Lecture,92,150,SAL,101,,,20241
AMST,150,10339R,Discussion,21,25,DMC,106,,,20241
AMST,150,10340R,Discussion,13,25,VHE,214,,,20241
AMST,150,10341R,Discussion,22,25,GFS,220,,,20241
AMST,150,10342R,Discussion,20,25,GFS,108,,,20241
AMST,150,10343R,Discussion,4,25,GFS,221,,,20241
AMST,150,10344R,Discussion,12,25,SGM,226,,,20241
AMST,200,10347D,Lecture,42,44,KAP,144,,,20241
AMST,200,10348R,Discussion,23,25,SGM,226,,,20241
AMST,200,10349R,Discussion,19,25,KAP,167,,,20241
AMST,204,10359D,Lecture,30,30,GFS,223,,,20241
AMST,205,10360R,Lecture,48,49,ZHS,252,,,20241
AMST,205,10364R,Discussion,24,24,VHE,206,,,20241
AMST,205,10365R,Discussion,24,25,GFS,220,,,20241
AMST,206,10361D,Lecture-Discussion,30,30,LVL,13,,,20241
AMST,211,10300D,Lecture,45,50,DMC,150,,,20241
AMST,211,10301R,Discussion,24,25,DMC,206,,,20241
AMST,211,10302R,Discussion,21,25,DMC,203,,,20241
AMST,230,10303R,Discussion,15,25,KAP,140,,,20241
AMST,230,10304R,Discussion,24,25,KAP,148,,,20241
AMST,230,10371D,Lecture,39,42,VPD,116,,,20241
AMST,250,10372D,Lecture,114,120,THH,202,,,20241
AMST,250,10373R,Discussion,24,25,GFS,222,,,20241
AMST,250,10375R,Discussion,23,25,KAP,167,,,20241
AMST,250,10376R,Discussion,18,25,VHE,206,,,20241
AMST,250,10377R,Discussion,19,25,GFS,229,,,20241
AMST,250,10378R,Discussion,18,25,GFS,104,,,20241
AMST,250,10380R,Discussion,12,25,GFS,105,,,20241
AMST,274,10390D,Lecture,32,45,GFS,101,,,20241
AMST,274,10395R,Discussion,13,25,DMC,161,,,20241
AMST,274,10396R,Discussion,19,25,DMC,161,,,20241
AMST,301,10408D,Lecture,92,94,THH,301,,,20241
AMST,301,10409D,Discussion,24,25,GFS,104,,,20241
AMST,301,10410D,Discussion,23,25,ZHS,360,,,20241
AMST,301,10413D,Discussion,22,25,ZHS,360,,,20241
AMST,301,10415D,Discussion,23,25,GFS,108,,,20241
AMST,312,10831D,Lecture,22,25,KAP,113,,,20241
AMST,320,10421D,Lecture,19,20,THH,117,,,20241
AMST,325,10423D,Lecture,41,50,DMC,150,,,20241
AMST,325,10425R,Discussion,21,25,KAP,159,,,20241
AMST,325,10427R,Discussion,20,25,KAP,146,,,20241
AMST,330,10416D,Lecture,5,30,KAP,163,,,20241
AMST,348,10317R,Lecture,19,30,GFS,223,,,20241
AMST,350,10424D,Lecture,6,30,WPH,200,,,20241
AMST,365,10426D,Lecture,10,12,THH,105,,,20241
AMST,373,10428D,Lecture,16,30,VHE,206,,,20241
AMST,379,10446R,Lecture,4,30,DMC,252,,,20241
AMST,389,10434D,Lecture,10,19,GFS,109,,,20241
AMST,392,10433D,Lecture,9,10,KAP,150,,,20241
AMST,442,32745D,Lecture,17,19,THH,121,,,20241
AMST,445,10744D,Lecture,3,25,KAP,159,,,20241
AMST,448,10437D,Lecture,11,19,THH,207,,,20241
AMST,452,10439D,Lecture,18,30,,,,,20241
AMST,490,10441D,Lecture,1,15,OFFICE,,,2,20241
AMST,490,10442D,Lecture,0,12,OFFICE,,,1,20241
AMST,519,10451R,Lecture,8,12,KAP,150,,,20241
AMST,580,10472R,Lecture,8,12,KAP,150,,,20241
AMST,590,10478D,Lecture,1,10,OFFICE,,,,20241
AMST,599,10480D,Lecture,3,12,WPH,204,The Latinx Writing Lab,4,20241
AMST,635,10486D,Lecture,13,13,KAP,147,,,20241
AMST,701,10492D,Lecture,8,12,DMC,103,,,20241
AMST,790,10493D,Lecture,0,5,OFFICE,,,,20241
AMST,794A,10495D,Lecture,0,10,OFFICE,,,,20241
AMST,794B,10496D,Lecture,7,10,OFFICE,,,,20241
AMST,794C,10497D,Lecture,0,10,OFFICE,,,,20241
AMST,794D,10498D,Lecture,5,10,OFFICE,,,,20241
AMST,794Z,10499D,Lecture,8,20,OFFICE,,,,20241
ANTH,101,10601D,Lecture,21,25,KAP,163,,,20241
ANTH,200,38511R,Lecture,93,96,GFS,116,,,20241
ANTH,200,38515R,Lab,16,16,PED,B13,,,20241
ANTH,200,38516R,Lab,15,16,PED,B13,,,20241
ANTH,200,38517R,Lab,16,16,PED,B13,,,20241
ANTH,200,38518R,Lab,14,16,PED,B13,,,20241
ANTH,200,38522R,Lab,16,16,PED,B13,,,20241
ANTH,200,38528R,Lab,16,16,PED,B13,,,20241
ANTH,202,10704D,Lecture,99,100,GFS,106,,,20241
ANTH,202,10705R,Discussion,23,23,KAP,145,,,20241
ANTH,202,10706R,Discussion,25,25,KAP,145,,,20241
ANTH,202,10707R,Discussion,27,27,KAP,113,,,20241
ANTH,202,10708R,Discussion,24,25,KAP,164,,,20241
ANTH,205,10805D,Lecture-Discussion,19,25,KAP,148,,,20241
ANTH,220,10769D,Lecture,18,25,KAP,164,,,20241
ANTH,255,10651R,Lecture,13,25,DMC,206,,,20241
ANTH,263,10608D,Lecture,96,100,GFS,106,,,20241
ANTH,263,10609R,Discussion,25,25,GFS,228,,,20241
ANTH,263,10610R,Discussion,22,24,GFS,228,,,20241
ANTH,263,10611R,Discussion,24,25,KAP,159,,,20241
ANTH,263,10612D,Discussion,25,26,KAP,167,,,20241
ANTH,263,10710D,Lecture,89,100,THH,301,,,20241
ANTH,263,10711R,Discussion,23,25,DMC,256,,,20241
ANTH,263,10712R,Discussion,20,25,KAP,167,,,20241
ANTH,263,10713R,Discussion,24,25,DMC,256,,,20241
ANTH,263,10714R,Discussion,22,25,KAP,113,,,20241
ANTH,306,38531R,Lecture,18,22,KAP,148,,,20241
ANTH,312,10831D,Lecture,22,25,KAP,113,,,20241
ANTH,315,10617D,Lecture,95,100,THH,202,,,20241
ANTH,315,10619R,Discussion,20,26,KAP,140,,,20241
ANTH,315,10620R,Discussion,28,28,KAP,140,,,20241
ANTH,315,10621R,Discussion,23,25,THH,215,,,20241
ANTH,315,10622D,Discussion,24,26,GFS,220,,,20241
ANTH,318,60061R,Lecture,7,10,ACB,330,,,20241
ANTH,325,10623R,Lecture,4,25,KAP,147,,,20241
ANTH,327,10775R,Lecture,7,15,SCI,207,,,20241
ANTH,333,10626R,Lecture,79,100,THH,202,,,20241
ANTH,333,10827R,Discussion,23,24,THH,121,,,20241
ANTH,333,10828R,Discussion,25,26,VHE,210,,,20241
ANTH,333,10829R,Discussion,7,25,GFS,107,,,20241
ANTH,333,10830R,Discussion,24,25,VHE,210,,,20241
ANTH,343,10774D,Lecture,8,25,KAP,165,,,20241
ANTH,345,10686D,Lecture,14,25,KAP,163,,,20241
ANTH,355,10659D,Lecture,18,25,KAP,165,,,20241
ANTH,371,10633R,Lecture,99,100,MRF,340,,,20241
ANTH,371,10634R,Discussion,24,25,THH,213,,,20241
ANTH,371,10635R,Discussion,25,25,THH,208,,,20241
ANTH,371,10636R,Discussion,25,25,THH,213,,,20241
ANTH,371,10637R,Discussion,25,25,KAP,145,,,20241
ANTH,373,10629R,Lecture,24,25,DMC,154,,,20241
ANTH,380,10653D,Lecture,20,25,KAP,165,,,20241
ANTH,393,10632D,Lecture,1,10,OFFICE,,,,20241
ANTH,406,38535R,Lecture,8,19,SOS,B52,,,20241
ANTH,411,10641R,Lecture,10,25,KAP,167,,,20241
ANTH,445,10744D,Lecture,3,25,KAP,159,,,20241
ANTH,485,10743D,Lecture,5,15,KAP,138,,,20241
ANTH,490,10643D,Lecture,2,10,OFFICE,,,,20241
ANTH,491,10644D,Lecture,0,10,OFFICE,,,,20241
ANTH,499,10768D,Lecture,5,15,KAP,159,The Future of Facts in Latin America,4,20241
ANTH,554,34976D,Lecture,4,15,DMC,110,,,20241
ANTH,570,37473D,Lecture-Lab,4,12,SCI,106,,4,20241
ANTH,577,10647R,Lecture,7,15,KAP,166,,,20241
ANTH,590,10649D,Lecture,0,10,OFFICE,,,,20241
ANTH,590,10650D,Lecture,1,3,OFFICE,,,,20241
ANTH,602,10685R,Lecture,6,15,DMC,158,,,20241
ANTH,609,10669R,Lecture,5,5,KAP,166,,,20241
ANTH,790,10700D,Lecture,0,10,OFFICE,,,,20241
ARCG,202,10704D,Lecture,99,100,GFS,106,,,20241
ARCG,202,10705R,Discussion,23,23,KAP,145,,,20241
ARCG,202,10706R,Discussion,25,25,KAP,145,,,20241
ARCG,202,10707R,Discussion,27,27,KAP,113,,,20241
ARCG,202,10708R,Discussion,24,25,KAP,164,,,20241
ARCG,298A,33015D,Lecture,18,20,OFFICE,,,,20241
ARCG,298A,33016R,Lab,18,20,THH,211,,,20241
ARCG,304,60061R,Lecture,7,10,ACB,330,,,20241
ARCG,309,10774D,Lecture,8,25,KAP,165,,,20241
ARCG,322,11924R,Lecture,18,19,THH,110,,,20241
ARCG,370,38225R,Lecture,25,25,SOS,B41,,,20241
ARCG,490,59998D,Lecture,3,10,OFFICE,,,,20241
ARCG,490,59999D,Lecture,0,10,OFFICE,,,,20241
ARAB,122,41504D,Lecture,6,19,LVL,3V,,,20241
ARAB,152,41514R,Lecture,11,19,WPH,202,,,20241
ARAB,222,41520R,Lecture,6,19,THH,207,,,20241
ARAB,252,41528R,Lecture,5,10,DMC,202,,,20241
ARAB,352,41544R,Lecture,3,5,THH,219,,,20241
AHIS,121,11818R,Lecture,84,100,THH,102,,,20241
AHIS,121,11819R,Discussion,19,25,DMC,155,,,20241
AHIS,121,11820R,Discussion,23,25,DMC,155,,,20241
AHIS,121,11821R,Discussion,23,25,THH,B9,,,20241
AHIS,121,11822R,Discussion,19,25,THH,B9,,,20241
AHIS,125,11838R,Lecture,19,50,DMC,102,,,20241
AHIS,125,11839R,Discussion,5,25,DMC,160,,,20241
AHIS,125,11840R,Discussion,14,25,DMC,160,,,20241
AHIS,215,11873R,Lecture,17,19,DMC,154,,,20241
AHIS,282,11900R,Lecture,6,19,DMC,256,,,20241
AHIS,304,11912R,Lecture-Discussion,25,30,KAP,148,,,20241
AHIS,322,11924R,Lecture,18,19,THH,110,,,20241
AHIS,366,11959R,Lecture-Discussion,12,19,DMC,259,,,20241
AHIS,369,11967R,Lecture,14,19,LVL,3V,,,20241
AHIS,370,11968R,Lecture,30,50,DMC,102,,,20241
AHIS,370,11969R,Discussion,12,25,DMC,161,,,20241
AHIS,370,11970R,Discussion,18,25,DMC,161,,,20241
AHIS,373,11974R,Lecture-Discussion,19,19,MHP,B7B,,,20241
AHIS,373,11972D,Discussion,0,0,,,,,20241
AHIS,381,11977R,Lecture-Discussion,19,19,THH,217,,,20241
AHIS,400,11988D,Lecture,0,10,OFFICE,,,,20241
AHIS,427,11995D,Lecture,8,10,THH,105,,,20241
AHIS,449,12008D,Lecture,9,19,DMC,258,,,20241
AHIS,467,00371R,Lecture,14,15,OFFCAMPUS,,,,20241
AHIS,470,12025D,Lecture,11,19,OFFICE,,,,20241
AHIS,490,12042D,Lecture,5,7,OFFICE,,,,20241
AHIS,492,12043D,Lecture,2,6,OFFICE,,,,20241
AHIS,494,12045D,Lecture,7,19,DMC,109,,,20241
AHIS,495A,12047D,Lecture,2,5,OFFICE,,,,20241
AHIS,495B,12048D,Lecture,0,5,OFFICE,,,,20241
AHIS,496,00372R,Lecture,30,35,OFFCAMPUS,,,,20241
AHIS,510,12064D,Lecture,5,8,THH,308,,,20241
AHIS,511,12065D,Lecture,2,8,THH,308,,,20241
AHIS,514,12068D,Lecture,2,8,THH,308,,,20241
AHIS,590,12100D,Lecture,3,5,OFFICE,,,,20241
AHIS,790,12180D,Lecture,0,5,OFFICE,,,,20241
AHIS,794A,12190D,Lecture,2,5,OFFICE,,,,20241
AHIS,794B,12191D,Lecture,4,10,OFFICE,,,,20241
AHIS,794C,12192D,Lecture,0,5,OFFICE,,,,20241
AHIS,794D,12193D,Lecture,1,10,OFFICE,,,,20241
AHIS,794Z,12194D,Lecture,5,10,OFFICE,,,,20241
ASTR,100,50800R,Lecture,126,128,SLH,200,,,20241
ASTR,100,50802R,Lab,15,16,SGM,313,,,20241
ASTR,100,50803R,Lab,15,16,SGM,313,,,20241
ASTR,100,50804R,Lab,16,16,SGM,313,,,20241
ASTR,100,50805R,Lab,16,16,SGM,313,,,20241
ASTR,100,50806R,Lab,16,16,SGM,313,,,20241
ASTR,100,50807R,Lab,16,16,SGM,313,,,20241
ASTR,100,50808R,Lab,16,16,SGM,313,,,20241
ASTR,100,50809R,Lab,16,16,SGM,313,,,20241
ASTR,100,50801R,Quiz,126,128,TBA,,,,20241
ASTR,100,50810R,Lecture,44,80,SLH,100,,,20241
ASTR,100,50812R,Lab,12,16,SGM,313,,,20241
ASTR,100,50813R,Lab,6,16,SGM,313,,,20241
ASTR,100,50815R,Lab,13,16,SGM,313,,,20241
ASTR,100,50816R,Lab,13,16,SGM,313,,,20241
ASTR,100,50811R,Quiz,44,128,TBA,,,,20241
ASTR,100,50840D,Lecture,20,25,OFFCAMPUS,,,,20241
ASTR,100,50842R,Lab,20,25,OFFCAMPUS,,,,20241
ASTR,100,50841R,Quiz,20,25,OFFCAMPUS,,,,20241
ASTR,100,50825R,Lecture,11,20,RTH,217,,,20241
ASTR,100,50827R,Lab,11,20,ONLINE,,,,20241
ASTR,100,50826R,Quiz,11,20,ONLINE,,,,20241
ASTR,104,50820D,Lecture-Lab,7,12,TBA,,,,20241
ASTR,200,50830R,Lecture,89,90,SLH,102,,,20241
ASTR,200,50832R,Lab,15,15,SGM,314,,,20241
ASTR,200,50833R,Lab,15,15,SGM,314,,,20241
ASTR,200,50834R,Lab,15,15,SGM,314,,,20241
ASTR,200,50835R,Lab,15,15,SGM,314,,,20241
ASTR,200,50836R,Lab,15,15,SGM,314,,,20241
ASTR,200,50837R,Lab,14,15,SGM,314,,,20241
ASTR,424,50844R,Lecture,7,12,DMC,104,,,20241
ASTR,490,50850R,Lecture,0,0,TBA,,,2,20241
ASTR,490,50855D,Lecture-Lab,1,24,OFFICE,,,2,20241
BISC,102,13000R,Lecture,11,60,ZHS,352,,,20241
BISC,102,13102R,Lab,6,20,ZHS,258,,,20241
BISC,102,13103R,Lab,3,20,ZHS,258,,,20241
BISC,102,13105R,Lab,2,20,ZHS,258,,,20241
BISC,103,13200R,Lecture,59,72,LVL,17,,,20241
BISC,103,13201R,Lab,14,18,ZHS,359,,,20241
BISC,103,13202R,Lab,15,18,ZHS,359,,,20241
BISC,103,13203R,Lab,15,18,ZHS,359,,,20241
BISC,103,13204R,Lab,15,18,ZHS,359,,,20241
BISC,108,13108D,Lecture-Lab,2,10,OFFICE,,,,20241
BISC,109,13109D,Lecture-Lab,4,10,OFFICE,,,,20241
BISC,110,13001R,Lecture,105,108,ZHS,159,,,20241
BISC,110,13002R,Discussion,18,18,DMC,255,,,20241
BISC,110,13428R,Discussion,18,18,KAP,141,,,20241
BISC,110,13429R,Discussion,17,18,THH,205,,,20241
BISC,110,13437R,Discussion,18,18,DMC,108,,,20241
BISC,110,13438R,Discussion,16,18,DMC,204,,,20241
BISC,110,13439R,Discussion,18,18,KAP,137,,,20241
BISC,115,13115R,Lecture,119,120,THH,301,,,20241
BISC,115,13116R,Lab,20,20,ZHS,257,,,20241
BISC,115,13118R,Lab,20,20,ZHS,257,,,20241
BISC,115,13119R,Lab,19,20,ZHS,257,,,20241
BISC,115,13122R,Lab,20,20,ZHS,257,,,20241
BISC,115,13123R,Lab,20,20,ZHS,257,,,20241
BISC,115,13124R,Lab,20,20,ZHS,257,,,20241
BISC,120,13003R,Lecture,109,120,ZHS,159,,,20241
BISC,120,13004R,Lab,18,20,ZHS,365,,,20241
BISC,120,13005R,Lab,19,20,ZHS,365,,,20241
BISC,120,13006R,Lab,17,20,ZHS,365,,,20241
BISC,120,13008R,Lab,19,20,ZHS,365,,,20241
BISC,120,13010R,Lab,17,20,ZHS,365,,,20241
BISC,120,13027R,Lab,19,20,ZHS,365,,,20241
BISC,180,13400R,Lecture,57,60,ZHS,352,,,20241
BISC,180,13401R,Lab,20,20,ZHS,460,,,20241
BISC,180,13402R,Lab,19,20,ZHS,460,,,20241
BISC,180,13403R,Lab,18,20,ZHS,460,,,20241
BISC,194,13009R,Lecture,60,125,SLH,200,,,20241
BISC,199,13199R,Lecture,166,170,THH,301,,,20241
BISC,220,13011R,Lecture,73,170,THH,101,,,20241
BISC,220,13012R,Lecture,229,250,THH,101,,,20241
BISC,220,13022R,Lecture,147,250,THH,101,,,20241
BISC,220,13028R,Lecture,247,250,SAL,101,,,20241
BISC,220,13120R,Quiz,681,900,OFFICE,,,,20241
BISC,220,13140R,Lab,16,20,ZHS,361,,,20241
BISC,220,13141R,Lab,20,20,ZHS,363,,,20241
BISC,220,13142R,Lab,18,20,ZHS,365,,,20241
BISC,220,13143R,Lab,20,20,ZHS,361,,,20241
BISC,220,13144R,Lab,20,20,ZHS,363,,,20241
BISC,220,13146R,Lab,19,20,ZHS,361,,,20241
BISC,220,13147R,Lab,19,20,ZHS,363,,,20241
BISC,220,13148R,Lab,20,20,ZHS,365,,,20241
BISC,220,13149R,Lab,20,20,ZHS,361,,,20241
BISC,220,13150R,Lab,19,20,ZHS,363,,,20241
BISC,220,13151R,Lab,20,20,ZHS,365,,,20241
BISC,220,13152R,Lab,20,20,ZHS,361,,,20241
BISC,220,13153R,Lab,18,20,ZHS,363,,,20241
BISC,220,13154R,Lab,20,20,ZHS,359,,,20241
BISC,220,13155R,Lab,17,20,ZHS,361,,,20241
BISC,220,13156R,Lab,19,20,ZHS,363,,,20241
BISC,220,13157R,Lab,15,16,ZHS,369,,,20241
BISC,220,13158R,Lab,20,20,ZHS,361,,,20241
BISC,220,13159R,Lab,20,20,ZHS,363,,,20241
BISC,220,13160R,Lab,20,20,ZHS,365,,,20241
BISC,220,13161R,Lab,19,20,ZHS,361,,,20241
BISC,220,13162R,Lab,20,20,ZHS,363,,,20241
BISC,220,13163R,Lab,20,20,ZHS,365,,,20241
BISC,220,13164R,Lab,19,20,ZHS,361,,,20241
BISC,220,13165R,Lab,18,20,ZHS,363,,,20241
BISC,220,13168R,Lab,20,20,ZHS,361,,,20241
BISC,220,13169R,Lab,17,20,ZHS,363,,,20241
BISC,220,13170R,Lab,20,20,ZHS,365,,,20241
BISC,220,13171R,Lab,19,20,ZHS,361,,,20241
BISC,220,13172R,Lab,19,20,ZHS,363,,,20241
BISC,220,13173R,Lab,19,20,ZHS,365,,,20241
BISC,220,13174R,Lab,19,20,ZHS,361,,,20241
BISC,220,13175R,Lab,19,20,ZHS,363,,,20241
BISC,220,13176R,Lab,16,16,ZHS,369,,,20241
BISC,220,13177R,Lab,19,20,ZHS,361,,,20241
BISC,220,13178R,Lab,17,20,ZHS,363,,,20241
BISC,220,13179R,Lab,16,16,ZHS,369,,,20241
BISC,221,13013D,Lecture,55,60,ZHS,252,,,20241
BISC,221,13191R,Lab,10,12,ZHS,369,,,20241
BISC,221,13192D,Lab,16,16,ZHS,369,,,20241
BISC,221,13193R,Lab,10,10,ZHS,369,,,20241
BISC,221,13194R,Lab,10,11,ZHS,369,,,20241
BISC,221,13195R,Lab,9,14,ZHS,369,,,20241
BISC,230,13014R,Lecture,32,40,DMC,258,,,20241
BISC,230,13254R,Lab,10,15,ZHS,258,,,20241
BISC,230,13256R,Lab,8,15,ZHS,258,,,20241
BISC,230,13258R,Lab,14,15,ZHS,258,,,20241
BISC,290,13016D,Lecture-Lab,0,10,OFFICE,,,2,20241
BISC,307,13018R,Lecture,62,72,SOS,B46,,,20241
BISC,307,13281R,Lab,16,18,ZHS,372,,,20241
BISC,307,13284R,Lab,14,18,ZHS,372,,,20241
BISC,307,13286R,Lab,17,18,ZHS,372,,,20241
BISC,307,13289R,Lab,15,18,ZHS,372,,,20241
BISC,310,12955R,Lecture,34,42,THH,118,,,20241
BISC,310,12956R,Discussion,19,21,RRI,421,,,20241
BISC,310,12974R,Discussion,15,21,RRI,421,,,20241
BISC,312,13522R,Lecture,110,116,THH,301,,,20241
BISC,312,13523R,Lecture,113,116,THH,301,,,20241
BISC,312,13524R,Lecture,111,117,THH,301,,,20241
BISC,313,13034R,Lecture,13,32,ZHS,163,,,20241
BISC,313,13326R,Lab,6,16,ZHS,458,,,20241
BISC,313,13328R,Lab,7,16,ZHS,458,,,20241
BISC,321,13021R,Lecture,55,75,ZHS,252,,,20241
BISC,330,13023R,Lecture,62,215,THH,101,,,20241
BISC,330,13024R,Lecture,60,217,THH,101,,,20241
BISC,330,13310R,Lab,18,18,ZHS,357,,,20241
BISC,330,13313R,Lab,18,18,ZHS,357,,,20241
BISC,330,13317R,Lab,18,18,ZHS,357,,,20241
BISC,330,13319R,Lab,18,18,ZHS,357,,,20241
BISC,330,13321R,Lab,17,18,ZHS,357,,,20241
BISC,330,13329R,Lab,18,18,ZHS,357,,,20241
BISC,330,13331R,Lab,15,18,ZHS,357,,,20241
BISC,330,13121R,Quiz,118,482,THH,101,,,20241
BISC,335,33025R,Lecture,26,30,THH,213,,,20241
BISC,363,13363R,Lecture,15,25,VHE,214,,,20241
BISC,363,13364R,Lab,15,25,OFFICE,,,,20241
BISC,372,13372R,Lecture,11,16,HED,103,,,20241
BISC,372,13373R,Discussion,11,16,DMC,204,,,20241
BISC,401,12987R,Lecture,13,25,RRI,301,,,20241
BISC,401,12989R,Discussion,13,25,RRI,301,,,20241
BISC,402,13422R,Lecture,3,19,RRI,321,,,20241
BISC,404,13404R,Lecture,3,19,GFS,109,,,20241
BISC,404,13405R,Lab,3,19,ZHS,458,,,20241
BISC,407,13407D,Lecture,119,121,ZHS,159,,,20241
BISC,407,13413R,Discussion,20,20,THH,B10,,,20241
BISC,407,13415R,Discussion,19,20,HNB,100,,,20241
BISC,407,13416R,Discussion,20,20,HNB,100,,,20241
BISC,407,13417R,Discussion,19,20,HNB,107,,,20241
BISC,407,13418D,Discussion,21,21,GFS,222,,,20241
BISC,407,13419R,Discussion,20,20,SOS,B48,,,20241
BISC,408,13408R,Lecture,16,40,HNB,100,,,20241
BISC,408,13409R,Discussion,16,25,HNB,100,,,20241
BISC,410,13030R,Lecture-Discussion,17,20,RRI,301,,,20241
BISC,423,13423D,Lecture,24,25,RRI,101,,,20241
BISC,424,13424R,Lecture,40,41,HNB,100,,,20241
BISC,425,13425R,Lecture,16,19,RRI,221,,,20241
BISC,429,13430R,Lecture,16,19,KAP,137,,,20241
BISC,431,13431D,Lecture,10,16,OFFICE,,,,20241
BISC,431,13432R,Lab,10,16,OFFICE,,,,20241
BISC,435,13440R,Discussion,16,30,THH,112,,,20241
BISC,435,13435D,Lecture,40,49,ZHS,163,,,20241
BISC,435,13436R,Discussion,24,25,DMC,205,,,20241
BISC,440,36265R,Lecture,29,35,GER,124,,,20241
BISC,445,13445D,Lecture,3,16,OFFICE,,,,20241
BISC,445,13446R,Lab,3,16,OFFICE,,,,20241
BISC,451,13451R,Lecture,4,19,RRI,121,,,20241
BISC,457,13457D,Lecture,11,16,OFFICE,,,,20241
BISC,457,13458R,Lab,11,16,OFFICE,,,,20241
BISC,461,13464D,Lecture,9,12,RRI,221,Biotechnology and Chemical Biology in Modern Biomedical Research,,20241
BISC,462,13462D,Lecture,6,19,HNB,107,The Neurobiology of Dopamine: From Reward Learning to Motor Control,,20241
BISC,466,13466R,Lecture,6,19,SOS,B48,,,20241
BISC,469,13025R,Lecture,29,30,ZHS,252,,,20241
BISC,469,13354R,Lab,14,16,ZHS,469,,,20241
BISC,469,13355R,Lab,15,15,ZHS,469,,,20241
BISC,480,13480R,Lecture,13,19,RRI,221,,,20241
BISC,480,13481R,Lab,13,19,ZHS,458,,,20241
BISC,482,12968R,Lecture,17,25,RRI,421,,,20241
BISC,482,12977R,Discussion,17,25,RRI,421,,,20241
BISC,490,13490D,Lecture,34,50,OFFICE,,,2,20241
BISC,491,13491D,Lecture,13,19,RRI,301,,,20241
BISC,491,13492R,Lab,13,19,OFFICE,,,,20241
BISC,493,13493D,Lecture,13,20,RRI,221,,,20241
BISC,494,13494D,Lecture,7,16,RRI,221,,,20241
BISC,499,13496D,Lecture-Lab,9,19,OFFICE,,Advanced Techniques in Field Mammalogy,4,20241
BISC,502B,13500D,Lecture-Discussion,14,29,RRI,301,,,20241
BISC,504,13504D,Lecture-Lab,9,20,OFFICE,,,3,20241
BISC,521,13521D,Lecture,6,15,HNB,120,,,20241
BISC,529,13529D,Lecture,24,24,OFFICE,,,,20241
BISC,532,13532D,Lecture,7,20,AHF,259,,,20241
BISC,542,13542D,Lecture,30,30,RRI,101,,,20241
BISC,543,13543D,Lecture,9,19,AHF,259,,,20241
BISC,544,13508D,Lecture,14,30,RRI,321,,1,20241
BISC,549,13549D,Lecture,5,12,OFFICE,,,,20241
BISC,584,13584D,Lecture,7,12,ZHS,454,,,20241
BISC,590,13590D,Lecture,2,30,OFFICE,,,,20241
BISC,593,13593D,Lecture,10,21,HNB,107,,,20241
BISC,596,13596D,Lecture,0,10,OFFICE,,,1,20241
