DEP_ID,CRS_NUM,SCT_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
PHED,144,49887R,Lecture,16,16,PED,210,,
PHED,144,49888R,Lecture,16,16,PED,210,,
PHED,144,49889R,Lecture,16,16,PED,210,,
PHED,144,49990R,Lecture,14,16,PED,210,,
PHED,144,49992R,Lecture,16,16,PED,210,,
PHED,144,49993R,Lecture,16,16,PED,210,,
PHED,144,49994R,Lecture,16,16,PED,210,,
PHED,144,49995R,Lecture,15,16,PED,210,,
PHED,144,49996R,Lecture,16,16,PED,210,,
PHED,144,49997R,Lecture,5,16,PED,210,,
PHED,148A,49924R,Lecture,19,19,PED,210,,
PHED,148A,49925R,Lecture,19,19,PED,210,,
PHED,148A,49926R,Lecture,19,19,PED,210,,
PHED,148A,49927R,Lecture,19,19,PED,210,,
PHED,150A,49823R,Lecture,18,19,PED,200,,
PHED,150A,49825R,Lecture,19,19,PED,200,,
PHED,150A,49826R,Lecture,19,19,PED,200,,
PHED,150A,49828R,Lecture,19,19,PED,200,,
PHED,150B,49931R,Lecture,15,16,PED,200,,
PHED,151A,50010R,Lecture,19,19,PED,210,,
PHED,151A,50011R,Lecture,19,19,PED,210,,
PHED,153,49835R,Lecture,16,16,PED,210,,
PHED,154A,49839R,Lecture,18,18,PED,210,,
PHED,154A,49840R,Lecture,18,18,PED,210,,
PHED,154A,49841R,Lecture,18,18,PED,210,,
PHED,154A,49842R,Lecture,18,18,PED,210,,
PHED,155A,49846R,Lecture,16,16,PED,210,,
PHED,155A,49848R,Lecture,16,16,PED,210,,
PHED,155A,49849R,Lecture,16,16,PED,210,,
PHED,155A,49850R,Lecture,16,16,PED,210,,
PHED,155A,49851R,Lecture,16,16,PED,210,,
PHED,155A,49852R,Lecture,16,16,PED,210,,
PHED,155A,49948R,Lecture,16,16,PED,210,,
PHED,156A,49859R,Lecture,18,19,PED,210,,
PHED,156A,49861R,Lecture,19,19,PED,210,,
PHED,156A,49958R,Lecture,19,19,PED,210,,
PHED,156A,49959R,Lecture,19,19,PED,210,,
PHED,160,49864R,Lecture,19,19,DMC,158,,
PHED,160,49865R,Lecture,19,19,DMC,201,,
PHED,160,49866R,Lecture,19,19,DMC,261,,
PHED,160,49867R,Lecture,19,19,DMC,155,,
PHED,160,49868R,Lecture,19,19,THH,213,,
PHED,160,49869R,Lecture,19,19,DMC,258,,
PHED,160,49870R,Lecture,19,19,THH,214,,
PHED,160,49871R,Lecture,19,19,GFS,213,,
PHED,160,49972R,Lecture,5,25,MHP,102,,
PHED,160,49974R,Lecture,19,19,THH,213,,
PHED,160,49975R,Lecture,14,19,PED,,,
PHED,160,49977R,Lecture,19,19,GFS,107,,
PHED,160,49973R,Lecture,9,19,DMC,206,,
PHED,160,49978R,Lecture,19,19,DMC,160,,
PHED,161,49814R,Lecture,15,16,PED,200,,
PHED,161,49815R,Lecture,13,16,PED,200,,
PHED,162,49890R,Lecture,19,19,THH,113,,
PHED,163,49929R,Lecture,9,16,DMC,204,,
PHED,163,49930R,Lecture,13,16,LVL,13,,
PHED,165,50070D,Lecture,14,100,JMC,103,,
PHED,165,50071D,Lecture,9,100,JMC,103,,
PHED,165,50072D,Lecture,7,100,JMC,103,,
PHED,165,50073D,Lecture,2,50,JMC,103,,
PHED,165,50074D,Lecture,9,100,JMC,103,,
PHED,165,50075D,Lecture,0,51,JMC,103,,
PHED,165,50076D,Lecture,17,100,JMC,103,,
PHED,165,50077D,Lecture,0,100,JMC,103,,
PHED,165,50078D,Lecture,2,50,JMC,103,,
PHED,165,50079D,Lecture,10,100,JMC,103,,
PHED,165,50080D,Lecture,5,102,JMC,103,,
PHED,165,50081D,Lecture,0,50,JMC,103,,
PHED,165,50082D,Lecture,0,50,JMC,103,,
PHED,165,50083D,Lecture,0,30,JMC,103,,
PHED,165,50084D,Lecture,1,100,JMC,103,,
PHED,165,50086D,Lecture,0,30,JMC,103,,
PHED,165,50088D,Lecture,0,50,JMC,103,,
PHED,165,50089D,Lecture,0,50,JMC,103,,
PHED,165,50090D,Lecture,5,30,OFFICE,,,
PHED,165,50091D,Lecture,0,30,STU,,,
PHED,165,50092D,Lecture,0,30,JMC,103,,
PHIL,101,49365R,Lecture-Discussion,31,31,WPH,,,
PHIL,122A,49345R,Lecture,20,20,DMC,259,,
PHIL,122B,49346D,Lecture,0,20,DMC,259,,
PHIL,141,49337R,Lecture,30,30,MHP,102,,
PHIL,176,49406R,Lecture,0,50,VPD,116,,
PHIL,176,49407R,Discussion,0,25,DMC,155,,
PHIL,176,49408R,Discussion,0,25,DMC,209,,
PHIL,236,49428R,Lecture,22,50,DMC,100,,
PHIL,236,49431R,Discussion,16,25,MHP,102,,
PHIL,236,49432R,Discussion,6,25,MHP,102,,
PHIL,240,49437R,Lecture-Discussion,30,30,WPH,102,,
PHIL,246,49680R,Lecture,146,200,SAL,101,,
PHIL,246,49681R,Lab,25,25,MHP,102,,
PHIL,246,49682R,Lab,25,25,DMC,210,,
PHIL,246,49683R,Lab,25,25,MHP,102,,
PHIL,246,49684R,Lab,25,25,DMC,210,,
PHIL,246,49685R,Lab,24,25,SOS,,,
PHIL,246,49686R,Lab,7,25,DMC,161,,
PHIL,246,49687R,Lab,6,25,SOS,,,
PHIL,246,49688R,Lab,9,25,DMC,206,,
PHIL,256,49455R,Lecture-Discussion,29,30,DMC,200,,
PHIL,260,49464R,Discussion,0,0,,,,
PHIL,260,49465R,Discussion,0,0,,,,
PHIL,260,49466R,Discussion,0,0,,,,
PHIL,260,49468R,Discussion,0,0,,,,
PHIL,265,49474R,Lecture,42,50,MHP,101,,
PHIL,265,49477R,Discussion,17,25,MHP,102,,
PHIL,265,49480R,Discussion,25,25,MHP,102,,
PHIL,288,49491R,Lecture,88,92,THH,301,,
PHIL,288,49492R,Discussion,25,25,DMC,109,,
PHIL,288,49493R,Discussion,25,25,MHP,102,,
PHIL,288,49494R,Discussion,16,25,THH,217,,
PHIL,288,49495R,Discussion,22,25,SOS,,,
PHIL,339,49514R,Lecture,30,30,MRF,229,,
PHIL,340,49515R,Lecture,30,30,WPH,,,
PHIL,347,49520R,Lecture,2,25,GFS,108,,
PHIL,415,49540R,Lecture,28,28,KAP,140,,
PHIL,422,49543R,Lecture,10,30,DMC,200,,
PHIL,427,49548R,Lecture,16,30,DMC,258,,
PHIL,431,49552R,Lecture,65,75,ZHS,352,,
PHIL,431,49553R,Discussion,25,25,MHP,102,,
PHIL,431,49554R,Discussion,25,25,VPDLL101,,,
PHIL,431,49555R,Discussion,10,25,WPH,203,,
PHIL,431,49699R,Discussion,5,25,MHP,102,,
PHIL,452,49572R,Lecture,3,30,DMC,203,,
PHIL,467,49579R,Lecture,3,30,WPH,206,,
PHIL,470,49581R,Lecture,30,30,GFS,101,,
PHIL,490,49593D,Lecture,0,6,OFFICE,,,
PHIL,490,49594D,Lecture,0,5,OFFICE,,,
PHIL,490,49595D,Lecture,1,5,OFFICE,,,
PHIL,490,49596D,Lecture,0,5,OFFICE,,,
PHIL,494,49597D,Lecture,0,5,OFFICE,,,
PHIL,494,49598D,Lecture,0,5,OFFICE,,,
PHIL,494,49599D,Lecture,0,5,OFFICE,,,
PHIL,495,49600D,Lecture,9,20,GFS,213,,
PHIL,500,49602R,Lecture,5,20,MHP,102,,
PHIL,501,49603R,Lecture,6,20,MHP,102,,
PHIL,510,49609R,Lecture,3,20,MHP,102,,
PHIL,515,49611R,Lecture,6,20,KAP,140,,
PHIL,537,49619R,Lecture,3,20,WPH,101,,
PHIL,540,49621R,Lecture,2,15,MHP,102,,
PHIL,560,49628R,Lecture,0,20,MHP,102,,
PHIL,570,49632R,Lecture,2,20,MHP,102,,
PHIL,589,49636R,Lecture,0,20,DMC,258,,
PHIL,590,49637D,Lecture,0,5,OFFICE,,,1
PHIL,590,49638D,Lecture,0,5,OFFICE,,,1
PHIL,590,49639D,Lecture,0,5,OFFICE,,,1
PHIL,590,49640D,Lecture,0,5,OFFICE,,,1
PHIL,590,49641D,Lecture,0,5,OFFICE,,,1
PHIL,590,49642D,Lecture,0,5,OFFICE,,,1
PHIL,590,49643D,Lecture,0,5,OFFICE,,,1
PHIL,590,49644D,Lecture,0,5,OFFICE,,,1
PHIL,590,49655D,Lecture,0,10,OFFICE,,,1
PHIL,590,49656D,Lecture,0,10,OFFICE,,,1
PHIL,590,49657D,Lecture,0,10,OFFICE,,,1
PHIL,590,49658D,Lecture,0,10,OFFICE,,,1
PHIL,594A,49650D,Lecture,0,5,OFFICE,,,
PHIL,594B,49651D,Lecture,1,5,OFFICE,,,
PHIL,594Z,49652D,Lecture,0,5,OFFICE,,,
PHIL,596,49671D,Lecture,0,1,OFFICE,,,
PHIL,700,49672R,Lecture,1,15,KAP,137,,
PHIL,790,49645D,Lecture,0,5,OFFICE,,,
PHIL,790,49646D,Lecture,0,5,OFFICE,,,
PHIL,790,49659D,Lecture,0,5,OFFICE,,,
PHIL,790,49660D,Lecture,0,5,OFFICE,,,
PHIL,790,49661D,Lecture,0,5,OFFICE,,,
PHIL,790,49662D,Lecture,0,5,OFFICE,,,
PHIL,790,49663D,Lecture,0,5,OFFICE,,,
PHIL,790,49664R,Lecture,0,5,OFFICE,,,
PHIL,790,49665R,Lecture,0,5,OFFICE,,,
PHIL,790,49673D,Lecture,0,1,OFFICE,,,
PHIL,794A,49666D,Lecture,0,15,OFFICE,,,
PHIL,794B,49667D,Lecture,1,10,OFFICE,,,
PHIL,794C,49668D,Lecture,1,10,OFFICE,,,
PHIL,794D,49669D,Lecture,1,10,OFFICE,,,
PHIL,794Z,49670D,Lecture,0,10,OFFICE,,,
PHYS,100,50310R,Lecture,93,93,SLH,100,,
PHYS,100,50313R,Lab,16,16,SGM,314,,
PHYS,100,50315R,Lab,16,16,SGM,314,,
PHYS,100,50316R,Lab,16,16,SGM,314,,
PHYS,100,50317R,Lab,16,16,SGM,314,,
PHYS,100,50318R,Lab,15,16,SGM,314,,
PHYS,100,50319R,Lab,14,16,SGM,314,,
PHYS,100,50320D,Lecture,23,25,RTH,217,,
PHYS,100,50321R,Lab,23,25,ONLINE,,,
PHYS,125,50330R,Lecture,82,100,SLH,200,,
PHYS,125,50332R,Lab,17,18,KAP,,,
PHYS,125,50333R,Lab,18,18,KAP,,,
PHYS,125,50334R,Lab,18,18,KAP,,,
PHYS,125,50335R,Lab,18,18,KAP,,,
PHYS,125,50336R,Lab,11,18,KAP,,,
PHYS,135A,50342R,Lecture,85,93,SLH,102,,
PHYS,135A,50340R,Lecture,93,93,SLH,100,,
PHYS,135A,50341R,Quiz,178,230,THH,101,,
PHYS,135A,50346R,Lab,26,26,KAP,,,
PHYS,135A,50348R,Lab,26,25,KAP,,,
PHYS,135A,50349R,Lab,26,25,KAP,,,
PHYS,135A,50350R,Lab,25,25,KAP,,,
PHYS,135A,50351R,Lab,26,26,KAP,,,
PHYS,135A,50352R,Lab,23,26,KAP,,,
PHYS,135A,50353R,Lab,26,26,KAP,,,
PHYS,135B,50360R,Lecture,80,93,SLH,102,,
PHYS,135B,50362R,Lecture,138,138,SLH,200,,
PHYS,135B,50363R,Quiz,218,229,SAL,101,,
PHYS,135B,50366R,Lab,11,12,KAP,,,
PHYS,135B,50367D,Lab,0,1,KAP,,,
PHYS,135B,50368R,Lab,21,22,KAP,,,
PHYS,135B,50369R,Lab,22,22,KAP,,,
PHYS,135B,50370R,Lab,21,22,KAP,,,
PHYS,135B,50371R,Lab,18,22,KAP,,,
PHYS,135B,50372R,Lab,18,22,KAP,,,
PHYS,135B,50373R,Lab,22,22,KAP,,,
PHYS,135B,50374R,Lab,22,22,KAP,,,
PHYS,135B,50375R,Lab,22,22,KAP,,,
PHYS,135B,50376R,Lab,19,22,KAP,,,
PHYS,135B,50377R,Lab,22,22,KAP,,,
PHYS,141,50479D,Lecture-Lab,1,4,TBA,,,
PHYS,142,50478D,Lecture-Lab,1,4,TBA,,,
PHYS,143,50477D,Lecture-Lab,0,4,OFFICE,,,
PHYS,151,50380R,Lecture,155,155,SLH,200,,
PHYS,151,50382R,Lecture,160,165,SLH,200,,
PHYS,151,50383R,Quiz,315,339,THH,101,,
PHYS,151,50386R,Lab,25,26,KAP,,,
PHYS,151,50387R,Lab,26,26,KAP,,,
PHYS,151,50388R,Lab,24,25,KAP,,,
PHYS,151,50389R,Lab,14,14,KAP,,,
PHYS,151,50390R,Lab,24,24,KAP,,,
PHYS,151,50391R,Lab,15,24,KAP,,,
PHYS,151,50392R,Lab,25,25,KAP,,,
PHYS,151,50393R,Lab,13,13,KAP,,,
PHYS,151,50394R,Lab,25,25,KAP,,,
PHYS,151,50395R,Lab,24,24,KAP,,,
PHYS,151,50396R,Lab,25,25,KAP,,,
PHYS,151,50397R,Lab,12,12,KAP,,,
PHYS,151,50398R,Lab,24,24,KAP,,,
PHYS,151,50399R,Lab,26,26,KAP,,,
PHYS,151,50472R,Lab,13,13,KAP,,,
PHYS,152,50400R,Lecture,110,110,SLH,200,,
PHYS,152,50402R,Lecture,76,128,SLH,200,,
PHYS,152,50403R,Quiz,186,249,SAL,101,,
PHYS,152,50406R,Lab,10,12,KAP,,,
PHYS,152,50407R,Lab,7,12,KAP,,,
PHYS,152,50408R,Lab,8,12,KAP,,,
PHYS,152,50410R,Lab,11,12,KAP,,,
PHYS,152,50411R,Lab,23,24,KAP,,,
PHYS,152,50412R,Lab,23,24,KAP,,,
PHYS,152,50413R,Lab,10,11,KAP,,,
PHYS,152,50414R,Lab,12,12,KAP,,,
PHYS,152,50415R,Lab,12,12,KAP,,,
PHYS,152,50417R,Lab,22,24,KAP,,,
PHYS,152,50418R,Lab,24,24,KAP,,,
PHYS,152,50419R,Lab,24,24,KAP,,,
PHYS,153,50420R,Lecture,30,55,SLH,102,,
PHYS,153,50422R,Lecture,79,79,SLH,100,,
PHYS,153,50423R,Quiz,109,180,SLH,200,,
PHYS,153,50426R,Lab,12,13,KAP,,,
PHYS,153,50427R,Lab,11,13,KAP,,,
PHYS,153,50428R,Lab,7,13,KAP,,,
PHYS,153,50430R,Lab,12,13,KAP,,,
PHYS,153,50431R,Lab,12,12,KAP,,,
PHYS,153,50432R,Lab,13,13,KAP,,,
PHYS,153,50434R,Lab,14,14,KAP,,,
PHYS,153,50437R,Lab,14,14,KAP,,,
PHYS,153,50438R,Lab,14,14,KAP,,,
PHYS,161,50530R,Lecture,18,90,SLH,102,,
PHYS,161,50531R,Quiz,18,90,SLH,102,,
PHYS,161,50532R,Lab,0,1,KAP,,,
PHYS,161,50533R,Lab,0,2,KAP,,,
PHYS,161,50534R,Lab,1,2,KAP,,,
PHYS,161,50536R,Lab,2,2,KAP,,,
PHYS,161,50537R,Lab,2,4,KAP,,,
PHYS,161,50538R,Lab,0,1,KAP,,,
PHYS,161,50540R,Lab,1,1,KAP,,,
PHYS,161,50542R,Lab,2,2,KAP,,,
PHYS,161,50543R,Lab,10,28,KAP,,,
PHYS,163,50570D,Lecture,15,90,SLH,102,,
PHYS,163,50571R,Quiz,15,90,SLH,102,,
PHYS,163,50572R,Lab,1,1,KAP,,,
PHYS,163,50573R,Lab,1,1,KAP,,,
PHYS,163,50576D,Lab,0,1,KAP,,,
PHYS,163,50577R,Lab,2,2,KAP,,,
PHYS,163,50578R,Lab,1,2,KAP,,,
PHYS,163,50579R,Lab,1,1,KAP,,,
PHYS,163,50584R,Lab,9,16,KAP,,,
PHYS,171,50781R,Discussion,20,24,DMC,206,,
PHYS,171,50780D,Lecture,44,49,ZHS,163,,
PHYS,171,50782R,Discussion,24,24,LVL,16,,
PHYS,171,50783R,Lab,11,12,KAP,,,
PHYS,171,50784R,Lab,11,12,KAP,,,
PHYS,171,50785R,Lab,12,12,KAP,,,
PHYS,171,50786R,Lab,10,12,KAP,,,
PHYS,173,50790D,Lecture,84,86,SLH,102,,
PHYS,173,50792R,Discussion,38,42,KAP,144,,
PHYS,173,50793R,Discussion,46,46,KAP,146,,
PHYS,173,50794R,Lab,15,15,KAP,,,
PHYS,173,50795R,Lab,15,15,KAP,,,
PHYS,173,50796R,Lab,15,15,KAP,,,
PHYS,173,50797R,Lab,14,15,KAP,,,
PHYS,173,50798R,Lab,14,14,KAP,,,
PHYS,173,50799R,Lab,11,14,KAP,,,
PHYS,316,50502R,Lecture,15,28,KAP,156,,
PHYS,408B,50508R,Lecture,27,28,GFS,,,
PHYS,438A,50510R,Lecture,28,42,WPH,102,,
PHYS,440,50514D,Lecture,13,14,KAP,150,,
PHYS,490,50516D,Lecture-Lab,2,20,OFFICE,,,2
PHYS,493,50522D,Lecture,8,16,SGM,226,,
PHYS,493,50523D,Lab,8,16,OCW,105,,
PHYS,495,50526D,Lecture-Lab,8,24,OFFICE,,,
PHYS,500,50600R,Lecture,16,62,SSL,202,,
PHYS,508A,50606R,Lecture,14,36,KAP,145,,
PHYS,513,50611R,Lecture,15,36,DMC,207,,
PHYS,516,50614R,Lecture,16,36,KAP,145,,
PHYS,550,50623R,Lecture,21,40,DMC,101,,
PHYS,558A,50626R,Lecture,19,36,VPDLL101,,,
PHYS,590,50632D,Lecture-Lab,16,40,OFFICE,,,
PHYS,593,50633R,Lecture,5,16,KAP,,,
PHYS,594A,50634D,Lecture-Lab,0,20,OFFICE,,,
PHYS,594B,50637D,Lecture-Lab,0,24,OFFICE,,,
PHYS,594Z,50638D,Lecture,0,24,OFFICE,,,
PHYS,596,50679D,Lecture,0,10,OFFICE,,,1
PHYS,650,50642R,Lecture,2,30,GFS,222,,
PHYS,678,50652R,Lecture,5,12,HED,103,,
PHYS,750O,08775D,Lecture,0,12,OFFICE,,,
PHYS,790,50668D,Lecture-Lab,0,24,OFFICE,,,
PHYS,794A,50670D,Lecture-Lab,6,24,OFFICE,,,
PHYS,794B,50672D,Lecture-Lab,0,12,OFFICE,,,
PHYS,794C,50674D,Lecture-Lab,2,12,OFFICE,,,
PHYS,794D,50676D,Lecture-Lab,5,12,OFFICE,,,
PHYS,794Z,50678D,Lecture,7,24,OFFICE,,,
POIR,545,52319D,Lecture,0,15,HED,103,,
POIR,554,34976R,Lecture,4,15,DMC,110,,
POIR,560,34980D,Lecture,14,15,DML,233,,
POIR,561,52308D,Lecture,5,15,THH,209,,
POIR,563,52309D,Lecture,1,15,DMC,254,,
POIR,590,52343D,Lecture,0,8,TBA,,,
POIR,596,52335D,Lecture,0,8,TBA,,,
POIR,612,52305D,Lecture,9,15,WPH,101,,
POIR,615,52326D,Lecture,7,15,DMC,110,,
POIR,617,52312D,Lecture,7,15,HSH,201,,
POIR,618,52341D,Lecture,0,15,THH,215,,
POIR,622,52315D,Lecture,6,15,DMC,158,,
POIR,626,52320D,Lecture,2,15,DMC,110,,
POIR,680,52336D,Lecture,9,15,DMC,161,,
POIR,790,52301D,Lecture,0,15,OFFICE,,,
POIR,794A,52345D,Lecture,2,12,OFFICE,,,
POIR,794B,52346D,Lecture,2,12,OFFICE,,,
POIR,794C,52347D,Lecture,4,12,OFFICE,,,
POIR,794D,52348D,Lecture,2,12,OFFICE,,,
POIR,794Z,52349D,Lecture,12,40,OFFICE,,,
PORT,150,62378D,Lecture,9,19,DMC,254,,
PORT,175,62377D,Lecture,8,19,DMC,254,,
POSC,110,51910R,Lecture,123,143,THH,201,,
POSC,110,51911R,Discussion,15,25,DMC,109,,
POSC,110,51912R,Discussion,21,25,DMC,256,,
POSC,110,51913R,Discussion,25,25,DMC,161,,
POSC,110,51925R,Discussion,22,25,DMC,257,,
POSC,110,51927R,Discussion,23,25,DMC,161,,
POSC,110,51928R,Discussion,17,25,DMC,160,,
POSC,130,51930R,Lecture,143,143,SAL,101,,
POSC,130,51931R,Discussion,25,25,DMC,206,,
POSC,130,51932R,Discussion,20,25,SOS,,,
POSC,130,51933R,Discussion,25,25,DMC,160,,
POSC,130,51934R,Discussion,25,25,DMC,200,,
POSC,130,51935R,Discussion,25,25,DMC,257,,
POSC,130,51938R,Discussion,23,25,SOS,,,
POSC,326,42225R,Lecture,22,100,OFFICE,,,2
POSC,340,51980R,Lecture-Discussion,48,60,DMC,156,,
POSC,347,51987R,Lecture,50,50,DMC,102,,
POSC,356,51997R,Lecture,48,48,DMC,150,,
POSC,366,52001R,Lecture,48,48,DMC,102,,
POSC,371,52010R,Lecture,85,85,WPH,,,
POSC,392,52030D,Lecture,0,15,SOS,,,
POSC,395,52040D,Lecture,2,40,OFFICE,,,2
POSC,395,52045D,Lecture,0,20,DMC,263,,2
POSC,395,52047D,Lecture,3,15,OFFICE,,,4
POSC,398,52050D,Lecture,0,25,DMC,151,,1
POSC,398,52053D,Lecture,0,25,DMC,152,,2
POSC,398,52056D,Lecture,0,25,DMC,156,,4
POSC,421,52065R,Lecture,19,19,DMC,107,,
POSC,428,52084R,Lecture,19,19,VPD,107,,
POSC,432,52090R,Lecture,58,58,SOS,,,
POSC,436,52097R,Lecture,20,19,DMC,207,,
POSC,439,52105R,Lecture,45,45,DMC,102,,
POSC,439,52155R,Lecture,19,19,THH,205,,
POSC,442,52108R,Lecture,19,19,ZHS,360,,
POSC,444,52110R,Lecture,30,48,DMC,156,,
POSC,449,52120R,Lecture,19,19,DMC,158,,
POSC,452,52130R,Lecture,19,19,MHP,102,,
POSC,452,52132R,Lecture,19,19,LVL,13,,
POSC,453,52135R,Lecture,19,19,THH,,,
POSC,456,52137R,Lecture,19,19,LVL,16,,
POSC,469,52148R,Lecture,16,19,DMC,110,,
POSC,469,52153R,Lecture,19,19,THH,,,
POSC,479,52160R,Lecture,4,19,THH,,,
POSC,490,52170D,Lecture,0,15,OFFICE,,,2
POSC,490,52175D,Lecture,1,5,OFFICE,,,4
POSC,490,52169D,Lecture,0,25,OFFICE,,,1
POSC,499,52180R,Lecture,6,19,THH,117,,4
PSYC,100,52430R,Lecture,153,153,THH,201,,
PSYC,100,52431R,Lab,17,22,KAP,164,,
PSYC,100,52432R,Lab,16,22,KAP,164,,
PSYC,100,52433R,Lab,21,22,DMC,109,,
PSYC,100,52434R,Lab,19,22,DMC,109,,
PSYC,100,52435R,Lab,22,22,GFS,107,,
PSYC,100,52436R,Lab,22,22,DMC,160,,
PSYC,100,52437R,Lab,21,22,KAP,113,,
PSYC,100,52438R,Lab,15,22,KAP,113,,
PSYC,100,52410R,Lecture,174,174,THH,201,,
PSYC,100,52411R,Lab,21,22,KAP,113,,
PSYC,100,52412R,Lab,22,22,KAP,147,,
PSYC,100,52413R,Lab,22,22,SOS,,,
PSYC,100,52414R,Lab,23,23,KAP,167,,
PSYC,100,52415R,Lab,22,22,KAP,167,,
PSYC,100,52416R,Lab,22,22,GFS,228,,
PSYC,100,52417R,Lab,22,22,DMC,161,,
PSYC,100,52418R,Lab,20,22,KDC,240,,
PSYC,100,52450R,Lecture,74,74,MRF,340,,
PSYC,100,52451R,Lab,21,21,GFS,228,,
PSYC,100,52452R,Lab,21,21,GFS,228,,
PSYC,100,52453R,Lab,15,21,SGM,226,,
PSYC,100,52454R,Lab,17,21,SGM,226,,
PSYC,100,52400R,Lecture,158,158,SGM,124,,
PSYC,100,52401R,Lab,17,22,KAP,166,,
PSYC,100,52402R,Lab,13,22,GFS,221,,
PSYC,100,52403R,Lab,20,22,GFS,221,,
PSYC,100,52404R,Lab,22,22,KAP,166,,
PSYC,100,52405R,Lab,21,21,KAP,147,,
PSYC,100,52406R,Lab,22,22,KAP,165,,
PSYC,100,52407R,Lab,22,22,DMC,209,,
PSYC,100,52408R,Lab,21,22,KAP,165,,
PSYC,165,52440R,Lecture,84,84,MHP,101,,
PSYC,165,52442R,Lab,12,17,GFS,228,,
PSYC,165,52444R,Lab,12,17,KAP,113,,
PSYC,165,52445R,Lab,8,17,VHE,214,,
PSYC,165,52446R,Lab,17,17,KAP,159,,
PSYC,165,52447R,Lab,17,17,DMC,256,,
PSYC,165,52448R,Lab,18,18,KAP,113,,
PSYC,215,52480R,Lecture,62,62,THH,201,,
PSYC,215,52491R,Lab,16,18,DMC,158,,
PSYC,215,52494R,Lab,17,18,KAP,167,,
PSYC,215,52498R,Lab,11,18,VHE,206,,
PSYC,215,52499R,Lab,18,18,KAP,166,,
PSYC,240,52502R,Lecture,22,28,WPH,,,
PSYC,274,52495R,Lecture,26,26,VHE,217,,
PSYC,274,52496R,Lab,11,16,SGM,631,,
PSYC,274,52497R,Lab,15,16,SGM,631,,
PSYC,274,52455R,Lecture,30,30,THH,118,,
PSYC,274,52457R,Lab,12,16,SGM,631,,
PSYC,274,52458R,Lab,18,20,LVL,,,
PSYC,274,52470R,Lecture,31,31,SGM,601,,
PSYC,274,52471R,Lab,15,16,SGM,631,,
PSYC,274,52472R,Lab,16,16,SGM,631,,
PSYC,274,52478R,Lecture,28,28,KAP,163,,
PSYC,274,52479R,Lab,13,16,SGM,631,,
PSYC,274,52486R,Lab,15,16,SGM,631,,
PSYC,274,52475R,Lecture,33,33,THH,118,,
PSYC,274,52476R,Lab,16,16,SGM,631,,
PSYC,274,52477R,Lab,17,17,SGM,631,,
PSYC,274,52487D,Lecture,29,29,KAP,158,,
PSYC,274,52488R,Lab,15,16,SGM,631,,
PSYC,274,52489D,Lab,14,16,SGM,631,,
PSYC,290,52483D,Lecture,2,15,OFFICE,,,
PSYC,301,52482R,Lecture-Lab,51,51,SOS,,,
PSYC,301,52484R,Lecture-Lab,34,34,DMC,261,,
PSYC,301,52485R,Lecture-Lab,32,32,SGM,601,,
PSYC,304,52503D,Lecture-Lab,21,23,KAP,134,,
PSYC,305,52501R,Lecture,44,45,ZHS,352,,
PSYC,314,52515R,Lecture,40,44,SSL,202,,
PSYC,314,52516R,Lab,23,23,WPH,,,
PSYC,314,52517R,Lab,17,22,KOH,208,,
PSYC,314,52520R,Lecture,38,44,SGM,601,,
PSYC,314,52521R,Lab,16,22,KOH,208,,
PSYC,314,52522R,Lab,22,23,KOH,208,,
PSYC,314,52512R,Lecture,35,44,VPD,105,,
PSYC,314,52513R,Lab,18,22,KOH,208,,
PSYC,314,52514R,Lab,17,22,KOH,208,,
PSYC,316,52573R,Lecture,50,50,SSL,202,,
PSYC,316,52574R,Lab,25,25,WPH,,,
PSYC,316,52575R,Lab,25,25,WPH,,,
PSYC,316,52576R,Lecture,48,48,SGM,601,,
PSYC,316,52577R,Lab,24,24,KOH,208,,
PSYC,316,52578R,Lab,24,24,KOH,208,,
PSYC,326,52535R,Lecture,43,43,SGM,601,,
PSYC,336,52540R,Lecture-Lab,47,47,THH,210,,
PSYC,336,52547R,Lecture-Lab,53,53,THH,212,,
PSYC,337,52548R,Lecture-Lab,23,23,SGM,226,,
PSYC,339,52542R,Lecture,59,60,ZHS,159,,
PSYC,339,52543R,Lab,12,21,SGM,226,,
PSYC,339,52544R,Lab,20,21,WPH,,,
PSYC,339,52545R,Lab,16,21,GFS,107,,
PSYC,339,52546R,Lab,11,21,KAP,166,,
PSYC,353,52551R,Lecture,44,44,VPD,105,,
PSYC,355,52561R,Lecture,95,95,GFS,106,,
PSYC,355,52566R,Lecture,26,26,VPD,106,,
PSYC,355,52570D,Lecture,26,27,THH,118,,
PSYC,360,52562R,Lecture,64,64,THH,210,,
PSYC,360,52565R,Lecture,42,42,THH,114,,
PSYC,360,52568R,Lecture,44,44,KAP,156,,
PSYC,361,52560R,Lecture,27,27,GFS,207,,
PSYC,365,52569R,Lecture,24,24,KAP,158,,
PSYC,372,52571R,Lecture,19,19,KAP,156,,
PSYC,380,52585D,Lecture,12,25,GFS,107,,
PSYC,412,52586R,Lecture,13,14,SGM,226,,
PSYC,426,52589R,Lecture,30,30,WPH,106,,
PSYC,427,52590R,Lecture,20,20,DMC,210,,
PSYC,432,52667R,Lecture,20,20,KAP,134,,
PSYC,433,52591R,Lecture,21,21,DMC,210,,
PSYC,439,52555R,Lecture,21,21,KAP,158,,
